areacd,disability_3a-001,disability_3a-002
E00070652,19,81
E00070653,18.8,81.2
E00070657,22.3,77.7
E00070658,14.8,85.2
E00070659,18.7,81.3
E00070660,13.6,86.4
E00071184,19.6,80.4
E00071185,15.6,84.4
E00071186,13.6,86.4
E00071191,18.8,81.2
E00071194,17.7,82.3
E00146896,15.1,84.9
E00146899,14.3,85.7
E00146978,13.5,86.5
E00146979,19.4,80.6
E00147649,17.9,82.1
E00147650,17.8,82.2
E00147651,15.1,84.9
E00147652,16.7,83.3
E00147653,15.8,84.2
E00147658,20.1,79.9
E00147659,16.2,83.8
E00147660,22.8,77.2
E00147661,16.5,83.5
E00147662,19.6,80.4
E00147663,17.1,82.9
E00147664,13,87
E00147665,22.2,77.8
E00147666,18.6,81.4
E00147686,19.5,80.5
E00147689,24.7,75.3
E00147690,19.2,80.8
E00147691,16.9,83.1
E00147692,22.5,77.5
E00147693,19.9,80.1
E00147694,19.3,80.7
E00147695,15.1,84.9
E00147697,20.6,79.4
E00147698,29.9,70.1
E00147699,20,80
E00147700,18,82
E00147701,19.2,80.8
E00147703,15.3,84.7
E00147713,16.6,83.4
E00147714,17,83
E00147715,12.8,87.2
E00147720,39,61
E00147721,23.2,76.8
E00147722,19,81
E00147723,32.1,67.9
E00147724,19.6,80.4
E00147725,14.6,85.4
E00147726,33.1,66.9
E00147727,23.5,76.5
E00147728,28.3,71.7
E00147729,26.3,73.7
E00147730,21.4,78.6
E00147731,24.4,75.6
E00147732,34.4,65.6
E00147733,27.1,72.9
E00147734,25.2,74.8
E00147735,24.8,75.2
E00147736,33.2,66.8
E00147737,28.2,71.8
E00147738,21.5,78.5
E00147739,23.8,76.2
E00147740,18.6,81.4
E00147741,14.2,85.8
E00147742,21.5,78.5
E00147743,18.2,81.8
E00147744,25.4,74.6
E00147745,18.8,81.2
E00147747,13.6,86.4
E00147748,23.7,76.3
E00147749,10,90
E00147750,17.9,82.1
E00147751,21.9,78.1
E00147752,20.6,79.4
E00147753,22.4,77.6
E00147754,27.5,72.5
E00147763,20.7,79.3
E00147764,15.8,84.2
E00147765,20.3,79.7
E00147766,16.1,83.9
E00147767,14.1,85.9
E00164205,18.5,81.5
E00164206,16.9,83.1
E00164208,14.5,85.5
E00164309,17.9,82.1
E00164310,14.7,85.3
E00164316,21.6,78.4
E00164317,15.8,84.2
E00164319,15.3,84.7
E00164320,23.5,76.5
E00164321,15.8,84.2
E00164322,15.6,84.4
E00164323,22.9,77.1
E00164324,27.5,72.5
E00164325,25.7,74.3
E00164326,18,82
E00164327,22.7,77.3
E00164328,26.3,73.7
E00164329,21.8,78.2
E00174582,34.4,65.6
E00174583,20.9,79.1
E00174584,21.1,78.9
E00174586,13.2,86.8
E00187161,14.2,85.8
E00187327,19.7,80.3
