areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00070652,2,30.4,67.6
E00070653,5,26.7,68.3
E00070657,4.4,21.9,73.7
E00070658,2.8,25.7,71.5
E00070659,8.3,24,67.7
E00070660,5,21.7,73.3
E00071184,0.6,31.7,67.7
E00071185,4.8,21,74.3
E00071186,7.8,24.7,67.5
E00071191,4,22,74
E00071194,9.1,20,70.9
E00146896,4.9,28.4,66.7
E00146899,8.6,18.9,72.6
E00146978,7.9,18.6,73.6
E00146979,5,25.2,69.8
E00147649,12.4,22.3,65.3
E00147650,6.1,17.5,76.3
E00147651,3.9,18.8,77.3
E00147652,8.6,16.6,74.8
E00147653,3.4,33,63.6
E00147658,11.8,27.9,60.3
E00147659,4.8,17.5,77.8
E00147660,4.2,27.1,68.6
E00147661,3.1,30.3,66.7
E00147662,4.7,30.7,64.6
E00147663,5.6,36.9,57.5
E00147664,4.9,22.3,72.8
E00147665,2.9,21.3,75.7
E00147666,7.5,27.3,65.2
E00147686,3.1,25.9,71
E00147689,5.6,43.5,50.9
E00147690,9.6,22.3,68.1
E00147691,2.2,26.9,71
E00147692,3.4,31.6,64.9
E00147693,11,19,69.9
E00147694,9.9,19.8,70.4
E00147695,4.2,32.1,63.7
E00147697,4.1,21.2,74.7
E00147698,3.5,37.8,58.7
E00147699,1.5,25.2,73.3
E00147700,3.8,31,65.2
E00147701,6.5,25.5,67.9
E00147703,1.9,22.2,75.9
E00147713,2.6,23.7,73.7
E00147714,0.6,26.7,72.7
E00147715,5.8,21.9,72.3
E00147720,0.9,49.1,50
E00147721,2.2,40,57.8
E00147722,3.4,35,61.5
E00147723,2.6,35,62.4
E00147724,5.7,22.8,71.5
E00147725,2.1,22.8,75.1
E00147726,2.3,44.7,53
E00147727,3.9,23.6,72.4
E00147728,0,42.9,57.1
E00147729,5,38.3,56.7
E00147730,0,50.8,49.2
E00147731,1.6,51.2,47.3
E00147732,5.4,36.9,57.7
E00147733,1.4,58.6,40
E00147734,2.6,54.5,42.9
E00147735,0.6,58.3,41.1
E00147736,0.6,64.2,35.2
E00147737,0.7,59.2,40.1
E00147738,4.1,37.7,58.2
E00147739,2,28.7,69.3
E00147740,3.1,26.4,70.5
E00147741,2.9,38.2,58.8
E00147742,3.6,24.5,71.9
E00147743,4.2,39.2,56.6
E00147744,6.3,30.1,63.6
E00147745,5.8,38,56.2
E00147747,3.8,27.2,69
E00147748,3.3,34.4,62.3
E00147749,2.6,27.9,69.5
E00147750,3.9,45.7,50.4
E00147751,1.2,41.7,57.1
E00147752,0.8,31.5,67.7
E00147753,3.3,35.5,61.2
E00147754,6.3,29.7,64.1
E00147763,4.9,28.5,66.7
E00147764,4.4,16.5,79.1
E00147765,5.3,22.7,72
E00147766,8.2,21.1,70.7
E00147767,5,20.1,74.8
E00164205,7.3,23.6,69.1
E00164206,3.1,18.5,78.5
E00164208,6.8,19.8,73.4
E00164309,4.9,14.6,80.6
E00164310,7.9,27.8,64.3
E00164316,5.6,35.2,59.3
E00164317,2.1,14.7,83.2
E00164319,8.3,23.3,68.3
E00164320,1.4,48,50.7
E00164321,2,23,75
E00164322,6.6,28.3,65.1
E00164323,4.4,63.7,31.9
E00164324,2.8,40.6,56.6
E00164325,1.7,41.7,56.7
E00164326,4.3,24.1,71.7
E00164327,0,43.2,56.8
E00164328,1,37,62
E00164329,3.6,27.5,68.8
E00174582,6.2,32,61.9
E00174583,3.2,26.6,70.2
E00174584,8.9,34.2,57
E00174586,6,26.1,67.9
E00187161,2.8,19,78.2
E00187327,2.1,14.9,83
