areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00127329,99.2,0.8,0
E00127330,100,0,0
E00127331,100,0,0
E00127332,99.1,0.9,0
E00127333,98.4,1.2,0.4
E00127334,99.6,0.4,0
E00127335,99.6,0.4,0
E00127336,100,0,0
E00127337,99.7,0.3,0
E00127338,99.6,0.4,0
E00127339,98.2,1.1,0.7
E00127340,99.7,0.3,0
E00127341,99.7,0.3,0
E00127342,99.5,0.5,0
E00127343,99,0.5,0.5
E00127344,90.4,7.3,2.3
E00127345,94.1,5.9,0
E00127346,91.6,7.2,1.2
E00127347,95.5,3.8,0.7
E00127348,97.7,1.3,1
E00127349,97.3,1.2,1.5
E00127350,96.1,2.5,1.4
E00127351,94.1,3.5,2.4
E00127352,88.9,10.3,0.7
E00127354,94.6,4.4,1
E00127355,70.9,26.7,2.4
E00127357,86.6,11.6,1.9
E00127358,78.7,18.9,2.4
E00127359,88.2,11.8,0
E00127360,84.4,7.4,8.2
E00127361,92.1,7.9,0
E00127362,93,6.6,0.4
E00127363,97.5,2.1,0.4
E00127364,95,3.7,1.3
E00127365,91.9,7.8,0.4
E00127366,98.9,1.1,0
E00127367,98.2,0.6,1.2
E00127368,97.1,2.5,0.4
E00127369,98.6,1.1,0.3
E00127370,98.3,1.7,0
E00127371,97.8,2.2,0
E00127372,96.9,2.5,0.6
E00127373,96.7,3,0.3
E00127374,99.4,0.6,0
E00127375,97.6,0.2,2.2
E00127376,98.3,1.7,0
E00127377,99.6,0.4,0
E00127378,96.8,2.6,0.6
E00127379,98.8,0.8,0.4
E00127380,90.4,7.8,1.9
E00127381,96.2,2.2,1.6
E00127384,92.1,5.9,2
E00127391,83.2,16.8,0
E00127392,91.5,6.7,1.9
E00127396,96,4,0
E00127399,91.7,7.4,0.9
E00127400,89.8,8.9,1.3
E00127402,95.5,3.8,0.8
E00127403,80.5,18.9,0.6
E00127406,81.9,15.9,2.2
E00127407,86.4,12,1.5
E00127408,95,4.6,0.4
E00127409,89.1,10.1,0.9
E00127410,87,8.6,4.5
E00127413,94.1,5.4,0.4
E00127415,91.9,7.2,0.9
E00127416,99.4,0.3,0.3
E00127417,99.3,0.7,0
E00127419,99.2,0.8,0
E00127420,98,1.7,0.3
E00127421,98.9,1.1,0
E00127422,98.3,0.7,1
E00127423,97.8,1,1.3
E00127426,98.7,1.3,0
E00127427,99.3,0.3,0.3
E00127428,99.3,0.7,0
E00127429,98.3,1.7,0
E00127431,99.1,0.4,0.4
E00127433,98.8,1.2,0
E00127515,96.4,3.6,0
E00127516,92.3,7,0.7
E00127517,90.7,9,0.4
E00127518,92.7,6.8,0.5
E00127519,94.5,2.3,3.2
E00127520,97.8,1.8,0.4
E00127521,88.8,8.4,2.8
E00127522,82.7,16.2,1.1
E00127524,90.6,8.1,1.3
E00127525,88.2,7.8,4
E00127527,94,5,1
E00127528,96.9,3.1,0
E00127529,96.6,3.4,0
E00127530,93.7,5.9,0.4
E00127531,97,2.6,0.4
E00127532,89.9,8.9,1.3
E00127533,97.2,1,1.7
E00127534,91.1,7.9,1.1
E00127535,92.6,7.4,0
E00127536,92.4,6.5,1.1
E00127537,98.9,1.1,0
E00127538,98.3,1.7,0
E00127539,99.4,0.6,0
E00127540,99.7,0.3,0
E00127541,97.4,2.2,0.4
E00127542,99,1,0
E00127543,100,0,0
E00127544,98.7,0.6,0.6
E00127545,99.1,0.9,0
E00127546,99.7,0.3,0
E00127547,99.7,0.3,0
E00127548,98.9,1.1,0
E00127549,98.9,1.1,0
E00127550,97.9,2.1,0
E00127551,98.7,1.3,0
E00127552,99.2,0.8,0
E00127553,98.9,1.1,0
E00127554,98.4,1,0.5
E00127555,99,1,0
E00127556,98.9,1.1,0
E00127557,99.3,0.7,0
E00127558,99.5,0.5,0
E00127559,100,0,0
E00127597,93.1,6.6,0.3
E00127598,94.6,3.8,1.6
E00127599,82.4,11.5,6.1
E00127600,97.7,1.9,0.4
E00127601,97.3,2.7,0
E00127602,93.9,5.4,0.7
E00127603,96.1,3.1,0.8
E00127604,94.6,4.3,1.1
E00127605,98.2,1.8,0
E00127606,94.9,3.7,1.4
E00127607,95.5,4.5,0
E00127608,95.8,1.9,2.3
E00127609,87.9,7.6,4.5
E00127610,94.4,5.6,0
E00127611,97.9,2.1,0
E00127612,98,2,0
E00127613,98.1,1.3,0.5
E00127614,87.6,10.6,1.8
E00127615,93.7,6.3,0
E00127616,96.2,3.8,0
E00127618,98.2,1.8,0
E00127619,95.5,3.7,0.7
E00127620,77.3,18.4,4.3
E00127621,95.5,3.1,1.4
E00127622,89.8,8,2.3
E00127623,91.5,8.5,0
E00127624,88.6,9.7,1.7
E00127625,90.5,9,0.5
E00127626,91.8,6.1,2
E00127627,92.2,6.6,1.2
E00127628,92.3,4,3.7
E00127629,90.1,8.6,1.3
E00127630,88.4,7.8,3.9
E00127631,87.4,10.9,1.7
E00127632,88,9.5,2.5
E00127633,90.7,9.3,0
E00127642,99,1,0
E00127643,98.9,1.1,0
E00127644,96.9,2.4,0.7
E00127645,97.5,2.2,0.4
E00127646,94.1,3.9,2
E00127647,95,4,1
E00127648,95.5,3.9,0.6
E00127649,93.3,3.2,3.5
E00127650,84.9,11.5,3.6
E00127651,93.5,3.8,2.7
E00127652,87.8,10.1,2.2
E00127653,87.5,9.5,3
E00127654,92.8,6,1.2
E00127655,95,2.5,2.5
E00127656,87.4,8.5,4
E00127657,93.5,4.7,1.9
E00127658,99.3,0.7,0
E00127659,97.8,1.8,0.4
E00127660,99.4,0.6,0
E00127661,98.6,1.4,0
E00127662,97.8,1.8,0.3
E00127663,97.4,2.3,0.3
E00127664,96,2.9,1.1
E00127665,92.1,5.8,2.1
E00127670,85.1,10.6,4.3
E00127672,96.3,2.5,1.2
E00127676,91,7,2
E00127680,84.6,11.8,3.6
E00127682,95.6,4.1,0.3
E00127683,92.1,2.8,5.1
E00127684,95.2,3.2,1.6
E00127685,94.8,3.6,1.6
E00127687,100,0,0
E00127688,98.9,1.1,0
E00127689,100,0,0
E00127690,98.9,1.1,0
E00127691,100,0,0
E00127692,98.9,1.1,0
E00127693,98.6,1.1,0.4
E00127695,99.6,0.4,0
E00127696,100,0,0
E00127698,100,0,0
E00127699,98.9,1.1,0
E00127700,100,0,0
E00127701,97.5,2.5,0
E00127728,99.3,0.7,0
E00127729,99.5,0.5,0
E00127730,96.3,3.7,0
E00127731,97.8,2.2,0
