areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00127329,38.1,16.9,20.3,24.6
E00127330,34.9,20.2,30.2,14.7
E00127331,38.2,15.1,28.9,17.8
E00127332,36.5,19.5,25.2,18.9
E00127333,44,17.6,20.8,17.6
E00127334,35.7,20,26.1,18.3
E00127335,37,22.8,26.8,13.4
E00127336,34.3,19,32.4,14.3
E00127337,38.7,17.3,30,14
E00127338,45.3,21.1,18,15.6
E00127339,41,23,18,18
E00127340,47.7,18.8,17.4,16.1
E00127341,42.8,24.6,18.2,14.4
E00127342,58.5,13.8,11.7,16
E00127343,41.7,22.3,21.4,14.6
E00127344,50,17.6,15.5,16.9
E00127345,40.2,18.5,39.1,2.2
E00127346,54.7,15.5,16.9,12.8
E00127347,57.5,20.9,5.2,16.4
E00127348,63,10.2,11.8,15
E00127349,51.5,11.1,16.2,21.2
E00127350,61,6.4,18.7,13.9
E00127351,65.9,7.1,10.3,16.7
E00127352,59.4,12.2,10,18.3
E00127354,66.7,11.9,10.3,11.1
E00127355,45.6,8.8,37.4,8.2
E00127357,53.4,12.2,24.4,9.9
E00127358,40,19.3,25.3,15.3
E00127359,30.8,14,49.7,5.6
E00127360,50.8,12.3,25.4,11.5
E00127361,48.9,8,28.4,14.8
E00127362,35.5,9.4,46.4,8.7
E00127363,34.4,11.3,50.6,3.8
E00127364,37,13.3,40.6,9.1
E00127365,57.5,7.5,27.5,7.5
E00127366,30,29.2,28.5,12.3
E00127367,43.8,23.1,17.2,16
E00127368,44.8,21.6,14.9,18.7
E00127369,38.7,24.7,22.6,14
E00127370,46.5,24.5,14.5,14.5
E00127371,42.4,24.1,17.7,15.8
E00127372,44.2,21.5,11,23.2
E00127373,41.2,27.3,15.8,15.8
E00127374,48.2,25,7.1,19.6
E00127375,42,18.7,19.1,20.2
E00127376,36,24.3,15.4,24.3
E00127377,33.8,19.7,33.8,12.7
E00127378,49.1,24.8,7.9,18.2
E00127379,35.7,22.4,24.5,17.3
E00127380,35.5,12.5,42.1,9.9
E00127381,34.5,9.2,46.5,9.9
E00127384,41.2,9.2,35.9,13.7
E00127391,40.7,11,39.3,9
E00127392,47.4,10.5,27.2,14.9
E00127396,42.1,13.5,30.2,14.3
E00127399,43.5,10.4,36.5,9.6
E00127400,43.6,6.4,46.4,3.6
E00127402,43,11.9,34.4,10.6
E00127403,43.8,8.2,34.2,13.7
E00127406,53.7,7.4,28.7,10.3
E00127407,40.5,9.9,38.7,10.8
E00127408,28.9,10.1,53,8.1
E00127409,38,10.2,43.8,8
E00127410,41.9,9.7,47.3,1.1
E00127413,24.9,26.3,37.5,11.3
E00127415,38.5,19.3,31.8,10.4
E00127416,25.7,19.9,40.8,13.6
E00127417,23.9,27.5,32.6,15.9
E00127419,32.5,18.3,32.5,16.7
E00127420,33.7,20.1,31.4,14.8
E00127421,42.4,18.7,15.8,23
E00127422,12.6,31.4,38.9,17.1
E00127423,28.2,18.4,37.4,16
E00127426,46.2,18.6,20.7,14.5
E00127427,35.1,27.9,27.9,9.1
E00127428,43.6,21.8,22.6,12
E00127429,35.7,19,32.5,12.7
E00127431,23.8,14.3,47.6,14.3
