areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00127329,83.1,2.6,14.2
E00127330,84.4,2,13.6
E00127331,88.4,0.3,11.3
E00127332,88.5,1.5,10
E00127333,75.4,1.2,23.5
E00127334,92.2,0.7,7
E00127335,87.7,0.4,11.9
E00127336,83,0,17
E00127337,92.4,0.7,6.9
E00127338,90.9,0,9.1
E00127339,80.4,4.6,14.9
E00127340,86.1,0,13.9
E00127341,87.7,1.4,10.9
E00127342,79.8,0.5,19.7
E00127343,87.7,1.5,10.8
E00127344,60.5,11.3,28.2
E00127345,81.5,6.3,12.3
E00127346,72.8,8.1,19.1
E00127347,68.4,4.4,27.3
E00127348,59.7,1.6,38.7
E00127349,64.3,6.3,29.4
E00127350,74.9,6,19.1
E00127351,65.2,7.7,27.1
E00127352,62.3,14.2,23.5
E00127354,69.2,5.6,25.2
E00127355,56.3,38.2,5.4
E00127357,71.6,15.1,13.3
E00127358,64.4,23.3,12.3
E00127359,78.9,13.6,7.5
E00127360,68.4,15.2,16.4
E00127361,61.9,10.6,27.4
E00127362,84.3,8.8,6.8
E00127363,87.2,5.9,6.9
E00127364,83.3,6.3,10.3
E00127365,73.5,15.9,10.6
E00127366,80.8,1.3,17.8
E00127367,77.9,3.4,18.6
E00127368,72.3,2.8,24.9
E00127369,86.6,1.4,12
E00127370,77.2,3.1,19.7
E00127371,81.1,2.5,16.4
E00127372,66.5,4.3,29.2
E00127373,72.2,5.1,22.8
E00127374,68.1,0.5,31.4
E00127375,85.8,2.8,11.4
E00127376,68.5,1.3,30.2
E00127377,85.3,0,14.7
E00127378,67.5,4.7,27.8
E00127379,91.8,0.8,7.4
E00127380,80.7,10.1,9.2
E00127381,81.9,8.8,9.4
E00127384,79,5.6,15.4
E00127391,63.2,24.5,12.3
E00127392,74.7,12.6,12.6
E00127396,77.2,5.5,17.3
E00127399,74.5,18.5,6.9
E00127400,71.9,16.6,11.5
E00127402,83.6,5.2,11.2
E00127403,57.3,29.8,12.9
E00127406,64.5,24.7,10.8
E00127407,71.3,14.7,14.1
E00127408,81.8,8.5,9.7
E00127409,85.2,10.9,3.8
E00127410,77.7,12.5,9.9
E00127413,87,4.8,8.2
E00127415,75.1,9.5,15.3
E00127416,86.6,0.6,12.8
E00127417,80.9,1,18.1
E00127419,83.8,1.2,15
E00127420,82.3,2.5,15.2
E00127421,78.7,2.2,19.1
E00127422,80.1,3.3,16.6
E00127423,88.1,2.2,9.7
E00127426,80.1,4.9,15
E00127427,92.2,1.4,6.4
E00127428,81.6,3.8,14.6
E00127429,81,2,17
E00127431,85.3,3,11.6
E00127433,78.4,1.6,20
E00127515,75.2,9.7,15
E00127516,81,12.1,6.9
E00127517,85.7,9.9,4.4
E00127518,86.2,6.7,7.1
E00127519,81.4,8,10.6
E00127520,89.7,3.5,6.7
E00127521,77.6,11.6,10.8
E00127522,74.5,15.1,10.4
E00127524,79,13.2,7.7
E00127525,78.7,11.5,9.8
E00127527,81.8,9.8,8.5
