geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00041416,5.3,29,65.6
E00041417,4.1,25.2,70.7
E00041418,4.8,41.1,54
E00041419,2.1,34,63.8
E00041420,5.5,32.3,62.2
E00041421,0.6,29.7,69.7
E00041422,4.6,58,37.4
E00041423,6.5,20.4,73.1
E00041424,2.1,31.2,66.7
E00041425,1.6,48.8,49.6
E00041426,7,24.3,68.7
E00041427,9.4,32.8,57.8
E00041429,0,50,50
E00041430,4.7,44.1,51.2
E00041431,6.4,38.4,55.2
E00041432,2.2,45.3,52.6
E00041433,4.6,45.4,50
E00041434,0.8,39,60.2
E00041435,5.7,36.2,58.2
E00041436,4.1,33.9,62
E00041437,0.9,31.3,67.8
E00041438,2.3,19.8,77.9
E00041439,0.9,30.8,68.4
E00041440,0.7,22.3,77
E00041441,2.4,20.2,77.4
E00041442,3.3,25.6,71.1
E00041681,0,61.2,38.8
E00041683,2.8,37.1,60.1
E00041684,0.9,71.2,27.9
E00041685,1.6,47.5,50.8
E00041686,2.3,41.4,56.3
E00041689,3.3,42.4,54.3
E00041690,4.2,44.8,51
E00041691,0,32.4,67.6
E00041693,3.3,24.4,72.4
E00041694,3.3,36.6,60.2
E00041695,2.4,39.5,58.1
E00041698,2.4,22,75.6
E00041699,9.3,20.2,70.5
E00041700,3.5,52.2,44.3
E00041701,2,31.8,66.2
E00041702,0.9,25.2,73.9
E00041703,2.5,30.3,67.2
E00041707,3.1,38.9,58
E00041709,0,34.5,65.5
E00041714,1.7,32.2,66.1
E00041715,2.5,35.8,61.7
E00041716,3.3,28.3,68.3
E00044683,5.9,26.1,68.1
E00044684,3.7,13.3,83
E00044685,7,22.8,70.2
E00044687,1.6,32.8,65.6
E00044898,4.8,14.3,81
E00044899,0.8,25,74.2
E00044900,0.6,43.6,55.8
E00044901,4.2,29.6,66.2
E00044902,4.5,24.1,71.4
E00044903,0,30,70
E00044904,2.3,19.2,78.5
E00044905,0.8,45.7,53.5
E00044906,4.9,17.7,77.4
E00044907,0,86.8,13.2
E00044908,0.8,31.9,67.2
E00044909,0.8,35.5,63.6
E00044910,2.8,33.7,63.5
E00044911,3.3,40.5,56.2
E00044912,4.5,42.9,52.7
E00044913,0.6,66.9,32.6
E00044914,0.7,27.4,71.9
E00044915,0.6,54.1,45.3
E00044916,2.1,25.7,72.1
E00044917,1.8,19.3,78.9
E00044918,1.6,14.8,83.6
E00044919,6.8,17.8,75.4
E00044920,0.7,31.2,68.1
E00044921,1,30.1,68.9
E00044922,1.7,38.7,59.7
E00044923,3.8,30.8,65.4
E00044925,0,24.2,75.8
E00044926,9,20.1,70.9
E00044927,4.7,19.7,75.6
E00044928,3.6,38.7,57.7
E00044929,3.8,15.4,80.8
E00044930,0.6,38.8,60.7
E00044931,3.7,29.9,66.5
E00044932,3.4,25.2,71.4
E00044933,2.5,37.7,59.8
E00044934,0,35.2,64.8
E00044935,5.6,17.7,76.6
E00044936,5.6,25,69.4
E00044937,1,25,74
E00044938,6.7,47.6,45.7
E00044939,5.6,25,69.4
E00044940,3.2,21.4,75.4
E00044941,0.8,19.4,79.8
E00044942,2.4,36.5,61.1
E00044943,2.3,18.8,78.9
E00044944,3.1,14,82.9
E00044945,0,67.4,32.6
E00044946,4,57,39
E00044947,2.2,61.8,36
E00044948,5,20.2,74.8
E00044949,3.4,22.9,73.7
E00044950,3.1,21.9,75
E00044951,3.4,25.6,70.9
E00044952,3.3,45,51.7
E00044953,2.3,30.8,66.9
E00044954,3,30.4,66.7
E00044955,5.2,23.3,71.6
E00044956,2.6,54.7,42.7
E00044957,1.6,36.6,61.8
E00044958,2,69.3,28.7
E00044959,6.6,25,68.4
E00044960,0,58.3,41.7
E00044961,2.7,31.9,65.5
E00044962,0.8,29,70.2
E00044963,10.4,15.2,74.4
E00044964,2.5,57,40.5
E00044965,2.7,27.7,69.6
E00044966,1.6,24.2,74.2
E00044967,0.9,31.9,67.2
E00044968,4.6,24.8,70.6
E00044969,5.4,19.4,75.2
E00044970,2.5,39.5,58
E00044971,4.2,37,58.8
E00044972,3.4,32.2,64.4
E00044973,3.8,28.8,67.3
E00044974,7.9,18.6,73.6
E00044975,5.9,31.1,63
E00044976,4.2,45,50.8
E00044977,5.3,33.1,61.7
E00044978,3.3,37.5,59.2
E00044979,4.2,46.2,49.6
E00044980,2.2,59.6,38.3
E00044981,5,43.7,51.3
E00044982,0,42,58
E00044983,5.6,28,66.4
E00044984,4.1,38,57.9
E00044985,2.4,53.2,44.4
E00044986,3.2,22.2,74.6
E00044987,3.5,45.4,51.1
E00044988,3.4,36.1,60.5
E00044989,4.5,16.7,78.8
E00044990,4.9,28.7,66.4
E00044991,2.8,46.7,50.5
E00044992,1.6,30.2,68.2
E00044993,4.3,33.3,62.4
E00044994,2.2,21,76.8
E00044995,2.4,29.8,67.7
E00044996,2.2,54.5,43.3
E00044997,5.4,15.5,79.1
E00044998,5.5,31.2,63.3
E00045000,1.3,37.3,61.3
E00045001,5.9,25.4,68.6
E00045002,2.7,29.7,67.6
E00045003,4.1,36.7,59.2
E00045004,2.3,41.4,56.4
E00045005,0,23.4,76.6
E00045006,4.8,17.5,77.8
E00045007,5,28.8,66.2
E00045008,1.4,31.2,67.4
E00045009,8.9,14.3,76.8
E00045010,0.9,18.6,80.5
E00045011,0,27.7,72.3
E00045012,0,34.3,65.7
E00045013,3.8,28.8,67.4
E00045014,5.4,27.9,66.7
E00045015,9.6,33,57.4
E00045016,0.9,15.5,83.6
E00045017,1.6,35.5,62.9
E00045018,3.8,28.8,67.4
E00045019,0.9,26.8,72.3
E00045020,2.6,21.4,76.1
E00045021,1.8,19.8,78.4
E00045022,1.4,38.8,59.9
E00045023,3,36,61
E00045024,4.2,24.2,71.7
E00045025,0.9,19.4,79.6
E00045026,2.4,28.8,68.8
E00045027,2.6,33.3,64
E00045028,4.2,29.7,66.1
E00045029,0,28.1,71.9
E00045030,6,29.9,64.2
E00045031,5.9,16.9,77.1
E00045032,4.1,13.7,82.2
E00045033,6.3,44.1,49.5
E00045034,5.1,43.6,51.3
E00045035,2.3,11.5,86.2
E00045036,5,24.3,70.7
E00045037,4.2,14.7,81.1
E00045038,4.3,17.7,78
E00045039,3,13.4,83.6
E00045040,4,44.4,51.6
E00045041,4,14.8,81.3
E00045042,2.3,23.7,74
E00045043,0.7,39.4,59.9
E00045044,3.2,33.3,63.5
E00045045,4.8,13.9,81.3
E00045046,0,32.8,67.2
E00045047,1.8,33.6,64.5
E00045048,3.7,32.6,63.7
E00045049,5.6,22.2,72.2
E00045050,3.4,32.5,64.1
E00045051,5.1,22.1,72.8
E00045052,1.6,41.1,57.3
E00045053,0.9,36,63.1
E00045054,4,29.8,66.1
E00045055,0,40.9,59.1
E00045056,10.2,25.4,64.4
E00045057,5.6,19,75.4
E00045058,1.7,42.5,55.8
E00045059,2.2,27.6,70.1
E00045060,4.8,49.2,46
E00045061,0.8,37.7,61.5
E00045062,1.7,33.6,64.7
E00045063,3.5,26.2,70.2
E00045064,4.5,22.7,72.7
E00045065,3.8,19.4,76.9
E00045066,2.4,36.6,61
E00045067,3.3,25.8,70.9
E00045068,0,18.6,81.4
E00045070,3.9,44.2,51.9
E00045071,8.3,28.8,62.9
E00045072,1.5,23.4,75.2
E00045073,3,15.1,81.9
E00045074,3.6,16.2,80.2
E00045075,1.9,27.1,71
E00045076,0.8,29.9,69.3
E00104572,1.3,23.2,75.5
E00170015,0.9,23.4,75.7
E00170016,4.9,10.8,84.3
E00170029,2.4,9.8,87.8
E00170220,4.9,23.6,71.5
E00170225,3.3,23.1,73.6
E00170231,4.8,19.2,76
E00182866,6,8.7,85.2
E00182873,2.5,17.2,80.3
E00182891,2.9,4.4,92.6
E00182901,2,31.3,66.7
E00182902,1.7,21.7,76.7
E00182903,0,23,77
E00182922,2,21.8,76.1
E00183244,1.6,16.9,81.5
E00183300,4.1,11.7,84.2
E00183303,6.8,28.4,64.9
E00189931,7.4,5.9,86.7
E00189935,3.8,11.3,85
E00189979,0.7,10.3,89
