areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00045374,47.4,32.6,0.7,19.3
E00045375,26.3,33.6,24.1,16.1
E00045376,24.6,32.1,25.4,17.9
E00045377,46.2,39.2,0,14.6
E00045378,27.1,18,33.1,21.8
E00045379,31.3,29.7,21.1,18
E00045380,24.2,26.7,30.8,18.3
E00045413,3.2,2.2,86,8.6
E00045414,31.4,42.2,17.6,8.8
E00045415,19.4,48.8,2.3,29.5
E00045421,33.1,40.7,10.3,15.9
E00045459,28.7,34.6,23.5,13.2
E00045460,34.9,32.9,12.1,20.1
E00045461,33.6,34.5,19,12.9
E00045462,21.2,44.7,18.2,15.9
E00045463,28.6,34.1,21.4,15.9
E00045465,35.8,43.2,13.7,7.4
E00045466,39,46,3,12
E00045467,30.7,33.3,17.5,18.4
E00045468,31.9,45.7,3.4,19
E00045469,14.8,21.9,6.5,56.8
E00045470,26.6,33.6,0.7,39.2
E00045520,39,40.7,0.8,19.5
E00045521,35.5,28.1,25.6,10.7
E00045583,7.5,6.1,72.1,14.3
E00045585,38.2,32.1,5.3,24.4
E00045586,17.1,23.7,17.1,42.1
E00045587,36.8,32.5,3.4,27.4
E00045588,17.4,17.4,12.8,52.3
E00045589,39.3,32.6,3,25.2
E00045590,35.8,18.9,0.6,44.7
E00045593,17.2,12.1,24.1,46.6
E00045594,11.1,9.4,39.2,40.4
E00045607,12,7.7,29.1,51.3
E00045609,43,30.9,1.3,24.8
E00045610,15.1,21.7,16.9,46.4
E00045611,13.4,10.7,45.5,30.4
E00045612,19.7,29.3,2.5,48.4
E00045614,52.8,34.7,0,12.5
E00045618,6.2,13.6,56.8,23.5
E00045620,29.1,32.9,25.3,12.7
E00045623,5.6,17.5,41.2,35.6
E00045624,41.4,29.3,0,29.3
E00045625,8.8,7.5,74.8,8.8
E00045630,16.3,19,56.9,7.8
E00045631,6,5.2,79.3,9.5
E00045632,11.8,16.8,32.8,38.7
