areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00080976,26.3,38.1,4,28.7,2.8
E00080978,18.4,50.5,2.8,23.6,4.7
E00080981,25.2,34.9,8.6,24.5,6.8
E00080983,25.1,40.3,4.6,25.4,4.6
E00080989,23.5,50,2.7,20.1,3.7
E00080991,22.7,41.1,6.3,24.6,5.3
E00080996,26,41.3,4.8,24.9,3
E00080998,24.9,45.8,3.6,22.9,2.8
E00081000,28.8,40.3,4.2,21.6,5.1
E00081001,31.3,43.3,3.7,19.4,2.3
E00081003,17.5,40.9,5.6,31.3,4.7
E00081004,32.7,43.3,8,12.7,3.3
E00081005,26.6,45.2,6.9,20.7,0.7
E00081006,31.3,42.3,1.9,22.1,2.4
E00081007,22.9,47.1,5.8,20,4.2
E00081017,31,40.4,6.9,18.8,2.9
E00081019,26.7,35,3.4,30.1,4.9
E00081020,35.8,42.8,3.5,15.9,2
E00081038,14.4,48.7,5.9,28.5,2.6
E00081039,17.5,47.4,4.7,27.7,2.6
E00081040,17.1,45.9,5.4,27.6,3.9
E00081041,16,50,5.1,26.3,2.6
E00081042,17.3,45.4,1.8,31,4.4
E00081043,29.1,43,6.6,17.1,4.3
E00081044,12.4,50.7,8.1,26.1,2.7
E00081046,23.4,48.7,4.4,22.3,1.1
E00081047,22.4,45.7,3.1,26.8,2
E00081048,28.1,46.3,4.5,17.4,3.7
E00081049,17.6,46.7,5.3,27.3,3.1
E00081050,24.2,40.7,6.2,25.8,3.1
E00081051,16.1,42.8,5,34.4,1.7
E00081052,14.9,50.1,6.6,24.5,3.9
E00081053,28.1,41.1,8.2,19.2,3.4
E00081054,25.3,43.9,4.5,23.5,2.7
E00081055,20.4,43.4,5.1,29.8,1.3
E00081056,35.8,48.6,3.1,9.3,3.1
E00081057,25.6,39.7,3.8,27.8,3
E00081058,27.8,49.6,4.1,15.9,2.6
E00081059,22.3,44.6,5.6,23.2,4.3
E00081060,20.4,53.2,5.9,18.2,2.2
E00081061,18.1,46.7,7.4,22.6,5.2
E00081062,20,45.6,4.2,27,3.3
E00081063,13.5,50.6,5.6,26.4,3.9
E00081065,20.9,47,7,22.3,2.8
E00081066,18.1,58.3,5.1,13.9,4.6
E00081067,16.9,50,7.7,23.1,2.3
E00081068,22.8,49.3,4.8,21,2.2
E00081069,19.7,40.5,6.6,28.5,4.7
E00081071,21.1,48.8,2,25.6,2.4
E00081072,19,49.6,5.2,22.4,3.9
E00081073,27.3,49.5,5.5,13.5,4.4
E00081074,18.1,46.7,6.3,24.8,4.1
E00081075,25.4,41.3,6.7,22.2,4.4
E00081076,32.4,37.1,4.7,23.5,2.3
E00081077,22.2,48.2,7.8,18.7,3.1
E00081078,17.8,48.3,4.1,26.4,3.3
E00081079,16.8,54.4,7.6,20,1.2
E00081080,20,49.6,6.5,22.7,1.2
E00081081,17.5,41.9,5.3,31.7,3.6
E00081082,23.6,43.9,3.6,25.2,3.6
E00081083,13.6,50,6.2,28.2,2.1
E00081084,19.8,44,4.8,27.4,4
E00081085,18.5,49.2,5.2,23.8,3.2
E00081086,19.6,43.2,6,29.2,2
E00081087,20.8,47.2,4.3,23.8,3.9
E00081088,22.5,47.6,5.5,18.9,5.5
E00081089,23.6,44,2.7,25.3,4.4
E00081090,19.3,43.8,4.5,29,3.3
E00081091,21.5,45.9,3.7,25.2,3.7
E00081092,18.1,47.1,5.1,28,1.7
E00081093,18.9,54.2,4.4,18.5,4
E00081094,22.6,45.2,6.9,22.2,3.1
E00081095,18.2,47.5,5,26.1,3.2
E00081096,21.6,47.8,8.2,19.9,2.4
E00081097,33.8,29.8,4,26.2,6.2
E00081098,20.1,47.2,4.3,26,2.4
E00081099,20.3,53.8,4.5,19,2.4
E00081100,21.2,42.1,4.4,27.2,5.1
E00081101,21.1,41.4,5.5,29.7,2.3
E00081102,20.4,47.1,4.4,26.2,1.8
E00081103,17,38.3,9,32,3.7
E00081104,20.7,43.2,7.5,24.5,4.1
E00081105,22,46.6,6.1,23.9,1.5
E00081106,21.9,42.3,4.5,26.4,4.9
E00081107,25.3,37.8,6,25.3,5.6
E00081108,18.1,48.7,4.5,26.4,2.3
E00081109,22.4,40.7,7.1,26.1,3.7
E00081110,17.8,48.8,3.5,27.1,2.7
E00081111,18.6,41.3,5.9,30.5,3.7
E00081112,16.1,41.4,4.9,35.8,1.8
E00081113,19.7,40.5,8.8,28.9,2.1
E00081114,24.9,38.9,5.4,26.5,4.3
E00081115,21.2,42.4,6.4,26.1,3.8
E00081116,18.1,46.8,3.4,29.1,2.5
E00081117,17.2,46.9,3.5,28.9,3.5
E00081118,21.9,45.5,6,25.4,1.3
E00081119,17.6,43.8,4.7,29.6,4.3
