areacd,sex-001,sex-002
E00080976,52.3,47.7
E00080978,50.3,49.7
E00080981,47.6,52.4
E00080983,50.2,49.8
E00080989,52.7,47.3
E00080991,51.2,48.8
E00080996,54,46
E00080998,48.7,51.3
E00081000,50.6,49.4
E00081001,53.5,46.5
E00081003,52.6,47.4
E00081004,55.7,44.3
E00081005,54.1,45.9
E00081006,52,48
E00081007,48.7,51.3
E00081017,49.5,50.5
E00081019,47.3,52.7
E00081020,47.7,52.3
E00081038,50.7,49.3
E00081039,49,51
E00081040,51.1,48.9
E00081041,49.5,50.5
E00081042,50.1,49.9
E00081043,51.6,48.4
E00081044,49.5,50.5
E00081046,53,47
E00081047,50.6,49.4
E00081048,54.5,45.5
E00081049,50.3,49.7
E00081050,51.1,48.9
E00081051,50.6,49.4
E00081052,53.6,46.4
E00081053,52.7,47.3
E00081054,51.8,48.2
E00081055,52.6,47.4
E00081056,56.8,43.2
E00081057,51.4,48.6
E00081058,52.8,47.2
E00081059,49.2,50.8
E00081060,48.9,51.1
E00081061,50,50
E00081062,52.2,47.8
E00081063,53.6,46.4
E00081065,57.5,42.5
E00081066,54.5,45.5
E00081067,53.5,46.5
E00081068,50.5,49.5
E00081069,49.6,50.4
E00081071,47.5,52.5
E00081072,52.8,47.2
E00081073,50.7,49.3
E00081074,50.9,49.1
E00081075,49.2,50.8
E00081076,48.1,51.9
E00081077,48.6,51.4
E00081078,48.9,51.1
E00081079,49.4,50.6
E00081080,51.4,48.6
E00081081,48.3,51.7
E00081082,48.1,51.9
E00081083,51.6,48.4
E00081084,44,56
E00081085,48.8,51.2
E00081086,50.8,49.2
E00081087,45.7,54.3
E00081088,51.3,48.7
E00081089,52.9,47.1
E00081090,48.6,51.4
E00081091,47.6,52.4
E00081092,49.2,50.8
E00081093,52.9,47.1
E00081094,48.8,51.2
E00081095,55.3,44.7
E00081096,50.7,49.3
E00081097,47.8,52.2
E00081098,47.3,52.7
E00081099,51.4,48.6
E00081100,51.2,48.8
E00081101,53,47
E00081102,50.3,49.7
E00081103,52,48
E00081104,54.2,45.8
E00081105,50.6,49.4
E00081106,52.3,47.7
E00081107,49.9,50.1
E00081108,52.3,47.7
E00081109,49.4,50.6
E00081110,50.9,49.1
E00081111,52.3,47.7
E00081112,47.2,52.8
E00081113,50.6,49.4
E00081114,52.4,47.6
E00081115,51.6,48.4
E00081116,51.1,48.9
E00081117,47.6,52.4
E00081118,49.9,50.1
E00081119,50.8,49.2
E00081120,49.5,50.5
E00081121,50.3,49.7
E00081122,51.9,48.1
E00081123,52.3,47.7
E00081124,50.4,49.6
E00081125,56.8,43.2
E00081126,49.4,50.6
E00081127,48.2,51.8
E00081128,47.1,52.9
E00081129,54.7,45.3
E00081130,53,47
E00081131,54.3,45.7
E00081132,48.7,51.3
E00081133,54.1,45.9
E00081134,50.8,49.2
E00081135,51.8,48.2
E00081136,50,50
E00081137,52.8,47.2
E00081138,51.4,48.6
E00081139,54.3,45.7
E00081140,53.6,46.4
E00081141,51.5,48.5
E00081142,51.6,48.4
E00081143,50.3,49.7
E00081144,50.8,49.2
E00081145,51.3,48.7
E00081146,51.3,48.7
E00081147,55.6,44.4
E00081148,49.1,50.9
E00081149,50.7,49.3
E00081150,50.7,49.3
E00081151,51.3,48.7
E00081152,51.5,48.5
