areacd,in_full_time_education-001,in_full_time_education-002
E02001678,19.1,80.9
E02001679,20.8,79.2
E02001680,21.3,78.7
E02001681,18.8,81.2
E02001827,21.2,78.8
E02001828,18.9,81.1
E02001829,22.3,77.7
E02001830,18,82
E02001831,21.3,78.7
E02001832,17.6,82.4
E02001833,19.4,80.6
E02001834,25,75
E02001835,18.6,81.4
E02001836,18.8,81.2
E02001837,26.7,73.3
E02001838,16.5,83.5
E02001839,19.7,80.3
E02001840,26.1,73.9
E02001841,17.3,82.7
E02001842,21.4,78.6
E02001843,19.7,80.3
E02001844,15.2,84.8
E02001845,21.9,78.1
E02001846,23.2,76.8
E02001847,18.1,81.9
E02001848,30,70
E02001849,25.7,74.3
E02001850,26.4,73.6
E02001851,21,79
E02001852,22.3,77.7
E02001855,22.5,77.5
E02001856,25.8,74.2
E02001857,22.4,77.6
E02001858,29.6,70.4
E02001859,31.2,68.8
E02001860,30,70
E02001861,31.1,68.9
E02001862,28.8,71.2
E02001863,32.5,67.5
E02001865,30.6,69.4
E02001866,29.8,70.2
E02001867,34.9,65.1
E02001868,31.5,68.5
E02001869,37.9,62.1
E02001870,34.2,65.8
E02001871,23,77
E02001872,23.1,76.9
E02001873,31.7,68.3
E02001874,34.6,65.4
E02001875,33.2,66.8
E02001876,64.4,35.6
E02001877,35.9,64.1
E02001878,35.2,64.8
E02001879,29.2,70.8
E02001880,30.8,69.2
E02001881,35.4,64.6
E02002000,19.4,80.6
E02002001,18.2,81.8
E02002002,14.1,85.9
E02002003,16.8,83.2
E02002004,20.2,79.8
E02002005,26.9,73.1
E02002006,18.7,81.3
E02002007,15.7,84.3
E02002008,18.1,81.9
E02002009,26.4,73.6
E02002010,21.3,78.7
E02002011,15.9,84.1
E02002012,20,80
E02002013,16,84
E02002014,24.7,75.3
E02002015,17.7,82.3
E02002016,22.1,77.9
E02002017,19.8,80.2
E02002018,17.3,82.7
E02002019,22.1,77.9
E02002020,15.7,84.3
E02002043,23,77
E02002044,24.2,75.8
E02002045,21.8,78.2
E02002046,27.5,72.5
E02002047,18.3,81.7
E02002048,17.5,82.5
E02002049,19.9,80.1
E02002051,26.9,73.1
E02002052,24.1,75.9
E02002053,22.3,77.7
E02002054,21.3,78.7
E02002055,24.2,75.8
E02002056,24.6,75.4
E02002057,23.1,76.9
E02002058,23.2,76.8
E02002059,22.3,77.7
E02002060,27.7,72.3
E02002061,27.2,72.8
E02002062,24.1,75.9
E02002063,23.8,76.2
E02002064,23.1,76.9
E02002065,30.3,69.7
E02002066,26.7,73.3
E02002067,20.8,79.2
E02002069,21.7,78.3
E02002070,28.7,71.3
E02002071,21.4,78.6
E02002072,21.1,78.9
E02002073,26.3,73.7
E02002081,16,84
E02002082,24.8,75.2
E02002083,16.5,83.5
E02002084,22.8,77.2
E02002085,23.6,76.4
E02002110,19.9,80.1
E02002111,20,80
E02002112,18.1,81.9
E02002113,19.1,80.9
E02002114,15.3,84.7
E02002115,19.2,80.8
E02002116,15.7,84.3
E02002117,17.1,82.9
E02002118,21.9,78.1
E02002119,18.1,81.9
E02002120,19.9,80.1
E02002121,24.1,75.9
E02002122,30.3,69.7
E02002123,19.2,80.8
E02002124,15.7,84.3
E02002125,19.9,80.1
E02002126,22.7,77.3
E02002127,28.8,71.2
E02002128,17.2,82.8
E02002129,17.4,82.6
E02002130,25.6,74.4
E02002131,17.1,82.9
E02002132,24.3,75.7
E02002133,18,82
E02002134,23.3,76.7
E02002135,27.3,72.7
E02002136,22.4,77.6
E02002137,17.1,82.9
E02002138,23.8,76.2
E02002139,26.4,73.6
E02002140,27.4,72.6
E02002141,17.6,82.4
E02002142,28.8,71.2
E02002143,31.3,68.7
E02002144,19.4,80.6
E02002145,26.6,73.4
E02002146,27.3,72.7
E02002147,24.3,75.7
E02002148,19.1,80.9
E02002149,20,80
E02002150,22.1,77.9
E02002151,21,79
E02002152,27.1,72.9
E02002153,17.6,82.4
E02002154,23.2,76.8
E02002155,32,68
E02002156,20.4,79.6
E02002157,19.4,80.6
E02002158,17.4,82.6
E02002159,29.7,70.3
E02002160,20.1,79.9
E02002161,28.1,71.9
E02002162,17.1,82.9
E02002163,24.8,75.2
E02002164,34.5,65.5
E02002165,19.2,80.8
E02002166,25.1,74.9
E02002167,17.2,82.8
E02002168,30.4,69.6
E02002169,18.4,81.6
E02002170,21.9,78.1
E02002171,21.8,78.2
E02002174,18.5,81.5
E02002175,23.4,76.6
E02002176,19.7,80.3
E02002177,23.3,76.7
E02002178,18.6,81.4
E02002179,19.5,80.5
E02002180,20.9,79.1
E02002181,23.4,76.6
E02002182,20.6,79.4
E02002586,21.4,78.6
E02002587,20.1,79.9
E02002588,19.9,80.1
E02002589,14.7,85.3
E02002796,19.1,80.9
E02002797,16.4,83.6
E02002798,17,83
E02002799,24.3,75.7
E02002800,21.4,78.6
E02002801,18.5,81.5
E02002802,23.2,76.8
E02002803,38.3,61.7
E02002804,22.6,77.4
E02002806,33.5,66.5
E02002807,19,81
E02002808,26.9,73.1
E02002810,17.2,82.8
E02002811,26.2,73.8
E02002812,19.9,80.1
E02002813,26.4,73.6
E02002814,15.8,84.2
E02002815,30,70
E02002816,23.6,76.4
E02002817,19.3,80.7
E02002818,28,72
E02002819,17.6,82.4
E02002820,21.1,78.9
E02002821,27.1,72.9
E02002822,20.4,79.6
E02002823,18.5,81.5
E02002824,24.2,75.8
E02002825,20.4,79.6
E02002826,21.2,78.8
E02002928,23.4,76.6
E02002929,25.8,74.2
E02002930,24.1,75.9
E02002931,18.3,81.7
E02002932,22.4,77.6
E02002933,16.6,83.4
E02002934,19,81
E02002935,16.7,83.3
E02002936,23.6,76.4
E02002937,15.4,84.6
E02002938,22.2,77.8
E02002939,16.1,83.9
E02002940,15.6,84.4
E02002941,17.2,82.8
E02002942,23.1,76.9
E02002944,21.8,78.2
E02002945,21.3,78.7
E02002946,15.7,84.3
E02002947,24,76
E02002948,27.8,72.2
E02002949,14.3,85.7
E02002950,22.5,77.5
E02002951,18.2,81.8
E02002952,21.5,78.5
E02002953,19.9,80.1
E02002954,20.1,79.9
E02002955,23.8,76.2
E02002956,22.2,77.8
E02002957,16.9,83.1
E02002958,20.4,79.6
E02002959,22.9,77.1
E02002960,17.1,82.9
E02002961,23.8,76.2
E02002962,23.3,76.7
E02002963,18.3,81.7
E02002964,17.7,82.3
E02002965,31,69
E02002966,37.5,62.5
E02002967,26.3,73.7
E02002968,21.2,78.8
E02002969,23.5,76.5
E02002970,19.4,80.6
E02002973,22.4,77.6
E02002974,17.2,82.8
E02002975,15.5,84.5
E02002976,21.4,78.6
E02002977,16.3,83.7
E02002978,23.2,76.8
E02002979,26.2,73.8
E02002980,17.2,82.8
E02002981,25.2,74.8
E02002982,24.7,75.3
E02002983,17.4,82.6
E02002984,15.7,84.3
E02003800,17.9,82.1
E02003809,16.5,83.5
E02003810,17.9,82.1
E02003811,17.5,82.5
E02003812,18.3,81.7
E02003813,13.6,86.4
E02003814,19.3,80.7
E02003815,19.4,80.6
E02003816,14.9,85.1
E02003817,16.2,83.8
E02003818,14.1,85.9
E02003819,14.8,85.2
E02003820,19,81
E02003821,14.2,85.8
E02003822,14.4,85.6
E02003823,16.9,83.1
E02003824,19.2,80.8
E02003825,18.3,81.7
E02003826,20.8,79.2
E02003827,19.2,80.8
E02003828,21.3,78.7
E02003829,12,88
E02003830,19.1,80.9
E02003831,16.3,83.7
E02003832,16.5,83.5
E02003833,19,81
E02003834,18.7,81.3
E02003835,14.7,85.3
E02003836,13.4,86.6
E02003838,16.6,83.4
E02003839,14.1,85.9
E02003840,15.8,84.2
E02003858,17.4,82.6
E02003859,16,84
E02003860,21.5,78.5
E02003861,18.9,81.1
E02003862,16.1,83.9
E02003863,18.8,81.2
E02003864,14.9,85.1
E02003865,16.7,83.3
E02003866,18.2,81.8
E02003867,20,80
E02003868,16.6,83.4
E02003869,15.9,84.1
E02003870,13.6,86.4
E02003871,17.6,82.4
E02003872,15.3,84.7
E02003873,18.4,81.6
E02003874,17.5,82.5
E02003875,14.1,85.9
E02003876,18.1,81.9
E02003877,15.1,84.9
E02003878,15.6,84.4
E02003879,17.1,82.9
E02003880,17.7,82.3
E02003881,17.1,82.9
E02003882,18.5,81.5
E02003883,19.3,80.7
E02003884,17,83
E02003885,17.2,82.8
