areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E02001678,63.5,25.5,10.4,0.5,0
E02001679,29.4,33.9,32.4,4.1,0.2
E02001680,21.6,29.6,44.1,4.4,0.3
E02001681,54.4,29,15.5,1,0.1
E02001827,46.7,32.9,18.6,1.6,0.2
E02001828,41.8,37.3,19.3,1.5,0.2
E02001829,56,31.1,11.7,1.1,0.2
E02001830,59,25.8,13.7,1.4,0.2
E02001831,33,32.8,29.6,4.1,0.5
E02001832,47.1,31.1,19.8,1.7,0.1
E02001833,46.7,33,17.9,2.2,0.3
E02001834,30,36.8,27.5,5.1,0.7
E02001835,39.5,35.7,23,1.7,0.1
E02001836,54.8,28,15.5,1.4,0.3
E02001837,27,30.2,34.2,7.4,1.3
E02001838,55.4,30.8,12.8,0.9,0.1
E02001839,29.5,38,28.5,3.5,0.5
E02001840,23.4,31.1,37.5,6.9,1.1
E02001841,61.8,28.7,8.2,1.1,0.2
E02001842,41.8,33.9,19.5,4,0.8
E02001843,32.7,39.7,22.7,4.4,0.5
E02001844,33.9,36,27.6,2.1,0.5
E02001845,35.1,38.4,23.7,2.6,0.3
E02001846,28.2,31.2,34.1,5.2,1.3
E02001847,46.9,35.3,15.6,2,0.3
E02001848,25.6,31.6,31.9,8.7,2.2
E02001849,19.6,29.1,42.2,7.9,1.2
E02001850,34.6,31,25.2,7.7,1.5
E02001851,31.2,37.4,26.9,3.8,0.7
E02001852,30.3,29,33.2,5.8,1.6
E02001855,23.9,37,34.2,4.3,0.7
E02001856,22.4,34.2,33,8.5,1.9
E02001857,21.3,28.8,41,7,1.9
E02001858,22.7,22.6,43.5,9,2.2
E02001859,19.9,27.1,33,13.4,6.6
E02001860,22.1,28.3,33.8,11.5,4.3
E02001861,19.5,20.1,42.6,13.5,4.3
E02001862,19.9,28.5,36.4,11.7,3.5
E02001863,15.5,22,40.2,15.1,7.1
E02001865,22.4,24.7,32.8,14.7,5.5
E02001866,16.2,20.6,42.1,14.7,6.4
E02001867,14.3,20.1,42.3,16.8,6.6
E02001868,32.7,30.1,23.5,9.6,4.1
E02001869,12.3,21.8,44.8,16.3,4.7
