areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E02001678,51.5,34.3,5.8,8.4
E02001679,26.3,22.9,38.7,12.2
E02001680,17,15.1,56.6,11.4
E02001681,45.7,35.2,10.9,8.2
E02001827,42.6,34.7,12.5,10.3
E02001828,44.6,31.9,10.2,13.3
E02001829,44.5,42,3.1,10.5
E02001830,48.3,34.4,3.8,13.5
E02001831,28.5,32,26.1,13.5
E02001832,43.7,34.9,8.5,13
E02001833,43.5,40.5,7.1,8.9
E02001834,29.4,32.1,20,18.5
E02001835,37.5,35.4,4.5,22.5
E02001836,45.6,36.4,6.3,11.7
E02001837,20.6,27.2,32.7,19.4
E02001838,48.7,39.2,1.7,10.4
E02001839,32.7,33.9,13.4,19.9
E02001840,17.7,27.7,38.4,16.2
E02001841,54.2,35.7,1.6,8.6
E02001842,37.4,39.2,5.1,18.2
E02001843,41.1,33.7,2.4,22.8
E02001844,33.7,33.1,13.6,19.6
E02001845,33,39.9,5.1,22.1
E02001846,23.7,29.4,26.4,20.6
E02001847,43.8,36.5,6.8,12.9
E02001848,24.4,24.9,30.4,20.3
E02001849,18.1,20,31.1,30.7
E02001850,35.6,34.1,6.2,24
E02001851,24.3,33.5,26,16.2
E02001852,27.7,27.6,19.1,25.6
E02001855,18.1,17.3,55,9.6
E02001856,25.7,26,10.9,37.4
E02001857,19,21.4,25.6,34.1
E02001858,23,17.7,23.5,35.8
E02001859,28.9,22.7,18.6,29.9
E02001860,25.7,19.5,22.9,31.9
E02001861,22.4,15.3,38.6,23.8
E02001862,24.8,19.8,28.7,26.7
E02001863,23.5,17.9,32.7,25.9
E02001865,27.2,16.4,28,28.4
E02001866,20.5,15.3,44.5,19.7
E02001867,17.7,18.9,48.2,15.2
E02001868,37.1,41.5,4.3,17.1
E02001869,11.1,8.5,69.2,11.2
E02001870,28.4,32.9,13,25.7
E02001871,23.8,25.1,38.3,12.8
E02001872,22.2,28.5,35.5,13.8
E02001873,17.7,13.6,36.7,32
E02001874,25.3,22,32.2,20.5
E02001875,10.4,13.1,49.2,27.3
E02001876,6.1,7.3,50.5,36
E02001877,26.8,19.2,30.7,23.3
E02001878,24.8,15.3,35.6,24.3
E02001879,21,17.1,33.4,28.5
E02001880,18.4,25.7,35.8,20.2
E02001881,24.9,27.2,26.9,20.9
E02002000,30.3,24.8,33.3,11.6
E02002001,35.1,29.4,22.3,13.2
E02002002,57.1,29.3,7.3,6.3
E02002003,42.6,29.3,15.8,12.3
E02002004,30.6,27.9,30.3,11.2
E02002005,22.3,25.5,40.4,11.8
E02002006,29.2,28.1,31.2,11.6
E02002007,45.8,29.2,15.5,9.6
E02002008,43.1,41,3.1,12.8
E02002009,21.8,23,35.6,19.6
E02002010,22.1,18.2,29.8,30
E02002011,52.1,33.4,4.1,10.4
E02002012,24.7,20,41.7,13.6
E02002013,53.8,31.8,7.4,7
E02002014,24.9,24.5,22.2,28.4
E02002015,36.8,36.1,13.3,13.8
E02002016,25.2,21.9,36.6,16.4
E02002017,32.9,24.8,21.8,20.5
E02002018,53.3,33.8,6.3,6.6
E02002019,32.7,25.4,28.4,13.5
E02002020,44.7,34.3,6.9,14.1
E02002043,29.1,28.7,27.1,15.1
E02002044,25,31.6,26.5,16.9
E02002045,32,28.8,27.3,11.8
E02002046,20.4,20.6,48.9,10.1
E02002047,30.8,21.5,29,18.7
E02002048,47.1,34.1,4.6,14.1
E02002049,33.4,26.4,26.9,13.3
E02002051,20.4,20.7,46.8,12.1
E02002052,23.4,24.8,34.3,17.5
E02002053,38.5,30.1,15.5,15.9
E02002054,41.2,32.8,10.7,15.3
E02002055,24,27.3,30.9,17.8
E02002056,19.5,22.4,44.7,13.4
E02002057,23,26.5,31.9,18.6
E02002058,21.2,31.1,27,20.6
E02002059,26.5,22.4,30.9,20.2
E02002060,24.5,23,35,17.5
E02002061,23.4,19.5,26.8,30.4
E02002062,17.2,18.1,44.2,20.5
E02002063,24.6,32.7,16.3,26.4
E02002064,29.7,30.4,24.5,15.4
E02002065,25.1,25.6,18.6,30.7
E02002066,24.9,23.6,22.1,29.5
E02002067,37,29.7,19.5,13.8
E02002069,26,24.8,33,16.3
E02002070,21.9,17.3,30.7,30.1
E02002071,29,26.5,32.4,12.1
E02002072,31.9,30.7,16.5,20.9
E02002073,28.5,26.2,31.3,14
E02002081,44.5,30.2,16.3,9.1
E02002082,23.6,23.6,38.4,14.5
E02002083,49.6,41.5,1.7,7.2
E02002084,24.5,26.2,39.4,10
E02002085,27.4,29.5,30.6,12.5
E02002110,32,37.4,18.1,12.6
E02002111,31.8,24.9,33.9,9.3
E02002112,43.4,31.4,16,9.2
E02002113,33.1,31.9,19.8,15.2
E02002114,45.2,28.2,13.9,12.8
E02002115,33.9,24.7,31,10.4
E02002116,46.8,33,10.8,9.4
E02002117,35.9,25.2,26.1,12.8
E02002118,26.9,23.1,35.2,14.9
E02002119,37.6,33.4,17.1,12
E02002120,42,35.3,13.4,9.3
E02002121,21.3,23.5,37.5,17.7
E02002122,17.8,26.8,37.9,17.5
E02002123,33.7,27.6,24.3,14.5
E02002124,39.1,26.7,20.8,13.4
E02002125,29.9,33.8,22.5,13.8
E02002126,18.3,15.6,49.7,16.5
E02002127,18.9,25.1,34.9,21
E02002128,41.3,25.1,21.2,12.3
E02002129,43.7,30.1,12.7,13.6
E02002130,23.4,22.4,35.3,18.9
E02002131,51.2,36.9,4.8,7.1
E02002132,28.8,23.2,36.5,11.6
E02002133,30.6,23.4,26.8,19.2
E02002134,24.7,26.7,26,22.6
E02002135,21.1,18.6,30,30.2
E02002136,23.7,25.1,24.2,27
E02002137,54.8,35.5,1.5,8.2
E02002138,39.2,32.8,5.1,22.9
E02002139,16.8,13.1,38.5,31.6
E02002140,26.1,19.9,25.2,28.8
E02002141,47.4,40.6,3.3,8.7
E02002142,23.6,21.6,34.6,20.2
E02002143,25.9,21.5,24.2,28.5
E02002144,53.2,35.6,3,8.2
E02002145,19.7,23.7,36,20.7
E02002146,30.7,31.8,19.9,17.5
E02002147,22.5,25.1,36,16.4
E02002148,44.4,40.3,4.1,11.2
E02002149,36.9,29.8,21.3,12.1
E02002150,30.7,33,21.4,15
E02002151,22.2,25.3,36.8,15.7
E02002152,22.7,23.8,43.1,10.4
E02002153,33.4,26.5,27.8,12.2
E02002154,23.2,40.7,19.8,16.3
E02002155,13.8,15,57.9,13.3
E02002156,35.1,32.6,17.9,14.4
E02002157,41.2,35.5,7.4,16
E02002158,38,26.3,24.2,11.5
E02002159,20.7,21.8,32.9,24.6
E02002160,37.7,30.9,13.9,17.4
E02002161,20.3,25.4,26.7,27.6
E02002162,46.8,30.1,9.8,13.2
E02002163,15.6,13.7,49.5,21.3
E02002164,14,8.6,41.7,35.6
E02002165,21.7,15.8,17.1,45.4
E02002166,24.3,19.7,40.1,16
E02002167,41,29.9,14.7,14.4
E02002168,16.5,13.5,28.7,41.4
E02002169,48.1,33.2,5.5,13.1
E02002170,34.8,25.3,24.7,15.1
E02002171,31,23.6,29.6,15.8
E02002174,39.7,35.4,7.3,17.6
E02002175,22.3,17.7,37.2,22.9
E02002176,32,29,27.7,11.3
E02002177,19.8,27.2,30.3,22.8
E02002178,48.2,29.4,2.5,19.9
E02002179,46,35.6,5.4,12.9
E02002180,40.4,27.5,18.4,13.7
E02002181,22.4,28.3,34.2,15.1
E02002182,34.8,28.2,24.4,12.6
E02002586,20.4,21.3,44.4,13.9
E02002587,27.5,24.8,34.5,13.2
E02002588,22.6,18.9,43.4,15.1
E02002589,54.6,36.4,1.6,7.4
E02002796,51.9,35.8,3.7,8.7
E02002797,58.8,29.8,1.7,9.7
E02002798,40.9,38.7,3.4,17
E02002799,25.1,34.9,24,16
E02002800,36,31.6,12.3,20.2
E02002801,39,34.7,14.3,11.9
E02002802,23.1,21.6,39.8,15.4
E02002803,13.7,17.6,33.3,35.4
E02002804,28.1,33.6,26.7,11.6
E02002806,15.6,15.2,23.2,46
E02002807,37.6,32.4,17.5,12.5
E02002808,10,12.1,25.9,52
E02002810,47.6,35.4,5.7,11.2
E02002811,20.1,18.8,18.5,42.7
E02002812,34.9,30.1,14.2,20.8
E02002813,19.2,15.4,29.1,36.2
E02002814,50.8,29.9,7.1,12.2
E02002815,27.4,23.8,11,37.8
