areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E02001678,96.5,1.8,0.9,0.8
E02001679,94.1,1.2,1.5,3.2
E02001680,90.6,2,1.6,5.8
E02001681,96.8,1.6,0.7,0.9
E02001827,94.6,2.8,1,1.5
E02001828,95.9,2.1,0.6,1.4
E02001829,94.7,2.5,1.1,1.7
E02001830,94.4,2.9,0.9,1.9
E02001831,94.1,2.2,1.1,2.5
E02001832,95.1,2.3,0.6,2.1
E02001833,93.5,3.8,0.9,1.9
E02001834,93.6,2.3,1.2,2.8
E02001835,94.1,2.4,0.8,2.8
E02001836,92.9,3.6,0.9,2.6
E02001837,88,4.4,1.8,5.9
E02001838,95.6,2.4,0.5,1.5
E02001839,92.3,3.2,1.3,3.2
E02001840,88.1,4.8,1.4,5.7
E02001841,93.4,4.1,0.5,2
E02001842,87.7,5.9,1.7,4.8
E02001843,91.6,3.8,1.1,3.4
E02001844,93.8,2.6,0.5,3.1
E02001845,90.2,4.1,1.6,4.2
E02001846,85.6,4.6,2.6,7.2
E02001847,95.1,1.9,1.2,1.8
E02001848,78.9,8.2,4.4,8.5
E02001849,82.2,4.3,4,9.5
E02001850,78,11.6,2.4,7.9
E02001851,91,3.7,1.6,3.6
E02001852,81.4,7.4,2.2,9.1
E02001855,95.8,1.4,0.9,1.9
E02001856,74.4,10.2,3,12.4
E02001857,76.8,8.6,2.1,12.6
E02001858,67.9,13.6,3.1,15.4
E02001859,52.2,27.8,5.3,14.7
E02001860,52.8,20.1,6.6,20.5
E02001861,58.7,21.7,3.9,15.7
E02001862,53.1,20.8,6.1,20
E02001863,49.6,27.5,6.2,16.7
E02001865,43.9,27.2,7.8,21.1
E02001866,50.3,27.8,5.1,16.8
E02001867,55.5,23.4,5.9,15.1
E02001868,68.2,23.1,2.8,5.9
E02001869,64.6,13.1,9.7,12.6
E02001870,60.5,24.6,4.4,10.4
E02001871,89.8,4.1,1.9,4.1
E02001872,94.1,2.1,1,2.8
E02001873,62,15.2,6,16.7
E02001874,49.8,30.3,4.9,14.9
E02001875,65.5,14.6,6.7,13.3
E02001876,60.3,11.1,6.6,22
E02001877,45.3,34.7,5.1,15
E02001878,49.5,27.5,6.2,16.8
E02001879,59,21.1,4.3,15.6
E02001880,83,8.8,3.4,4.9
E02001881,56.6,27.9,4.6,10.9
E02002000,95,2,0.8,2.1
E02002001,97.3,1.3,0.3,1.1
E02002002,98.2,1.1,0.1,0.6
E02002003,96.5,1.4,0.4,1.7
E02002004,96.2,1.4,0.7,1.7
E02002005,91.1,3.3,1.5,4
E02002006,97.5,1,0.4,1.2
E02002007,98.6,0.7,0.1,0.7
E02002008,94.3,3.2,0.5,2.1
E02002009,78.4,11.2,2.5,7.9
E02002010,81.2,6.8,1.5,10.5
E02002011,98.3,0.9,0.2,0.6
E02002012,91.4,3.4,1.1,4.1
E02002013,98.9,0.7,0.1,0.3
E02002014,82.4,9.3,1.6,6.7
E02002015,97.4,1.1,0.3,1.3
E02002016,93.5,2.3,0.8,3.4
E02002017,90.5,4.6,1.1,3.9
E02002018,98.7,0.7,0.2,0.4
E02002019,94.6,3.2,0.6,1.6
E02002020,99.1,0.4,0.1,0.4
E02002043,89.5,5.1,1.5,3.9
E02002044,82.9,9.3,2.1,5.7
E02002045,91.6,3.4,1.6,3.5
E02002046,91.5,2.6,2.1,3.8
E02002047,88.6,5.4,1.3,4.7
E02002048,88.4,7.3,1.1,3.2
E02002049,92.3,2.9,1,3.8
E02002051,91.2,2.6,1.6,4.6
E02002052,83.3,5.4,3.1,8.1
E02002053,86.1,6.3,1.7,6
E02002054,83.6,8.5,1.8,6.2
E02002055,76.8,8.9,3.1,11.2
E02002056,90,2.9,1.9,5.2
E02002057,82.1,7.7,1.9,8.3
