areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E02001678,97.5,2.3,0.2
E02001679,94.7,4.4,0.9
E02001680,91.8,5.9,2.3
E02001681,97.5,2.1,0.4
E02001827,95.8,3.6,0.6
E02001828,96.6,2.7,0.7
E02001829,95.9,3.5,0.6
E02001830,95.6,3.7,0.7
E02001831,95.1,4.2,0.7
E02001832,96.3,3,0.7
E02001833,95.3,3.7,1
E02001834,94.8,4.2,1
E02001835,95.4,3.8,0.8
E02001836,94.2,4.8,1.1
E02001837,90.1,7.3,2.5
E02001838,96.7,2.7,0.6
E02001839,93.3,5.2,1.4
E02001840,89.9,7.8,2.3
E02001841,95.3,3.9,0.8
E02001842,90.2,7.5,2.3
E02001843,92.9,5.3,1.8
E02001844,94.9,4,1.1
E02001845,91.8,6.8,1.5
E02001846,85.9,10.8,3.3
E02001847,96.1,3.5,0.4
E02001848,84.9,11.6,3.5
E02001849,84,12.6,3.3
E02001850,83.8,11.4,4.8
E02001851,91.9,6.3,1.8
E02001852,83.9,12.5,3.7
E02001855,96.4,2.8,0.8
E02001856,79.4,15.8,4.8
E02001857,82,13.7,4.2
E02001858,77.9,15.4,6.7
E02001859,72.6,16.8,10.5
E02001860,65.6,21.5,12.9
E02001861,75.2,15.3,9.6
E02001862,67.2,20.2,12.6
E02001863,70,16.9,13.1
E02001865,64.9,21.2,13.8
E02001866,72.1,15.2,12.7
E02001867,74.1,15.3,10.6
E02001868,83.6,11,5.3
E02001869,75.2,17,7.7
E02001870,77.9,14.5,7.6
E02001871,91.6,6.3,2.1
E02001872,95.1,4.2,0.7
E02001873,72.2,18.7,9.1
E02001874,73.8,15.2,11
E02001875,74.5,17.3,8.1
E02001876,78.2,17.1,4.7
E02001877,71.7,16.9,11.4
E02001878,71.2,17.3,11.5
E02001879,74.5,16.4,9.1
E02001880,87.7,9.2,3.1
E02001881,75.9,15,9.1
E02002000,95.5,3.3,1.2
E02002001,98.1,1.3,0.5
E02002002,98.7,1.1,0.3
E02002003,97.1,2.3,0.6
E02002004,96.9,2.4,0.7
E02002005,92.5,6.3,1.2
E02002006,98,1.3,0.7
E02002007,98.9,0.9,0.3
E02002008,95.8,3.4,0.8
E02002009,84.3,10.8,4.9
E02002010,84.4,11.4,4.2
E02002011,98.6,1,0.4
E02002012,92.6,6,1.4
E02002013,99.1,0.6,0.2
E02002014,87,9.1,4
E02002015,97.8,1.7,0.4
E02002016,94.5,4.1,1.4
E02002017,92,5.6,2.4
E02002018,99.1,0.7,0.2
E02002019,96.1,2.8,1.1
E02002020,99.2,0.6,0.2
E02002043,92.1,5.5,2.4
E02002044,87.2,9.7,3.1
E02002045,92.4,5.6,2
E02002046,92.4,5.8,1.8
E02002047,89.8,6.7,3.5
E02002048,91.1,6.7,2.2
E02002049,93.7,4.6,1.7
E02002051,92,6.1,1.8
E02002052,84.7,10.6,4.7
E02002053,88.6,8.2,3.3
E02002054,86.3,10.6,3.1
E02002055,78.7,14.8,6.5
E02002056,90.9,7,2.1
E02002057,85,10.3,4.7
E02002058,80.6,13.4,5.9
E02002059,72.6,19.4,8
E02002060,74.4,17.9,7.7
E02002061,66.8,20.7,12.4
E02002062,69.9,20.4,9.7
E02002063,81.7,13.2,5.1
E02002064,90.3,7.7,2.1
E02002065,60.4,24.1,15.5
E02002066,73.8,17.8,8.4
E02002067,93.8,4.9,1.3
E02002069,89.6,7.9,2.5
E02002070,68,21,11.1
E02002071,95.1,3.9,1
E02002072,86.2,9.6,4.2
E02002073,83.8,11.8,4.4
E02002081,97.3,2.1,0.6
E02002082,97,2.5,0.5
E02002083,98.2,1.4,0.4
E02002084,96.3,3.1,0.6
E02002085,96.1,3.3,0.6
E02002110,97.7,1.7,0.6
E02002111,97.2,2.4,0.5
E02002112,98.9,0.8,0.3
E02002113,97.4,2.1,0.4
E02002114,98.6,1.1,0.3
E02002115,96.2,2.6,1.2
E02002116,98.3,1.3,0.3
E02002117,97.6,1.8,0.6
E02002118,95.9,3.4,0.7
E02002119,95.9,3.4,0.7
E02002120,95.6,3.5,0.9
E02002121,94.6,4.2,1.1
E02002122,89.6,8.7,1.7
E02002123,94.4,4,1.7
E02002124,97.7,1.7,0.6
E02002125,96.6,2.9,0.5
E02002126,95.5,3.6,0.9
E02002127,82.8,12.7,4.6
E02002128,93.8,4.7,1.5
E02002129,94.5,3.9,1.7
E02002130,90.5,6.4,3.1
E02002131,97.5,1.9,0.7
E02002132,92.1,5.7,2.1
E02002133,86.8,9.8,3.4
E02002134,89.8,7.5,2.7
E02002135,78.2,14.7,7
E02002136,84.3,11.7,3.9
E02002137,95.9,3.1,0.9
E02002138,82.4,12.4,5.2
E02002139,77.5,14.6,7.9
E02002140,74,18.4,7.6
E02002141,95.4,3.8,0.7
E02002142,83.1,11.3,5.5
E02002143,69.7,19.2,11.1
E02002144,84.9,12.3,2.8
