areacd,heating_type_3a-001,heating_type_3a-002
E00052690,1.9,98.1
E00052691,1.6,98.4
E00052692,2.7,97.3
E00052693,0,100
E00052694,0,100
E00052695,0,100
E00052696,0,100
E00052697,1.2,98.8
E00052698,1.6,98.4
E00052699,1.4,98.6
E00052700,1.9,98.1
E00052701,2.9,97.1
E00052702,2.9,97.1
E00052703,0.8,99.2
E00052704,3,97
E00052706,4.3,95.7
E00052707,1,99
E00052709,1.3,98.7
E00052711,0,100
E00052712,1.7,98.3
E00052713,0,100
E00052714,0.8,99.2
E00052715,3.7,96.3
E00052716,0,100
E00052717,1.6,98.4
E00052718,0.7,99.3
E00052719,0.7,99.3
E00052720,3.5,96.5
E00052721,0,100
E00052722,4,96
E00052723,1.7,98.3
E00052724,1.6,98.4
E00052725,1.5,98.5
E00052873,4.1,95.9
E00052894,0.7,99.3
E00052901,1.3,98.8
E00052902,2.1,97.9
E00052904,0.8,99.2
E00052906,2.1,97.9
E00052911,3.2,96.8
E00052914,2.9,97.1
E00052915,6.3,93.7
E00052916,3.1,96.9
E00052918,0.9,99.1
E00052920,0,100
E00052921,0,100
E00052922,0.8,99.2
E00052923,0,100
E00052924,1.3,98.7
E00052925,0,100
E00052926,0,100
E00052929,2.4,97.6
E00052930,3.9,96.1
E00052931,0,100
E00052932,3.4,96.6
E00052933,2.9,97.1
E00052934,0,100
E00052935,0.7,99.3
E00052937,1.6,98.4
E00052938,3.2,96.8
E00052940,17,83
E00052941,0,100
E00052943,0,100
E00052944,0.8,99.2
E00052945,0,100
E00052946,0.8,99.2
E00052989,4,96
E00052990,0,100
E00052991,2.1,97.9
E00052992,2.3,97.7
E00052993,0,100
E00052994,1.6,98.4
E00052995,0.6,99.4
E00052996,0,100
E00052997,10.3,89.7
E00052998,0.8,99.2
E00052999,2.5,97.5
E00053000,0.9,99.1
E00053001,0.8,99.2
E00053002,2.3,97.7
E00053003,3.1,96.9
E00053004,1,99
E00053005,0.9,99.1
E00053006,2.5,97.5
E00053007,1.4,98.6
E00053008,0.8,99.2
E00053009,0.8,99.2
E00053010,0,100
E00053011,2.1,97.9
E00053012,2.8,97.2
E00053013,0.9,99.1
E00053014,1.6,98.4
E00053015,1.6,98.4
E00053016,0,100
E00053017,3.1,96.9
E00053018,0.8,99.2
E00053019,0,100
E00053020,3.5,96.5
