areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00052690,91.6,0.8,7.6
E00052691,89.9,0.7,9.4
E00052692,82.9,0.7,16.4
E00052693,97.1,1,1.9
E00052694,97,0.4,2.6
E00052695,94.3,0.4,5.2
E00052696,98,0.2,1.8
E00052697,93.3,3.6,3.1
E00052698,96.8,0,3.2
E00052699,89.4,0.5,10.1
E00052700,90.6,1.2,8.2
E00052701,93.4,1.6,4.9
E00052702,86.2,0.7,13
E00052703,91.4,1,7.5
E00052704,93.7,1.3,5
E00052706,92.4,0.3,7.3
E00052707,81.6,1.9,16.5
E00052709,89.9,1.2,8.9
E00052711,96,0,4
E00052712,96.3,0.8,2.9
E00052713,97.9,0.4,1.7
E00052714,96.5,1,2.6
E00052715,99.7,0,0.3
E00052716,94.2,0.4,5.4
E00052717,92.6,2.4,5.1
E00052718,97.4,0,2.6
E00052719,96.9,2.8,0.3
E00052720,88,0,12
E00052721,96.8,0,3.2
E00052722,96.6,0,3.4
E00052723,94.3,2.1,3.6
E00052724,97.9,0.4,1.8
E00052725,92.4,0.4,7.2
E00052873,63.3,2.1,34.5
E00052894,65.3,2.5,32.2
E00052901,80.2,2.7,17.1
E00052902,77.7,2.4,19.8
E00052904,75.5,1.7,22.8
E00052906,84.3,0.6,15.2
E00052911,52.1,3.7,44.1
E00052914,78.4,0.5,21.1
E00052915,41.4,3.3,55.2
E00052916,49.9,3.9,46.2
E00052918,90,0,10
E00052920,96.1,0.5,3.4
E00052921,89.9,0.3,9.8
E00052922,96.5,0.5,3.1
E00052923,91.5,2.7,5.7
E00052924,94,0.6,5.4
E00052925,96.8,0.9,2.3
E00052926,86.6,1.1,12.3
E00052929,89.5,1.2,9.3
E00052930,70.5,2.3,27.2
E00052931,91,2,7
E00052932,91.1,1.8,7.1
E00052933,81.3,0.3,18.5
E00052934,85.6,0.7,13.7
E00052935,84.7,1.2,14
E00052937,85.2,0.3,14.6
E00052938,81.8,0.7,17.5
E00052940,79.4,4.5,16
E00052941,81.9,0,18.1
E00052943,83.3,2.6,14.1
E00052944,72.2,1.4,26.4
E00052945,76.3,1.3,22.4
E00052946,80.9,1.2,17.9
E00052989,92.5,0.7,6.8
E00052990,88.2,2.5,9.3
E00052991,87.3,0.8,11.9
E00052992,94.4,0.8,4.8
E00052993,90,3.8,6.3
E00052994,95.6,0.3,4.1
E00052995,89.9,2.1,8
E00052996,86.1,1.8,12.2
E00052997,87.6,1.2,11.2
E00052998,92.3,0.6,7
E00052999,88.4,2.9,8.7
E00053000,88.9,1.5,9.6
E00053001,91.4,1.7,6.9
E00053002,96.7,0.4,2.9
E00053003,91.8,1.2,6.9
E00053004,87.5,4.5,8
E00053005,86,3.5,10.5
E00053006,91.8,1.7,6.4
E00053007,85.1,0.5,14.4
E00053008,87.9,1.3,10.8
E00053009,90.6,2.1,7.3
E00053010,86.2,0.8,13.1
E00053011,88.7,2.7,8.6
E00053012,92.7,0.7,6.6
E00053013,91.3,0.7,8
E00053014,91.7,1,7.3
E00053015,89.1,0.9,10
E00053016,92.8,0.5,6.8
E00053017,91.5,0.7,7.8
E00053018,87.4,2,10.7
E00053019,86,2.1,11.9
E00053020,88.9,4.5,6.6
E00053021,84.7,2.4,12.9
E00053022,76.7,0.5,22.8
E00053023,94.5,3.3,2.2
E00053024,86.9,2.4,10.7
E00053025,91,0.8,8.3
E00053026,92.2,0,7.8
E00053027,86.2,1.7,12.1
E00053028,84.9,3.9,11.3
E00053029,98.1,0,1.9
E00053030,90.4,0.7,8.9
E00053032,75.3,1.9,22.7
E00053033,86,1.8,12.3
E00053034,84.4,2.6,13
E00053051,81.5,6.9,11.6
E00053052,76.8,1.6,21.5
E00053053,75.9,1.3,22.8
E00053054,87.4,1.6,11.1
E00053055,84.1,1.8,14.1
E00053056,72,1.2,26.7
E00053057,67.6,1.7,30.7
E00053058,76.4,3.3,20.3
E00053059,66.7,1.8,31.4
E00053060,80.5,1.4,18.1
E00053061,79.5,3.7,16.8
E00053115,74.3,1.4,24.3
E00053116,75,3,22
E00053117,85,3.5,11.4
E00053118,67,1.6,31.4
E00053119,83,2.3,14.7
E00053120,79.3,3.4,17.2
E00053121,62.2,3.6,34.2
E00053122,71.4,5.8,22.8
E00053123,68.1,1.8,30.1
E00053124,43.3,3.4,53.3
E00053125,65.6,2,32.4
E00053126,61.3,3,35.6
E00053127,62.1,0.2,37.7
E00053128,65.9,0.9,33.2
E00053129,81,1.1,17.9
E00053130,69.7,2.1,28.2
E00053131,61.6,4.6,33.9
E00053132,73.2,4.2,22.6
E00053133,74.4,2,23.6
E00053134,72.3,4.1,23.7
E00053135,66.1,2.6,31.2
E00053136,76.8,0.9,22.4
E00053137,62.6,1.4,35.9
E00053138,70.4,5.1,24.5
E00053139,57.8,3.2,39
E00053140,70.1,2.7,27.2
E00053141,71.9,1.8,26.3
E00053142,60.3,3.2,36.5
E00053144,70.9,1.8,27.3
E00053145,57.1,3,39.9
E00053146,60,2.2,37.8
E00053147,59.7,1,39.3
E00053148,43.3,3.8,52.9
E00053149,53,4.7,42.3
E00053155,80.5,1.5,18
E00053156,81.7,2.1,16.2
E00053157,77.4,0.6,22
E00053158,80.8,2.1,17.1
E00053200,93.3,0.9,5.8
E00053201,94.3,0,5.7
E00053202,90.7,1.3,7.9
E00053203,89.6,1.2,9.2
E00053204,90.9,1,8.1
E00053205,84.9,0.9,14.2
E00053206,96.4,2,1.6
E00053207,93.8,2.3,3.9
E00053208,94.7,2.6,2.6
E00053209,93,1.8,5.2
E00053210,92.3,0.4,7.4
E00053211,86.9,0.7,12.4
E00053212,93.6,0.3,6.1
E00053213,94.4,0.8,4.8
E00053214,92.9,0.3,6.8
E00053215,95,1.5,3.5
E00053216,95.9,0.3,3.8
E00053217,90.8,1.6,7.6
E00053218,95.5,1.5,3
E00053219,90,0.6,9.4
E00053220,93.7,0.6,5.7
E00053221,86.4,0.3,13.3
E00053223,90.4,1.7,7.8
E00053224,94.9,1.1,4
E00053225,94,0,6
E00053226,92.9,0.8,6.3
E00053227,92.4,0.6,7
E00053228,96,1.7,2.3
E00053229,88.2,0,11.8
E00053230,87.3,0.3,12.3
E00053231,87.5,0.7,11.9
E00053232,86.7,2.6,10.7
E00053233,94.2,0.8,5
E00053234,90.6,0.6,8.8
E00053235,87.5,0,12.5
E00053236,90.4,2,7.5
E00053237,91.6,1.1,7.3
E00053238,89.7,0.8,9.5
E00053241,93.8,0.3,5.9
E00053242,93.9,1.4,4.7
E00053243,96.2,2.1,1.7
E00053244,96.4,2,1.7
E00053245,94.9,1.2,3.9
E00053246,93.1,3.2,3.7
E00053247,95.7,0.9,3.5
E00053248,96.8,1.4,1.9
E00053249,94.4,1.5,4.1
E00053250,91.2,3.7,5.1
E00053251,93.7,1.6,4.7
E00053252,95.2,0,4.8
E00053253,90.6,0,9.4
E00053254,92.4,0,7.6
E00053255,92.2,0,7.8
E00053256,98.5,0,1.5
E00053257,92.7,2.1,5.2
E00053258,93.8,0.3,5.9
E00053259,97.6,1,1.4
E00053260,95.8,0.8,3.3
E00053261,98.8,0.8,0.4
E00053263,92.2,0.3,7.5
E00146810,98.3,0,1.7
E00146811,86.2,2.1,11.6
E00146812,95.8,0.9,3.2
E00146814,97.8,2.2,0
E00146815,98.2,0.7,1.1
E00146820,98,0.3,1.7
E00146901,97.5,1.3,1.3
E00146902,99.2,0,0.8
E00146903,98.4,0.5,1.2
E00146904,97.1,1.3,1.7
E00146905,98.9,0.7,0.4
E00146909,97,1.7,1.3
E00146910,97,2.6,0.4
E00150889,97.8,0.4,1.9
E00150890,97.9,0,2.1
E00150891,98.6,0.3,1
E00150892,96.2,0,3.8
E00150893,98.7,0.4,0.8
E00150894,96.8,0.4,2.8
E00150895,97.1,0,2.9
E00150896,98.1,0.8,1.1
E00150897,99.2,0.4,0.4
E00150898,98.6,0.7,0.7
E00150899,94.6,2.7,2.7
E00150900,95.6,0.5,3.8
E00150901,97,1.5,1.5
E00150902,98.2,1.8,0
E00150903,97.3,0.4,2.3
E00150905,97.6,0.8,1.6
E00150906,97.2,1,1.8
E00150907,96.2,0.6,3.2
E00150908,97.5,0.4,2.1
E00150909,98.9,0,1.1
E00150910,97.9,1,1
E00150911,98.5,0,1.5
E00150912,97,0.7,2.2
E00150913,94.1,2.1,3.7
E00150914,99.6,0,0.4
E00150915,96.7,2.3,1
E00150916,99.6,0,0.4
E00150917,97.9,0.7,1.4
E00150918,97.3,0.5,2.3
E00150919,99.4,0.3,0.3
E00150920,99.3,0,0.7
E00150921,99.3,0,0.7
E00150922,98.2,0.5,1.3
E00150923,99.7,0,0.3
E00150924,98,0.4,1.6
E00150925,96.2,0.5,3.3
E00150926,97.7,1,1.3
E00150953,96.8,2,1.2
E00150954,98.2,0.7,1.1
E00150956,99.1,0.5,0.5
E00150957,97.5,0.9,1.5
E00150958,98.4,0,1.6
E00150959,96.1,0.9,3
E00150960,98.5,0.5,1
E00150961,98.4,0.8,0.8
E00150962,97.3,1.8,0.9
E00150963,98.8,0,1.2
E00150964,96.9,1.3,1.9
E00150965,95.4,3.9,0.7
E00150966,98.5,0.3,1.2
E00150967,93.7,0.4,5.9
E00150968,97.2,1.6,1.2
E00150969,97.9,0,2.1
E00150970,96.1,0.6,3.3
E00150971,98.5,0.3,1.2
E00150972,96.2,2.4,1.4
E00150973,98.4,0.3,1.3
E00150974,99.3,0,0.7
E00150975,98.8,0.3,0.9
E00150976,97.4,0.4,2.2
E00150977,99.1,0,0.9
E00150978,95.8,1,3.2
E00150979,99,0,1
E00151088,97.3,1.4,1.4
E00151090,97,0.7,2.3
E00151119,96.3,0,3.7
E00151129,97.7,0.3,2
E00151130,97.6,2.2,0.3
E00151132,98.1,0.6,1.3
E00151133,98.7,0,1.3
E00151134,100,0,0
E00151136,98.3,1,0.7
E00151137,98.3,0,1.7
E00151138,97.1,2.5,0.4
E00151140,96.1,0.4,3.4
E00151141,98.2,0,1.8
E00151142,98.6,0.3,1
E00151143,98.1,0.9,0.9
E00151144,98.7,0,1.3
E00151145,99.4,0,0.6
E00151146,97.4,0.4,2.2
E00151147,96.6,0.8,2.5
E00151148,96.9,0,3.1
E00151149,97.2,0.9,1.8
E00151150,99.3,0,0.7
E00151151,97,0,3
E00151152,100,0,0
E00151153,97.8,0.7,1.5
E00151154,98.2,0.4,1.4
E00151155,96.3,0,3.8
E00151156,98.5,0.6,0.9
E00151157,99.3,0,0.7
E00151158,97,0.4,2.6
E00151159,97.4,0,2.6
E00151160,95.2,0,4.8
E00151161,96,1.8,2.2
E00151162,97.6,0.9,1.5
E00151163,97.9,0,2.1
E00151164,97.8,0.7,1.4
E00151174,98.3,0.5,1.2
E00151175,98.8,0,1.2
E00167328,60.4,4.1,35.5
E00167329,71.8,3.2,25
E00167346,82.6,2.3,15.1
E00171615,92.1,1.4,6.4
E00171616,98.7,0,1.3
E00171617,96.4,0.3,3.3
E00180654,99,0.2,0.7
E00180704,98,1.3,0.7
E00180773,99.1,0,0.9
E00181849,92.3,1.7,6
E00181854,70.8,4.9,24.3
E00181859,81.2,3.3,15.5
E00181861,83.1,0.9,16
E00181864,76,1.6,22.5
E00181869,60.6,4.4,35
E00181870,87.2,0.3,12.5
E00181875,97.9,0.8,1.3
E00181881,82.2,0,17.8
E00181884,61,2.6,36.4
E00181886,90.7,0,9.3
E00181891,55.3,2.2,42.5
E00181897,85.8,3.9,10.3
E00181907,73.2,3.2,23.6
E00181913,70.8,3.7,25.6
E00181918,82.9,2.3,14.8
