areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00052690,8.9,18.8,64.4,7.9
E00052691,4.2,22.2,61.1,12.5
E00052692,9,18,64,9
E00052693,7.6,16.9,65.7,9.9
E00052694,8.7,21.2,62.5,7.7
E00052695,4.7,24.7,62.4,8.2
E00052696,6.1,28.8,59.5,5.5
E00052697,7.8,21.1,61.7,9.4
E00052698,11.5,26.9,56.4,5.1
E00052699,11.2,20.3,60.1,8.4
E00052700,6.9,24.1,63.4,5.5
E00052701,4.3,33.3,53.9,8.5
E00052702,6.1,13.2,72.8,7.9
E00052703,9.8,21.2,62.1,6.8
E00052704,7.5,23.3,64.4,4.8
E00052706,10.9,26.4,52.7,10.1
E00052707,8.1,18.1,65.7,8.1
E00052709,4.6,21.9,64.9,8.6
E00052711,7.4,12.1,72.5,8.1
E00052712,5.9,19.3,66.4,8.4
E00052713,7.3,16.3,68.3,8.1
E00052714,7.3,23,64.2,5.5
E00052715,6.4,18.1,67.3,8.2
E00052716,5.3,20.3,63.9,10.5
E00052717,9.3,17.1,63.6,10.1
E00052718,9.1,20.1,62.8,7.9
E00052719,8.4,16.1,61.5,14
E00052720,6.9,14.5,71.7,6.9
E00052721,9.7,16,66,8.3
E00052722,8.3,18.2,64.4,9.1
E00052723,7.7,20.5,66.7,5.1
E00052724,9.5,16.7,66.7,7.1
E00052725,8.5,22.6,60.4,8.5
E00052873,8.9,16.8,68.9,5.3
E00052894,8.8,23.9,59.3,8
E00052901,12.2,20.1,64,3.7
E00052902,7.9,23.7,63.3,5
E00052904,14.4,23.3,58.9,3.4
E00052906,17.9,12.8,64.1,5.1
E00052911,10.5,20.3,58.6,10.5
E00052914,5.9,24.1,61.8,8.2
E00052915,14,16.7,59.6,9.6
E00052916,8.6,19.2,58.3,13.9
E00052918,10.1,24.2,58.6,7.1
E00052920,10.6,28.5,56.1,4.9
E00052921,16.8,32.8,45.8,4.6
E00052922,8.2,31.4,57.2,3.1
E00052923,10.8,36.2,47.7,5.4
E00052924,2.7,43.4,47.8,6.2
E00052925,14.9,30.7,48.5,5.9
E00052926,8.6,21.1,63.2,7.2
E00052929,11.5,26.5,57.5,4.4
E00052930,7.3,24.9,59.5,8.3
E00052931,9.2,19.1,66,5.7
E00052932,19.2,21.2,53.8,5.8
E00052933,13.5,23.3,56.4,6.8
E00052934,14.3,18.1,65.7,1.9
E00052935,8,20,62,10
E00052937,5.4,26.4,60.5,7.8
E00052938,10.5,26.3,56.6,6.6
E00052940,7.4,24.7,64.2,3.7
E00052941,13.2,21.9,59.6,5.3
E00052943,17.5,20.2,55.3,7
E00052944,8.1,17.5,65,9.4
E00052945,11.2,27.2,53.6,8
E00052946,9.3,24.1,57.4,9.3
E00052989,4.7,16,71.3,8
E00052990,9.8,21.1,61,8.1
E00052991,5.5,23,66.1,5.5
E00052992,8.1,17.6,68.9,5.4
E00052993,9.9,17.5,59.6,12.9
E00052994,10.2,18,64.1,7.8
E00052995,11.9,22.4,52.4,13.3
E00052996,6.8,19.3,64.6,9.3
