areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00052690,46.4,3.4,50.2
E00052691,30.3,4.4,65.3
E00052692,57.8,5.5,36.8
E00052693,64.8,1.5,33.7
E00052694,46.7,3.1,50.2
E00052695,42.2,4.5,53.3
E00052696,50.5,3.7,45.8
E00052697,42.4,6,51.7
E00052698,35.9,2.2,61.9
E00052699,50.5,8.5,41
E00052700,52.7,9.7,37.5
E00052701,51.3,5.7,43
E00052702,53.5,6.5,40.1
E00052703,56,3.9,40.1
E00052704,59.5,3.2,37.2
E00052706,57.5,2.7,39.8
E00052707,55,5.8,39.3
E00052709,53.7,7.1,39.2
E00052711,64.9,3.1,32
E00052712,54.8,2.8,42.4
E00052713,63.3,3.6,33.2
E00052714,62.2,2.6,35.2
E00052715,65.8,1.5,32.7
E00052716,55.2,2.5,42.3
E00052717,52.8,2.8,44.3
E00052718,59.1,1.8,39.1
E00052719,55,2.3,42.7
E00052720,61.9,3,35.1
E00052721,53.8,7.7,38.5
E00052722,53.7,4.5,41.8
E00052723,63,5.9,31.1
E00052724,53.7,2.2,44.1
E00052725,46.1,2.6,51.3
E00052873,59.8,6.9,33.3
E00052894,47.3,7.5,45.2
E00052901,51.6,7,41.5
E00052902,55.4,7.2,37.3
E00052904,51.4,8.9,39.7
E00052906,22.7,11,66.3
E00052911,51,12.3,36.8
E00052914,61.8,3.3,34.9
E00052915,44.4,8.1,47.5
E00052916,56.9,7.4,35.7
E00052918,45.5,1.8,52.7
E00052920,49.1,8.2,42.7
E00052921,53.9,9,37.1
E00052922,55.3,7.7,37
E00052923,51.6,8.7,39.8
E00052924,44.5,7.5,48
E00052925,41.1,7.7,51.2
E00052926,57,5.3,37.7
E00052929,45.5,8.9,45.5
E00052930,51.1,12.6,36.3
E00052931,53,8.3,38.7
E00052932,45.8,4,50.2
E00052933,48,7.3,44.7
E00052934,47.3,9.1,43.6
E00052935,40.4,8.8,50.8
E00052937,47.4,9.7,42.9
E00052938,55.5,10.7,33.8
E00052940,39.8,8.5,51.7
E00052941,51.3,5.3,43.4
E00052943,46,8.3,45.6
E00052944,64.5,4.8,30.7
E00052945,45.6,10.7,43.8
E00052946,64.4,6.3,29.2
E00052989,62,1.6,36.3
E00052990,55.2,9,35.9
E00052991,55.9,7.4,36.8
E00052992,55.1,6.8,38
E00052993,62.8,1.9,35.3
E00052994,54.4,3.8,41.8
E00052995,48.8,6.1,45.1
E00052996,59.9,7.4,32.7
E00052997,61.9,6.1,32
E00052998,58.3,6.6,35.1
E00052999,59.1,2.8,38.2
E00053000,57.3,5.6,37.1
E00053001,58.7,3.4,38
E00053002,66.5,3.3,30.1
E00053003,61.2,4.9,34
E00053004,54.5,6.4,39.1
E00053005,49.8,8.2,42
E00053006,62.7,2.9,34.3
E00053007,51.1,8.9,40.1
E00053008,59.3,2.4,38.2
E00053009,49,4.8,46.2
E00053010,52.7,5.1,42.2
E00053011,65.7,2.3,32
E00053012,51.9,5.3,42.8
E00053013,61.6,3.4,35
E00053014,57.7,2.6,39.7
E00053015,58.9,3.4,37.6
E00053016,43.7,7.1,49.2
E00053017,62.7,4.7,32.6
E00053018,65.3,4.9,29.8
E00053019,57.8,7.3,34.9
E00053020,54.3,7.3,38.5
E00053021,28,8,64
E00053022,60.4,2.7,36.8
E00053023,58.5,0,41.5
E00053024,74.5,3.3,22.2
E00053025,54.2,2.8,43
E00053026,52.2,5.4,42.4
E00053027,53.2,7.7,39.1
E00053028,46.1,8.9,45
E00053029,58.4,3.2,38.5
E00053030,72,3,25
E00053032,55.7,8.4,35.9
E00053033,52,5,43
E00053034,48.9,13.7,37.4
E00053051,59,7.7,33.3
E00053052,52.2,4.3,43.5
E00053053,53.4,6.8,39.8
E00053054,64.8,7.4,27.8
E00053055,63.1,6.2,30.7
E00053056,42.2,11.5,46.3
E00053057,52.5,9.4,38.1
E00053058,57.4,7.3,35.3
E00053059,60.8,8.9,30.4
E00053060,63.9,9.3,26.8
E00053061,39.3,8.6,52.1
E00053115,53.4,6.1,40.5
E00053116,52.6,8.3,39
E00053117,57.3,5.6,37.1
E00053118,38.9,11.6,49.5
E00053119,46.6,8.9,44.5
E00053120,38.4,5.4,56.2
E00053121,63.3,5.4,31.3
E00053122,59.8,5.5,34.6
E00053123,48,5.8,46.2
E00053124,58.7,8.5,32.8
E00053125,62,5.1,32.9
E00053126,50.6,9.1,40.2
E00053127,47.9,7.8,44.3
E00053128,56.5,5.5,38
E00053129,54.7,5.1,40.2
E00053130,45.4,6.5,48
E00053131,56.4,6.8,36.8
E00053132,63.4,4.5,32.1
E00053133,63,3.3,33.7
E00053134,36.1,14.5,49.4
E00053135,63.9,4,32.1
E00053136,50.6,6.3,43.2
E00053137,36.3,14.1,49.6
E00053138,51.5,11.7,36.7
E00053139,48.3,10.5,41.3
E00053140,39,13.4,47.7
E00053141,53,11.9,35.2
E00053142,40.5,10.5,49
E00053144,31.9,17.3,50.9
E00053145,48.7,6.7,44.5
E00053146,48.2,15.5,36.3
E00053147,58.2,9.6,32.2
E00053148,54.1,5.7,40.2
E00053149,42.9,19.7,37.4
E00053155,56.7,7.3,35.9
E00053156,57,5.9,37.1
E00053157,43.5,6.5,50
E00053158,45.5,7.8,46.7
E00053200,49.8,1.9,48.2
E00053201,47.6,2.5,49.8
E00053202,61.1,2.2,36.7
E00053203,47.1,2.9,50
E00053204,51.2,6.9,41.9
E00053205,57.7,8.7,33.6
E00053206,60.7,1.6,37.7
E00053207,56.4,2.9,40.7
E00053208,56,3.1,40.9
E00053209,60.7,4,35.3
E00053210,61.2,2.7,36.2
E00053211,57.6,4.1,38.3
E00053212,58.5,3,38.5
E00053213,58.3,1.7,39.9
E00053214,64.2,8.7,27.2
E00053215,62.5,2.7,34.7
E00053216,52,1.9,46.1
E00053217,66.1,4.3,29.6
E00053218,49.5,1.7,48.8
E00053219,65.5,3.6,31
E00053220,64.1,5.4,30.4
E00053221,61.3,2.4,36.3
E00053223,62.4,4.6,32.9
E00053224,64.3,2.8,32.9
E00053225,59,2.8,38.2
E00053226,51.2,0,48.8
E00053227,69.3,3.5,27.2
E00053228,57.2,2,40.8
E00053229,55.2,5.7,39.2
E00053230,49.3,11.4,39.3
E00053231,47.2,5.1,47.7
E00053232,48.7,6.3,45.1
E00053233,52.3,7.3,40.4
E00053234,53.1,7,39.9
E00053235,45.6,7.7,46.7
E00053236,50.5,10.4,39.2
E00053237,51.2,6.9,41.9
E00053238,45.4,10.9,43.7
E00053241,44.3,1,54.7
E00053242,55.1,3.8,41.1
E00053243,49.4,2.3,48.2
E00053244,60.4,2.7,36.9
E00053245,58.1,2.1,39.8
E00053246,36,2,61.9
E00053247,40.4,3,56.6
E00053248,49,3.6,47.4
E00053249,53.5,4.4,42
E00053250,52.1,2.1,45.8
E00053251,53.4,7.7,38.9
E00053252,49.8,4.8,45.5
E00053253,42.5,3.2,54.3
E00053254,36.1,4.5,59.4
E00053255,41.9,0.9,57.2
E00053256,56.3,3.5,40.2
E00053257,61.6,4.6,33.8
E00053258,61.9,5.7,32.4
E00053259,40.1,1.1,58.8
E00053260,40.4,3.4,56.2
E00053261,46.8,3.9,49.4
E00053263,54.3,2.5,43.2
E00146810,42,1.9,56.1
E00146811,55.5,1.7,42.9
E00146812,48.7,1,50.3
E00146814,44.6,3.6,51.8
E00146815,57.8,2.2,39.9
E00146820,53.5,2.9,43.6
E00146901,39.9,2.2,57.9
E00146902,45.9,2.3,51.8
E00146903,46,1,53
E00146904,56,3.3,40.7
E00146905,51.8,2.4,45.7
E00146909,47.1,1,51.9
E00146910,44.4,3.2,52.4
E00150889,56,1.3,42.7
E00150890,49.2,0.5,50.3
E00150891,59.7,0.8,39.4
E00150892,26.4,0,73.6
E00150893,63.1,1.5,35.5
E00150894,50,5.7,44.3
E00150895,58.7,0.9,40.4
E00150896,57.9,3.8,38.3
E00150897,60,1,39
E00150898,40.5,1.2,58.4
E00150899,58.6,0,41.4
E00150900,38.5,2.6,59
E00150901,54.8,4.1,41.1
E00150902,47.7,13,39.4
E00150903,54.1,6.8,39
E00150905,41.9,0,58.1
E00150906,49.7,0.9,49.4
E00150907,49.6,2.2,48.2
E00150908,44.2,1.9,53.8
E00150909,38.6,1.5,59.9
E00150910,55,4,41
E00150911,55.4,0.4,44.2
E00150912,44.6,0.4,55
E00150913,31.3,1.8,66.9
E00150914,50.7,2.3,47
E00150915,50.4,2.1,47.5
E00150916,60.4,0.4,39.2
E00150917,52.9,2.5,44.5
E00150918,58.3,1.5,40.2
E00150919,56.8,1.1,42.1
E00150920,64,2.5,33.5
E00150921,49,2,49
E00150922,57.1,2.8,40.1
E00150923,52.6,1.1,46.3
E00150924,52,0,48
E00150925,43.2,2.7,54.1
E00150926,54.3,1.9,43.9
E00150953,38.1,3.1,58.8
E00150954,55.1,3.9,41.1
E00150956,38.6,2.6,58.7
E00150957,53.9,4.9,41.2
E00150958,65.4,2.3,32.3
E00150959,47.1,2.9,50
E00150960,52.4,3.8,43.8
E00150961,51.7,0.4,47.8
E00150962,51.1,3.4,45.4
E00150963,41.6,0.9,57.5
E00150964,61.5,2.4,36
E00150965,55.3,1.3,43.5
E00150966,49.8,1.8,48.4
E00150967,61.8,1.4,36.8
E00150968,70.1,1.6,28.3
E00150969,55.7,1.3,43
E00150970,45,0.7,54.4
E00150971,58.3,2.7,39
E00150972,61.5,2,36.5
E00150973,49.2,1.3,49.6
E00150974,61.3,1.7,37
E00150975,55.2,3.4,41.4
E00150976,40.2,1,58.8
E00150977,62.5,2.1,35.4
E00150978,56.8,4.3,38.9
E00150979,54.9,1.1,44
E00151088,54.3,1.4,44.4
E00151090,55.9,1.5,42.6
