geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00114694,50.5,34.1,13.2,1.1,1.1
E00114700,64.5,29.8,5.6,0,0
E00114701,36.5,43.8,18.8,1,0
E00114849,61.5,25,11.5,2.1,0
E00114870,60.8,23.1,14.6,0.8,0.8
E00114871,79.5,13.6,6.1,0.8,0
E00114872,70.9,22.8,6.3,0,0
E00114875,77.9,14.5,7.6,0,0
E00115035,50,31.6,18.4,0,0
E00115036,55.6,27.8,16.5,0,0
E00115037,65.6,23.8,10,0.6,0
E00115038,74.5,13,9.9,1.9,0.6
E00115039,50.7,27.3,21.3,0.7,0
E00115040,44.4,32.1,21,2.5,0
E00115107,40.5,38,19,1.7,0.8
E00115108,52.8,34.4,12.8,0,0
E00115109,44.1,46.2,9.1,0.7,0
E00115110,36.2,36.2,24.6,3.1,0
E00115111,69.4,24.2,4.8,1.6,0
E00115112,29.7,26.1,43.2,0,0.9
E00115113,33.9,48.8,15.7,0.8,0.8
E00115114,42.4,39.6,17.3,0,0.7
E00115115,69.2,24.2,6.7,0,0
E00115116,31.8,50,17.6,0.6,0
E00115117,40,17.5,37.5,4.2,0.8
E00115118,56.8,35.2,7.2,0.8,0
E00115119,40.8,48.3,10,0.8,0
E00115120,64.8,27.3,6.3,1.6,0
E00115121,62.1,31.5,6.5,0,0
E00115122,22.5,34.2,40.5,2.7,0
E00115123,48.8,31.8,16.3,3.1,0
E00115124,45.6,32.8,19.2,2.4,0
E00115125,30.6,29,36.3,4,0
E00115127,16.3,45.7,32.6,5.4,0
E00115128,50,30.1,16.9,2.9,0
E00115129,33.3,50.4,15.4,0.8,0
E00115131,43,43.9,12.3,0.9,0
E00115132,34.2,40.5,23.4,1.8,0
E00115133,44.2,40,15,0.8,0
E00115134,24.2,41.4,32,2.3,0
E00115135,22,41.5,34.7,1.7,0
E00115136,10.7,33.9,55.4,0,0
E00115137,55.2,26.7,13.8,4.3,0
E00115138,39.2,36.2,23.1,0.8,0.8
E00115139,45.9,37.8,16.3,0,0
E00115140,59.8,24.2,14.2,1.4,0.5
E00115141,56.7,33.1,9.4,0.8,0
E00115142,47.4,47.4,5.3,0,0
E00115184,48.2,35.7,16.1,0,0
E00115185,52.3,34.8,12.1,0.8,0
E00115186,39,54.2,6.8,0,0
E00115187,26.5,45.1,27.8,0.6,0
E00115188,30.1,37.1,30.1,2.8,0
E00115189,53.3,32.8,13.1,0.8,0
E00115190,15.9,16.8,67.3,0,0
E00115191,54.8,32.3,12.9,0,0
E00115192,44.8,42.4,12,0.8,0
E00115193,43.8,38.8,16.5,0,0.8
E00115194,43.6,45.3,11.1,0,0
E00115195,53.3,36.3,9.6,0.7,0
E00115196,67.5,23.3,8.3,0.8,0
E00115197,37.5,50,12.5,0,0
E00115198,52.8,38.4,6.4,2.4,0
E00115199,30.4,48,21.6,0,0
E00115200,54.5,34.1,11.4,0,0
E00115201,59.1,30.7,9.5,0.7,0
E00115202,58.1,33.3,8.5,0,0
E00115203,69.5,16,13,1.5,0
E00115204,58.4,31.4,9.5,0.7,0
E00115205,47.4,33.6,19,0,0
E00115206,25.4,45.6,28.1,0.9,0
E00115207,64.5,26.4,8.3,0.8,0
E00115208,38,49.6,11.7,0.7,0
E00115209,6.9,27.7,64.4,1,0
