geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00114694,23.6,22.5,10.1,43.8
E00114700,50.4,31.4,0,18.2
E00114701,16.7,15.6,28.1,39.6
E00114849,45.8,34.4,8.3,11.5
E00114870,43.8,29.2,19.2,7.7
E00114871,61.7,33.1,0.8,4.5
E00114872,63.3,29.1,0,7.6
E00114875,51.5,44.6,0,3.8
E00115035,29.5,30.8,20.5,19.2
E00115036,37.3,38.1,16.4,8.2
E00115037,48.1,35.8,4.9,11.1
E00115038,66.3,26.9,0.6,6.3
E00115039,38.1,34.7,16.3,10.9
E00115040,28.4,19.8,11.1,40.7
E00115107,47.2,35,1.6,16.3
E00115108,48,40,1.6,10.4
E00115109,42.4,45.1,0.7,11.8
E00115110,33.6,32.1,20.9,13.4
E00115111,57.7,39,1.6,1.6
E00115112,30.1,43.4,3.5,23
E00115113,43,43,3.3,10.7
E00115114,45.7,37.1,1.4,15.7
E00115115,50,44.2,0,5.8
E00115116,43.5,35.1,1.2,20.2
E00115117,26.3,23.7,47.5,2.5
E00115118,66.9,28.2,0,4.8
E00115119,69.7,21,1.7,7.6
E00115120,59.1,36.2,0.8,3.9
E00115121,51.2,36.6,2.4,9.8
E00115122,31.8,17.3,42.7,8.2
E00115123,43.8,44.5,0,11.7
E00115124,38.7,50.8,0,10.5
E00115125,23.4,37.9,22.6,16.1
E00115127,10.6,9.1,75.8,4.5
E00115128,44.5,28.5,18.2,8.8
E00115129,34.7,52.1,2.5,10.7
E00115131,54,36.3,5.3,4.4
E00115132,34.2,31.6,21.9,12.3
E00115133,54.2,35,1.7,9.2
E00115134,18.8,34.4,39.8,7
E00115135,16.1,17.8,61.9,4.2
E00115136,25,12.5,46.4,16.1
E00115137,38.5,43.6,5.1,12.8
E00115138,23.1,52.3,0.8,23.8
E00115139,66.3,28.6,1,4.1
E00115140,32.9,53,7.3,6.8
E00115141,44.9,44.9,0.8,9.4
E00115142,52.2,36.5,0.9,10.4
E00115184,44.7,42.1,1.8,11.4
E00115185,36.6,49.6,2.3,11.5
E00115186,73.6,17.4,1.7,7.4
E00115187,34.8,32.3,2.5,30.4
E00115188,31.5,22.4,41.3,4.9
E00115189,51.2,37.2,0.8,10.7
E00115190,20.6,20.6,35.5,23.4
E00115191,52,39.8,0,8.1
E00115192,39.7,48.4,0.8,11.1
E00115193,34.7,51.2,0.8,13.2
E00115194,41.9,44.4,0.9,12.8
E00115195,44,45.5,0.7,9.7
E00115196,60,31.7,0.8,7.5
E00115197,54.6,25.2,1.7,18.5
E00115198,54,35.5,0.8,9.7
E00115199,63.5,18.9,0.7,16.9
E00115200,47.7,40.9,1.5,9.8
E00115201,52.6,38,0,9.5
E00115202,45.4,45.4,0.8,8.5
E00115203,49.3,38.8,0,11.9
E00115204,46.8,41.8,1.4,9.9
E00115205,54,37.2,1.8,7.1
E00115206,37.7,37.7,0.9,23.7
E00115207,52.9,39.7,2.5,5
E00115208,42,40.6,0.7,16.7
E00115209,11.1,8.1,69.7,11.1
E00115210,57.2,25.7,1.1,16
E00115211,16.3,25.5,23.9,34.2
E00115212,44.6,36.4,0,19
E00115213,55.5,39.1,0.8,4.7
E00115214,37.6,38,1.3,23.2
E00115215,58.8,32.4,0.7,8.1
E00115216,36.8,44.4,3.5,15.3
E00115217,50,44,0.7,5.3
E00115218,20.8,16.1,52.3,10.7
E00115219,29.8,28.2,20.2,21.8
E00115221,40.7,26.8,3.3,29.3
E00115223,17.5,21.9,53.5,7
E00115224,27,27.9,36.9,8.2
E00115225,46.3,29.6,13.9,10.2
E00115226,25.2,42.9,23.5,8.4
E00115227,27.1,37.6,5.3,30.1
E00115229,13,19.6,52.9,14.5
E00115230,27.1,32.6,10.9,29.5
E00115231,23.9,38,4.9,33.1
E00115232,2.8,9.9,73.8,13.5
E00115233,17.1,31.5,26.1,25.2
E00115234,11.4,26.1,50,12.5
E00115235,26.3,31.2,28.3,14.1
E00115236,19.7,40.9,9.8,29.5
E00115237,27.2,42.4,8.2,22.2
E00115238,44.3,26,0,29.8
E00115239,16.8,25.2,3.7,54.2
E00115241,28.3,29,20.3,22.5
E00115242,51.2,25.1,1.5,22.2
E00115243,25.4,39.9,11.6,23.1
E00115244,11,18.7,12.4,57.9
E00115245,40.8,45,0.8,13.3
E00115246,49.2,39.2,0,11.7
E00115247,63.2,32.5,0,4.3
E00115248,31.4,35.4,22.6,10.6
E00115249,43.6,34.3,0.7,21.4
E00115250,12.3,51.1,15,21.6
E00115251,34.7,50,8.4,6.8
E00115252,32,27.2,35.9,4.9
E00115253,49.6,41.3,0.8,8.3
E00115254,46.1,42.1,3.3,8.6
E00115255,47.9,42.1,0,9.9
E00115256,41.1,32.7,9.5,16.7
E00115257,60.2,35.2,2.8,1.9
E00115258,11.9,25.2,55.2,7.7
E00115259,38.3,37.6,14.8,9.4
E00115260,46.3,38.2,0.7,14.7
E00115261,33.3,43.1,11.3,12.3
E00115262,47.9,38.3,1.1,12.8
E00115263,63.9,26.9,5.9,3.4
E00115264,24.4,21.2,34,20.5
E00115265,41.8,37.4,4.4,16.5
E00115266,25.4,38.1,27.8,8.7
E00115267,36,42.1,12.3,9.6
E00115269,14.5,23.7,51.1,10.7
E00115270,19.4,35.3,22.3,23
E00115271,19.4,38.9,31.4,10.3
E00115272,27.8,26.3,38.3,7.5
E00115273,24.8,38,33.1,4.1
E00115274,34.1,48.4,11.1,6.3
E00115275,28.6,49.5,6.7,15.2
E00115276,13.1,7.4,75.4,4.1
E00115277,26.7,41.5,23.7,8.1
E00115278,34.9,43.4,14.7,7
E00115279,28.1,30.1,30.1,11.7
E00115280,20.6,44.3,8.4,26.7
E00115281,27.7,48.2,1.4,22.7
E00115282,40.9,33,20,6.1
E00115283,21.4,37.4,29,12.2
E00115284,26.7,37.7,20.5,15.1
E00115286,25.9,29,6.8,38.3
E00115287,17.5,37.3,31.8,13.4
E00115288,30,34.6,25.4,10
E00115289,25.9,25.9,38.8,9.4
E00115290,8.4,8.4,72.5,10.7
E00115291,14.8,22.8,56.4,6
E00115292,7,17.2,68.8,7
E00115293,11.7,12.9,71.9,3.5
E00115294,26.9,33.1,32.3,7.7
E00115295,37.2,51.9,0.6,10.3
E00115296,29.6,44.7,14.6,11.1
E00115298,55.1,40.7,0,4.2
E00115299,53.5,42.6,0,3.9
E00115300,41,49.6,0.9,8.5
E00115301,47.5,43.2,2.9,6.5
E00115307,44.7,49.6,4.9,0.8
E00115308,47.3,45.5,0,7.1
E00115309,38.5,38.5,0.9,22
