areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00015167,64.1,6.7,29.3
E00015168,56,8.8,35.2
E00015169,57.8,6,36.2
E00015171,45.7,7.5,46.7
E00015172,65.8,5.3,28.9
E00015173,71.7,5.2,23.1
E00015175,60.4,6,33.6
E00015176,71.5,2.3,26.2
E00015178,47.4,13,39.6
E00015179,55.6,10.7,33.7
E00015181,73.1,2.2,24.7
E00015182,64.5,2.7,32.8
E00015183,34.2,4.7,61.1
E00015184,66.5,8.3,25.2
E00015185,53.4,2.5,44.1
E00015186,53.4,13.6,33
E00015187,60.1,10.1,29.8
E00015188,59.1,2.2,38.7
E00015189,68.1,6,25.9
E00015190,57.8,8.3,34
E00015191,54.6,5.3,40.1
E00015192,57.5,10.5,32
E00015193,70.7,4.3,25
E00015194,56,6.7,37.3
E00015195,52.6,8.5,38.9
E00015196,51.9,6.7,41.5
E00015197,53.8,5.3,40.9
E00015198,58.5,3.5,38
E00015199,61.2,6.1,32.7
E00015201,56,0.6,43.4
E00015202,74.8,4.5,20.7
E00015620,55.8,9.6,34.7
E00015623,69.3,5.9,24.8
E00015624,67.2,6.8,26
E00015625,53.5,9.3,37.2
E00015627,49,4.9,46.1
E00015628,70.8,9.9,19.3
E00015629,59,5,36
E00015630,45.3,6.1,48.6
E00015632,61,5.9,33.2
E00015634,60.4,6.1,33.5
E00015635,77.8,2.9,19.3
E00015636,64.3,6.8,28.9
E00015637,76.3,3.9,19.8
E00015638,79.2,4.2,16.7
E00015660,61.1,9,29.9
E00015661,85.9,3,11.1
E00015662,62.3,6.9,30.8
E00015663,59.2,6.7,34.1
E00015664,68.3,5.8,25.9
E00015665,61.6,4.1,34.3
E00015667,65.9,1.3,32.7
E00015668,63,6,31
E00015669,53.2,6.5,40.3
E00015670,63.2,5.7,31
E00015671,55.1,7.7,37.2
E00015672,85.5,2.5,12
E00015673,61.4,7.4,31.2
E00015674,76.9,4.3,18.8
E00015675,56.9,7.4,35.7
E00015676,62.6,4.8,32.6
E00015677,63,4.8,32.2
E00015678,83.4,2.7,13.9
E00015679,80.9,4.1,14.9
E00015680,59.5,6,34.5
E00015681,67.9,4.3,27.7
E00015682,66.2,7.4,26.5
E00015683,48.5,10.3,41.2
E00015684,74.3,2.3,23.5
E00015686,52,3.6,44.4
E00015687,60.6,7,32.4
E00015688,78.8,3,18.2
E00015689,53.4,6.3,40.2
E00015690,56.4,5.8,37.8
E00015691,43,4.7,52.3
E00015692,57.2,9.9,32.9
E00015693,55,6.4,38.6
E00015694,74.3,4.9,20.9
E00015695,61.4,7.1,31.5
E00015696,59.3,5,35.7
