areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00015167,31.2,44.7,12.2,11.8
E00015168,43.5,26,18.2,12.3
E00015169,32.7,33.7,10.6,23.1
E00015171,50.8,31.7,10.8,6.7
E00015172,49.3,28.4,11.9,10.4
E00015173,41.8,39.8,14.3,4.1
E00015175,29.6,33.9,24.3,12.2
E00015176,44,44,11.2,0.7
E00015178,25.7,28.6,22.9,22.9
E00015179,33.3,28.7,21.8,16.1
E00015181,44.7,45.6,7.9,1.8
E00015182,31,39.1,16.1,13.8
E00015183,28.6,28.6,20.4,22.4
E00015184,38.4,33.9,12.5,15.2
E00015185,47.1,32.7,11.1,9.2
E00015186,17.5,22.5,32.5,27.5
E00015187,34.2,26.3,16.7,22.8
E00015188,40.9,25,20.5,13.6
E00015189,34.9,31.2,16.9,16.9
E00015190,46.6,30.7,10.2,12.5
E00015191,40,35.3,15.3,9.4
E00015192,33.9,33.9,14.7,17.4
E00015193,47.2,30.2,18.9,3.8
E00015194,51.8,28.2,9.4,10.6
E00015195,21.9,25.5,19,33.6
E00015196,44.9,42,11.6,1.4
E00015197,51.6,27,11.9,9.5
E00015198,46.2,29.8,14.4,9.6
E00015199,32.9,43.5,10,13.5
E00015201,34.6,39.8,12.8,12.8
E00015202,24.5,26.5,34.7,14.3
E00015620,41.1,24,11.6,23.3
E00015623,37.2,44.2,9.3,9.3
E00015624,47.4,29.9,9.5,13.1
E00015625,37.9,27.6,17.2,17.2
E00015627,26.4,38.8,20.2,14.7
E00015628,43.9,33.2,12.1,10.7
E00015629,17,36.8,22.6,23.6
E00015630,42.1,24.1,16.5,17.3
E00015632,33.6,31.8,21.5,13.1
E00015634,26.5,19.7,21.1,32.7
E00015635,45.1,34.7,11,9.2
E00015636,31.6,30.8,19.5,18
E00015637,29.1,40.2,20.5,10.2
E00015638,35.8,46.5,10.1,7.5
E00015660,35.7,37.3,15.9,11.1
E00015661,30.4,43.9,17.6,8.1
E00015662,31.2,34.8,18.8,15.2
E00015663,33.3,40.2,11.1,15.4
E00015664,33.6,32.8,18.2,15.3
E00015665,38.7,28.2,18.5,14.5
E00015667,41.3,30.6,9.1,19
E00015668,34.7,34.7,10.5,20
E00015669,40.6,27.4,13.2,18.9
E00015670,34.7,29.7,19.8,15.8
E00015671,47,17.9,19.7,15.4
E00015672,34.3,47.8,11.4,6.5
E00015673,40.5,25.2,18.9,15.3
E00015674,27.8,47.4,17.5,7.2
E00015675,27.7,29.7,18.7,23.9
E00015676,34.8,29,19.6,16.7
E00015677,24,30.8,26.7,18.5
E00015678,37.6,42.9,12.2,7.3
E00015679,32.6,49.6,10.1,7.8
E00015680,26.9,35.4,13.8,23.8
E00015681,48.2,31.3,11.6,8.9
E00015682,36.8,25.4,23.4,14.4
E00015683,39.3,32.1,11.9,16.7
E00015684,41.9,33.1,15.1,9.9
E00015686,51.3,29.2,8,11.5
E00015687,43.6,31.5,10.5,14.4
E00015688,56.5,33.6,5.3,4.6
E00015689,27.8,25.8,21.6,24.7
E00015690,39.9,27,9.6,23.6
E00015691,52.7,24.4,10.7,12.2
E00015692,31,27.8,15.7,25.5
E00015693,35.2,21.9,20.3,22.7
E00015694,38.8,42.2,11.2,7.8
E00015695,37.6,30.5,16.3,15.6
E00015696,33.3,35.6,15.9,15.2
E00015697,32.2,17.1,19.7,30.9
E00015698,41.3,27.3,19,12.4
E00015699,38.7,22.7,20.2,18.5
E00015700,36.2,27.7,12.3,23.8
E00015701,33.3,34.3,19.4,13
E00015702,35.3,30.2,16.4,18.1
E00015704,31.9,31.9,19.4,16.9
E00015706,29.8,31.8,22.7,15.7
E00015707,59.6,25.8,4.5,10.1
E00015708,45.8,29.1,11.7,13.4
E00019722,41.9,21.8,19.4,16.9
E00019752,28.1,33.9,18.1,19.9
E00019754,33.5,36.2,14.7,15.6
E00019766,40.5,27.3,14,18.2
E00019767,28.6,34.9,15.9,20.6
E00019768,25.7,42.6,13.9,17.8
E00019769,34.8,38.5,10.4,16.3
E00019770,37.1,25.7,22.9,14.3
E00019772,24.3,27,19.8,28.8
E00019773,47.1,45,3.8,4.2
E00019774,47.7,40.2,7.9,4.1
E00019778,46.8,44.2,7.8,1.3
E00019779,43.9,46.4,6.1,3.6
E00019780,43.6,17.3,12,27.1
E00019781,43.9,34.5,7,14.6
E00019782,44.4,27.4,17.1,11.1
E00019783,47.9,31.7,12.7,7.7
E00019784,41.2,43.1,7.8,7.8
E00019785,53.4,35.3,6.8,4.5
E00019787,41,34,10.1,14.9
E00019788,32.4,36.6,12.7,18.3
E00019789,52.1,32.3,7.2,8.4
E00019791,45.6,35,8.3,11.2
E00019793,46.6,39.1,10.5,3.8
E00019794,27.3,37.3,20,15.5
E00019796,43.1,29.4,17.4,10.1
E00019797,46.5,37.6,8.9,6.9
E00019800,45.5,38.2,13.8,2.4
E00019801,42.1,36.5,12.2,9.1
E00019802,32.4,26.1,28.8,12.6
E00019804,34.3,18.1,27.6,20
E00019805,28.3,38.7,17,16
E00019806,35.9,26,23.7,14.5
E00019807,31.1,45.1,11.5,12.3
E00019810,47.8,35.1,11.2,6
E00019812,28.7,42.6,11.5,17.2
E00019813,31.1,31.1,19.8,18
E00019814,24.8,20.8,18.8,35.6
E00019819,33.9,30.4,12.2,23.5
E00019823,28.1,32.5,14.9,24.6
E00019824,21,21.6,29.3,28.1
E00019825,17.2,29.9,26.4,26.4
E00019827,28.7,27.8,26.1,17.4
E00019828,26.6,26.6,16.3,30.4
E00019829,30,27.3,20,22.7
E00019831,25.9,25.9,20.7,27.6
E00019833,33.3,29.1,12.8,24.8
E00019834,20.4,27.2,18.4,34
E00019836,30.8,36.4,14.1,18.7
E00019838,36.2,31.2,18.8,13.8
E00019841,17.4,28.4,18.1,36.1
E00019842,20.4,52.4,21.4,5.8
E00019843,39.3,39.3,14.2,7.3
E00019845,34,28,25,13
E00019847,25.5,36.2,19.9,18.4
E00019848,51.2,27.4,14.3,7.1
E00019924,44.2,27.4,23,5.3
E00019927,30,31.9,16.3,21.9
E00019929,39.8,25.2,18.7,16.3
E00019938,30.1,42,13.5,14.5
E00019942,16.5,26.6,20.3,36.7
E00019943,30.3,36.4,17.2,16.2
E00019944,36.6,31.3,11.9,20.1
E00019945,34.6,30,12.3,23.1
E00019948,29,41.2,20.6,9.2
E00019958,22.2,22.8,27.5,27.5
E00019960,30,30,13.7,26.3
E00019961,22,24.4,24.4,29.1
E00019962,45.1,28.3,13.3,13.3
E00019968,48,22.8,16.3,13
E00019972,41.5,51.2,3.7,3.7
E00019974,37.5,32.5,20,10
E00019975,43.8,40,12.5,3.8
E00019978,16.4,44.5,18.2,20.9
E00019979,31.6,41.8,18.4,8.2
E00019980,36.8,18.9,15.1,29.2
E00019983,27.4,30.1,15.9,26.5
E00019985,18.8,41.6,22.7,16.9
E00019987,35.8,31.7,10.6,22
E00019989,50,24.4,9,16.7
E00019992,39.7,20.5,9.6,30.1
E00019998,23.8,33.1,19.2,23.8
E00020003,40.3,20.9,18.6,20.2
E00020004,40.9,26.3,11.7,21.2
E00020005,34.4,24.5,21.9,19.2
E00020006,27.5,40,19.2,13.3
E00020036,38.7,25.5,19.8,16
E00020094,34.2,26.5,22.2,17.1
E00020095,27,21.3,22.1,29.5
E00020096,53.9,26.1,12.2,7.8
E00020097,38.6,26.9,15.2,19.3
E00020098,31.1,22,22.6,24.4
E00020099,27.3,39.7,17.4,15.7
E00020100,26.4,21.6,19.2,32.8
E00020102,53.4,27.6,12.1,6.9
E00020103,54.1,23,13.1,9.8
E00020104,56.1,29.6,12.2,2
E00020105,45,29,12,14
E00020107,24.6,35.6,17.8,22
E00020108,54.3,29.3,8.6,7.8
E00020109,36.8,30.4,16,16.8
E00020110,20,31.6,24.2,24.2
E00020111,35.1,35.9,16,13
E00020112,39.4,44,9.2,7.3
E00020113,35,38.1,20.8,6.1
E00020114,49.2,30.4,9.4,11
E00020115,34.4,24.2,19.5,21.9
E00020116,28.3,22.8,17.4,31.5
E00020117,24.6,29.7,17.8,28
E00020118,50.8,36.2,4.6,8.5
E00020119,32.1,38.7,17.9,11.3
E00020120,20.5,24.1,19.6,35.7
E00020121,31.2,25.6,17.6,25.6
E00020122,28.7,30.6,23.1,17.6
E00020123,34.2,25.5,19.3,21.1
E00020124,28.2,22.1,21.5,28.2
E00020125,31.5,29.6,19.4,19.4
E00020126,22.7,29.7,20.3,27.3
E00020127,18.8,20.1,24.3,36.8
E00020128,56.8,19.7,10.6,12.9
E00020129,38.5,24,18.3,19.2
E00020130,34.6,25,17.3,23.1
E00020131,36.7,33.6,10.9,18.8
E00020132,26.2,31,18.3,24.6
E00020137,54.9,25.6,9.8,9.8
E00020138,43.8,23.8,15.4,16.9
E00020139,67.6,26.1,4.5,1.8
E00023927,48.8,29.2,12.5,9.6
E00023936,47.9,34.5,10.9,6.7
E00023944,52.4,26.7,9.5,11.4
E00023945,32.1,45.5,8.2,14.2
E00023947,46.2,22.7,14.3,16.8
E00023972,49.3,33.6,8.2,9
E00023978,58.6,25.7,7.1,8.6
E00024010,33.3,26.7,12.5,27.5
E00024011,25.4,31.9,18.1,24.6
E00024012,34,28,17,21
E00024016,48,27,12,13
E00024017,42.1,28.4,16.8,12.6
E00024018,61.5,29.2,5.2,4.2
E00024020,44.9,29.1,12.6,13.4
E00024024,42.8,27.1,14.8,15.3
E00024026,42.4,30.5,18.6,8.5
E00024028,56.5,28.6,10.2,4.8
E00024029,42,33,9,16
E00024030,43.1,28.2,11.6,17.1
E00165807,53.8,27.5,8.8,10
E00165808,30.3,26.1,25.2,18.5
E00165809,35.2,34.6,20.3,9.9
E00166630,27.9,32.6,32.6,7
E00166632,39,50,8.5,2.4
E00166633,49.2,36.9,10.8,3.1
E00166635,33.7,56.2,10.1,0
E00166638,25.9,32.4,20.4,21.3
E00166640,35.7,39.3,11.9,13.1
E00167478,55.6,23.1,13.9,7.4
E00167479,25.8,62.9,11.3,0
E00167480,24.8,61.1,7.6,6.4
E00167481,32.2,31.1,13.3,23.3
E00167482,54.4,29.4,10.3,5.9
E00167491,36.3,44.3,12.3,7.1
E00167492,48.2,30.6,14.1,7.1
E00167494,30.8,30.8,22.2,16.2
