areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00015167,55.2,6.4,38.4
E00015168,65.7,2.9,31.4
E00015169,87.7,3.2,9.1
E00015171,75.9,4.2,19.8
E00015172,66.7,7.5,25.8
E00015173,52.8,8.4,38.8
E00015175,61.6,3.2,35.2
E00015176,40.6,5.8,53.6
E00015178,73.7,3.4,22.9
E00015179,69.8,5.9,24.3
E00015181,51.8,6.3,41.9
E00015182,63,11.1,25.9
E00015183,58.7,2.3,39
E00015184,64.5,2.9,32.7
E00015185,76,5.9,18.1
E00015186,55.3,4.4,40.4
E00015187,70.6,4.8,24.6
E00015188,67.9,4.7,27.4
E00015189,71.4,4.5,24
E00015190,70.8,4.4,24.7
E00015191,81.1,2.9,16
E00015192,74.1,4.2,21.6
E00015193,76.5,6.1,17.3
E00015194,82.7,1.9,15.4
E00015195,86.1,2.4,11.5
E00015196,71.3,4.9,23.8
E00015197,84.3,2,13.7
E00015198,78,3.5,18.5
E00015199,69.1,3.8,27
E00015201,63.4,9.1,27.4
E00015202,71.6,0.9,27.6
E00015620,71.2,3.6,25.2
E00015623,53.7,6.5,39.8
E00015624,76.9,3.4,19.8
E00015625,62,6.4,31.6
E00015627,54.6,5.6,39.8
E00015628,64.4,6.1,29.5
E00015629,66.3,4.6,29.1
E00015630,73.5,5.9,20.5
E00015632,73.9,1.7,24.4
E00015634,71.8,4.1,24.2
E00015635,67.9,5.8,26.4
E00015636,72.7,4.9,22.4
E00015637,62.7,9.8,27.5
E00015638,70.1,9.1,20.8
E00015660,77,3.4,19.6
E00015661,66.3,8.6,25.1
E00015662,71.4,4.7,23.9
E00015663,71.6,5,23.4
E00015664,75.3,3.7,21
E00015665,75.1,5.7,19.2
E00015667,77.2,4.5,18.4
E00015668,72,5.5,22.5
E00015669,76,4.4,19.7
E00015670,73.2,6.6,20.2
E00015671,78.5,3,18.6
E00015672,73.1,9.7,17.2
E00015673,63.3,8.4,28.3
E00015674,74.6,6,19.4
E00015675,72.3,7,20.7
E00015676,73.2,4.4,22.4
E00015677,77.3,4.7,18
E00015678,68.7,8.1,23.2
E00015679,68.1,8.1,23.7
E00015680,82.5,6.6,10.9
E00015681,53.3,5.5,41.2
E00015682,74.4,4.6,21
E00015683,72.1,6.1,21.8
E00015684,73.6,8.9,17.5
E00015686,74.1,4.2,21.7
E00015687,72.8,6.9,20.3
E00015688,54.8,8.2,37
E00015689,76,2,22
E00015690,76.1,3.6,20.3
E00015691,67.9,5,27.1
E00015692,76.7,2.6,20.7
E00015693,75.1,2.7,22.2
E00015694,77.8,4.4,17.8
E00015695,72.9,3.9,23.2
E00015696,74.4,5.3,20.3
E00015697,73.1,3.9,23
E00015698,74.4,5.3,20.2
E00015699,66.6,6,27.4
E00015700,80.5,3.3,16.3
E00015701,71.2,4.1,24.7
E00015702,78.7,4.7,16.7
E00015704,74.3,4.8,20.9
E00015706,81.5,3.4,15.1
E00015707,68.6,2,29.4
E00015708,79.6,2.4,18.1
E00019722,74.6,4.9,20.5
E00019752,77.8,6.1,16
E00019754,63.1,6.3,30.6
E00019766,80.8,2.4,16.7
E00019767,75.3,6.8,17.9
E00019768,74.7,8.7,16.6
E00019769,78.4,5.2,16.3
E00019770,71,5.2,23.8
E00019772,82.9,5.8,11.3
E00019773,52.3,4.1,43.7
E00019774,55.4,6.6,38
E00019778,55.2,13.6,31.2
E00019779,56.4,8.1,35.5
E00019780,80.5,3.3,16.1
E00019781,59.1,4.5,36.4
E00019782,74.8,5.2,20
E00019783,75.5,5.7,18.9
E00019784,46.8,9.2,44
E00019785,64.4,9.8,25.8
E00019787,61,6.8,32.2
E00019788,73.4,4.6,22
E00019789,75.2,4.1,20.7
E00019791,66.8,6.4,26.8
E00019793,56.5,8.7,34.8
E00019794,77.3,3.6,19
E00019796,76.7,4.1,19.2
E00019797,70.5,5.3,24.2
E00019800,46.9,4.3,48.8
E00019801,59.7,6,34.3
E00019802,78.4,5.7,15.9
E00019804,69.6,4.6,25.9
E00019805,74.7,4.8,20.5
E00019806,71.5,4.7,23.7
E00019807,56.6,7.9,35.5
E00019810,59.4,7.6,32.9
E00019812,62.7,4.9,32.5
E00019813,59.6,5.8,34.5
E00019814,75.7,5.3,19
E00019819,67.9,5.5,26.6
E00019823,79.6,6.5,14
E00019824,73.9,4.7,21.4
E00019825,56.6,4.5,38.8
E00019827,66.7,6.2,27.1
E00019828,84.1,3.8,12
E00019829,64.8,2.8,32.4
E00019831,60,3.2,36.8
E00019833,74,4.8,21.2
E00019834,74.6,4,21.4
E00019836,64.8,7,28.3
E00019838,66,6,28
E00019841,64.5,21.7,13.7
E00019842,53.3,10.1,36.6
E00019843,65,4.4,30.6
E00019845,80.5,4.4,15
E00019847,76.3,5.1,18.6
E00019848,72.1,5.8,22.1
E00019924,77.2,3.2,19.6
E00019927,69.9,3.3,26.8
E00019929,70.8,3.2,26
E00019938,62.8,5.2,32
E00019942,74.3,6.5,19.2
E00019943,62.7,4.5,32.7
E00019944,74,2.6,23.4
E00019945,77.8,4,18.2
E00019948,79.9,4.3,15.8
E00019958,73.8,2.5,23.7
E00019960,76.8,2.6,20.6
E00019961,72.6,3.3,24.1
E00019962,81.4,1.3,17.3
E00019968,77.3,4.8,17.9
E00019972,73.6,9.3,17.1
E00019974,71.4,2,26.6
E00019975,69.2,6.8,24
E00019978,65.9,5.8,28.2
E00019979,72.9,5,22.1
E00019980,74,5.2,20.8
E00019983,45.5,7.1,47.5
E00019985,74.4,4.2,21.4
E00019987,76.7,6.5,16.8
E00019989,72.1,1.3,26.6
E00019992,54.2,2.6,43.2
E00019998,68,2.2,29.8
E00020003,71.7,5.7,22.7
E00020004,74.2,2.7,23
E00020005,59.8,4.4,35.7
E00020006,64,5.4,30.6
E00020036,68.4,6.1,25.5
E00020094,83.2,2.6,14.2
E00020095,78.4,2.8,18.8
E00020096,78.6,1.9,19.4
E00020097,72.4,2.5,25.1
E00020098,74.8,2.6,22.6
E00020099,71.8,3.6,24.5
E00020100,74.5,3.4,22.1
E00020102,67.3,5.4,27.2
E00020103,73.9,7,19.1
E00020104,78.1,4,17.9
E00020105,79.5,4,16.5
E00020107,72.4,2.4,25.2
E00020108,72.2,7.6,20.2
E00020109,75.3,5.2,19.6
E00020110,79.5,5,15.5
E00020111,75.4,5.3,19.2
E00020112,60.4,8.7,30.9
E00020113,57.5,8.8,33.7
E00020114,79.2,1.8,19
E00020115,67.1,5.1,27.8
E00020116,74.9,6.7,18.4
E00020117,77.1,5.9,17
E00020118,68.7,5.2,26.1
E00020119,79.6,5.2,15.2
E00020120,71.2,4.1,24.7
E00020121,76.4,4.5,19.1
E00020122,78.2,4.2,17.6
E00020123,77.3,4.2,18.5
E00020124,79.1,2.2,18.7
E00020125,77.2,4.7,18.1
E00020126,76.4,6.6,17
E00020127,80,3.2,16.8
E00020128,72.4,3.2,24.4
E00020129,74.5,2.1,23.4
E00020130,74.6,4.8,20.6
E00020131,70.5,3,26.5
E00020132,67.7,4.2,28.1
E00020137,81.1,3.3,15.6
E00020138,82.4,3.2,14.3
E00020139,66.9,8.9,24.2
E00023927,58.3,5.4,36.3
E00023936,46.1,4.5,49.4
E00023944,81,1.5,17.4
E00023945,67.7,12.1,20.2
E00023947,65.6,6.5,27.9
E00023972,67,5.6,27.5
E00023978,73,4.5,22.5
E00024010,76.2,4.3,19.5
E00024011,74.2,6,19.7
E00024012,69.4,3.7,26.9
E00024016,75.8,0.5,23.7
E00024017,77.1,2,20.9
E00024018,66.9,3.4,29.7
E00024020,70.3,5.8,23.9
E00024024,63.3,5.1,31.6
E00024026,66.8,5.7,27.5
E00024028,69,8.2,22.9
E00024029,65.9,6.8,27.3
E00024030,68.9,4.3,26.8
E00165807,80.4,6.3,13.3
E00165808,77.1,4.4,18.4
E00165809,74.9,4.7,20.4
E00166630,59,6.8,34.2
E00166632,51.2,8.1,40.7
E00166633,42.1,6.6,51.4
E00166635,44.6,10.8,44.6
E00166638,72.5,4.5,23
E00166640,68.5,6,25.6
E00167478,48.7,5.2,46.1
E00167479,62.2,5.6,32.2
E00167480,60.6,8,31.4
E00167481,75.3,6.4,18.3
E00167482,68.3,6.2,25.5
E00167491,55.7,10,34.2
E00167492,76.4,6.2,17.4
E00167494,71.7,3.3,25
E00167496,57,9.6,33.3
E00167497,46.6,10.7,42.6
E00167503,89.3,1.4,9.3
E00167766,80.5,4.5,15.1
E00167989,68.6,8.8,22.6
E00167998,61,5.1,33.9
E00167999,73.3,0,26.7
E00168080,63,6.1,30.9
E00168082,50.8,3.8,45.4
E00171533,47.1,8.2,44.7
E00171534,37.9,7.3,54.8
E00171535,42.7,7.5,49.8
E00171540,54.6,7.6,37.8
E00171542,60.7,5.9,33.4
E00171543,62.1,8.7,29.2
E00171545,72.2,8.1,19.6
E00171546,58.9,5.3,35.7
E00171549,81.1,7.8,11.1
E00175226,51.6,9.6,38.9
E00175227,46.5,5.8,47.7
E00175228,40.6,6.3,53.1
E00175229,39,8.6,52.4
E00175251,77.2,4.1,18.7
E00175252,30.9,5.9,63.2
E00175253,45.8,6.9,47.2
E00175254,54.6,8,37.4
E00175255,37.2,7.6,55.2
E00175256,70.1,5.4,24.5
E00175257,61.9,5.3,32.8
E00177481,44.2,7.6,48.2
E00177484,72.2,5,22.8
E00177487,66.6,4.9,28.5
E00177488,48.7,4.2,47.1
E00177490,60.2,3.9,35.9
E00177500,63.2,5.4,31.5
E00177502,52.7,5.4,41.9
E00177503,70.3,7.2,22.4
E00177504,47,5.1,47.9
E00177505,40.6,8.2,51.2
E00177506,61.1,8.9,30
E00177507,64.7,3.5,31.8
E00177508,71.1,7.4,21.5
E00177511,44.6,6.9,48.5
E00177512,46.3,5.6,48
E00177518,81.6,4.1,14.3
E00177521,39.9,9.7,50.5
E00177531,49.2,8.3,42.5
E00177535,50.2,6.2,43.6
E00177537,73,8.8,18.2
E00177544,70.2,4.3,25.5
E00177547,47.6,4.5,47.9
E00177550,59.1,6.8,34
E00177555,30.9,4.9,64.2
E00177560,72.4,4.3,23.4
E00177563,71.7,6.7,21.7
E00177565,57.8,6.3,35.9
E00177566,39.4,8.3,52.3
E00177572,33.9,4.3,61.8
E00177577,44,6.5,49.5
E00177579,75.8,4.2,20
E00177587,49.5,9.4,41.1
E00177588,36,5.2,58.8
E00177591,19.5,4.4,76.1
E00177593,58,7.7,34.3
E00177597,46.4,7.2,46.4
E00177599,67.3,5.4,27.2
E00177602,64.8,4.3,30.9
E00177605,39.3,8.7,51.9
E00177615,27.5,6.6,65.9
E00177616,39.2,7.1,53.8
E00177618,44.4,9.3,46.4
E00177619,60.6,5.5,33.9
E00177622,42,6.9,51.1
E00177633,79.2,2.6,18.2
E00177634,46.5,4.9,48.6
E00177640,62,6,32
E00177645,73.7,4.2,22.1
E00177649,56.5,9.2,34.4
E00177651,60.1,7.6,32.3
E00177656,65.6,1.6,32.8
E00177658,71.5,7,21.6
E00177659,34.5,12.5,53
E00177662,68.8,5.7,25.5
E00177665,56.7,3.2,40.2
E00177666,52.2,5.7,42.1
E00177670,72,4.4,23.5
E00177676,40.6,7.5,51.9
E00177677,56,3.4,40.6
E00177678,37.9,10.5,51.6
E00177679,62.8,3.3,33.9
E00177680,36.2,4.3,59.5
E00177683,69.8,4.8,25.4
E00177688,72.1,6.9,21
E00177689,63.4,7,29.6
E00177690,57.8,10.9,31.3
E00177691,74.8,8.1,17.1
E00177693,66.7,7.7,25.6
E00183149,71.4,4.2,24.4
E00183154,84.3,1.7,14
E00183166,55.1,2.5,42.5
E00190385,51.3,14.6,34.1
