areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00027113,25.5,37.5,4.3,32.6
E00027115,24.6,24.6,28.7,22.2
E00027116,22.4,41.5,19.7,16.3
E00027117,33.1,46.2,0,20.8
E00027119,31.8,37.1,18.2,12.9
E00027120,20.7,22.4,44.8,12.1
E00027122,56.5,33,2.6,7.8
E00027123,57.4,32.6,1.6,8.5
E00027125,57.1,34.1,0.8,7.9
E00027126,48.4,35.2,10.2,6.3
E00027127,63.7,22.1,1.8,12.4
E00027129,24.5,34.5,27.3,13.6
E00027130,65.6,23.7,1.5,9.2
E00027131,62,23.3,3.9,10.9
E00027134,48.9,32.3,0.8,18
E00027135,71.8,20.9,0.9,6.4
E00027138,60.3,31.7,0,7.9
E00027140,55.6,40.2,1.7,2.6
E00027141,35.7,40.2,13.4,10.7
E00027142,62.6,30.9,0.7,5.8
E00027143,29.3,30.2,6,34.5
E00027144,40.3,48.1,0,11.6
E00027145,46,45.2,0.8,8.1
E00027146,37.6,39.3,1.7,21.4
E00027147,35.7,39.3,1.8,23.2
E00027148,55.9,37.3,0.8,5.9
E00027149,27.8,42.9,8.3,21.1
E00027255,32.8,38.7,1.7,26.9
E00027273,36.6,51.5,2.2,9.7
E00027274,26.5,38.4,4,31.1
E00027275,34.3,42.2,5.9,17.6
E00027276,42.3,40.7,1.6,15.4
E00027277,36.8,37.7,17.5,7.9
E00027278,41.4,39.7,6,12.9
E00027279,37,36.1,15.7,11.1
E00027280,35.4,20.4,35.4,8.8
E00027325,56.6,35.2,0.7,7.6
E00027329,34.7,34.7,22,8.5
E00027331,30.8,38.5,20.5,10.3
E00027332,51.8,35.3,2.2,10.8
E00027335,58.9,33.1,1.6,6.5
E00027338,33.8,38.3,10.5,17.3
E00027342,25,30.8,14.2,30
E00027362,57.1,37,0.8,5
E00027363,53.3,31.8,1.9,13.1
E00027364,56.1,30.8,1.9,11.2
E00027365,39.3,26.8,18.8,15.2
E00027366,36.4,40,1.8,21.8
E00027367,64.1,27.6,1.2,7.1
E00027368,55.3,37.4,1.6,5.7
E00027369,48.4,25.8,13.3,12.5
E00027370,41.9,22.2,7.6,28.3
E00027371,53.8,20,1.5,24.6
E00027372,62.2,29.9,0.8,7.1
E00027373,50.4,25.7,18.6,5.3
E00027374,52.9,27.3,7.4,12.4
E00027377,28.4,23.9,42.2,5.5
E00027378,57.3,38.2,0,4.5
E00027395,47.2,32.1,7.5,13.2
E00027396,45.8,36.7,0,17.5
E00027397,51.9,43.5,0,4.6
E00027398,48.4,31.7,8.7,11.1
E00027399,27,45,18.9,9
E00027400,41.9,24.8,6.2,27.1
E00027401,44.7,43.6,1.1,10.6
E00027402,42.2,45.9,2.8,9.2
E00027403,59.6,34.3,1,5.1
E00027404,35,8.7,37.9,18.4
E00027405,47.5,27.9,2.5,22.1
E00027406,49.1,38.2,0.6,12.1
E00027407,57.5,35,3.3,4.2
E00027408,42.6,38.3,2.2,16.9
