geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
W00000419,21.6,47.1,11.8,19.6
W00000421,33.3,38.8,13.6,14.3
W00001014,28,35.4,13.4,23.2
W00001016,29.5,40,14.7,15.8
W00001026,19.4,42.9,20.4,17.3
W00001027,40.3,24.4,14.3,21
W00001028,37.3,33.8,12.7,16.2
W00001029,50,25.9,17.9,6.3
W00001030,33.3,40,11.4,15.2
W00001031,29.5,40.9,14.4,15.2
W00001032,25.4,50.8,7.9,15.9
W00001033,27.6,44.8,12.1,15.5
W00001074,31.1,34.1,12.1,22.7
W00001075,22.8,30.4,18.5,28.3
W00001076,27.7,36.7,11.2,24.5
W00001077,27.9,36.8,18.4,16.9
W00001078,30,37.5,15.8,16.7
W00001079,28.3,46.2,11,14.5
W00001080,31.3,42.5,10.6,15.6
W00001081,20.4,48.7,14.2,16.8
W00001082,27.8,33.3,20.4,18.5
W00001083,16.2,52.1,14.5,17.1
W00001084,23.4,44,19.1,13.5
W00001088,51.5,30.9,5.9,11.8
W00001092,26.8,31.7,17.1,24.4
W00001093,29,45.7,10.9,14.5
W00001094,33.6,40.7,9.3,16.4
W00001095,30.4,41.3,10.1,18.1
W00001102,30.5,42.9,13.6,13
W00001103,34.3,41.2,7.8,16.7
W00001104,23.9,40.4,17.4,18.3
W00001105,22.1,40,15,22.9
W00001106,24.6,48.5,11.1,15.8
W00001107,30.6,36.8,10.4,22.2
W00001108,25.2,35.5,15.5,23.9
W00001109,42,38.5,9.8,9.8
W00001111,22.3,45.3,17.9,14.5
W00001113,47.9,26.9,13.4,11.8
W00001114,49.6,40.3,5.8,4.3
W00001117,42.7,40.2,12,5.1
W00001119,27.8,42.4,11.9,17.9
W00001120,51.8,34.7,5.9,7.6
W00001121,52.5,22.7,17,7.8
W00001122,31.6,43.4,16.3,8.7
W00001123,26,41.5,15,17.5
W00001294,23.5,43.5,16.5,16.5
W00001295,33.9,30.7,16.5,18.9
W00001296,38.1,32.5,12.7,16.7
W00001297,39.6,30.2,18.9,11.3
W00001298,54.8,30.1,9.6,5.5
W00001299,53,23.9,11.2,11.9
W00001300,55,21.4,13.7,9.9
W00001301,43.9,36,10.5,9.6
W00001302,42.4,34.7,10.4,12.5
W00001303,49,30.1,9.8,11.1
W00001304,29.6,39.2,15.2,16
W00001305,45.2,40.9,7.8,6.1
W00001306,38.4,38.4,8.9,14.4
W00001307,24.1,46.6,9.5,19.8
W00001308,30.3,38.5,13.1,18
W00001309,23,39.3,16.4,21.3
W00001311,35.2,35.2,13.9,15.8
W00001312,29.3,42.2,17.7,10.9
W00001919,32,41.8,12.4,13.7
W00001920,41.7,32.4,11.1,14.8
W00001921,39.4,28.8,19.2,12.5
W00001922,23.5,39.5,14.8,22.2
W00010458,30.1,27.1,14.3,28.6
W00010493,32.4,25.9,15.8,25.9
