geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
W00000419,99.4,0.6,0,0
W00000421,97.3,1.4,0,1.4
W00001014,100,0,0,0
W00001016,96.9,1,1,1
W00001026,99,0,0,1
W00001027,97.5,1.7,0,0.8
W00001028,98.6,0,0,1.4
W00001029,91.2,0,0.9,8
W00001030,94.3,3.8,0,1.9
W00001031,100,0,0,0
W00001032,99.2,0.8,0,0
W00001033,100,0,0,0
W00001074,99.2,0.8,0,0
W00001075,97.8,2.2,0,0
W00001076,100,0,0,0
W00001077,100,0,0,0
W00001078,97.5,1.7,0,0.8
W00001079,100,0,0,0
W00001080,98.1,1.9,0,0
W00001081,99.1,0.9,0,0
W00001082,100,0,0,0
W00001083,100,0,0,0
W00001084,98.6,0.7,0,0.7
W00001088,97.1,2.2,0,0.7
W00001092,99.2,0.8,0,0
W00001093,99.3,0.7,0,0
W00001094,100,0,0,0
W00001095,100,0,0,0
W00001102,100,0,0,0
W00001103,98.1,1,0,1
W00001104,100,0,0,0
W00001105,97.9,0.7,0,1.4
W00001106,97.7,2.3,0,0
W00001107,99.3,0,0,0.7
W00001108,99.4,0.6,0,0
W00001109,99.3,0,0.7,0
W00001111,98.3,1.1,0,0.6
W00001113,98.3,0,0,1.7
W00001114,94.9,0,0,5.1
W00001117,99.1,0,0,0.9
W00001119,97.4,2,0,0.7
W00001120,98.8,1.2,0,0
W00001121,93.6,2.9,0,3.6
W00001122,100,0,0,0
W00001123,99.5,0.5,0,0
W00001294,99.1,0,0,0.9
W00001295,97.6,2.4,0,0
W00001296,98.4,0,0,1.6
W00001297,98.1,0.9,0,0.9
W00001298,96.6,2.1,0,1.4
W00001299,98.5,0,1.5,0
W00001300,93.9,0.8,0,5.3
W00001301,98.2,0.9,0,0.9
W00001302,96.5,1.4,0.7,1.4
W00001303,97.4,0.7,2,0
W00001304,99.2,0,0,0.8
W00001305,98.2,0,0,1.8
W00001306,96.6,2.7,0,0.7
W00001307,100,0,0,0
W00001308,100,0,0,0
W00001309,99.2,0.8,0,0
W00001311,96.4,1.8,0,1.8
W00001312,98.6,0.7,0,0.7
W00001919,97.4,2,0,0.7
W00001920,97.2,0.9,0.9,0.9
W00001921,99,0,0,1
W00001922,97.5,1.2,1.2,0
W00010458,97.7,1.5,0,0.8
W00010493,97.9,0.7,0,1.4
