geography_code,country_of_birth_3a-001,country_of_birth_3a-002
W00000419,97.9,2.1
W00000421,97.3,2.7
W00001014,97.5,2.5
W00001016,96.3,3.7
W00001026,97,3
W00001027,98.9,1.1
W00001028,96.1,3.9
W00001029,87.8,12.2
W00001030,95.1,4.9
W00001031,98.3,1.7
W00001032,99,1
W00001033,98.4,1.6
W00001074,96.1,3.9
W00001075,94.6,5.4
W00001076,98.9,1.1
W00001077,96.2,3.8
W00001078,94.9,5.1
W00001079,98.8,1.2
W00001080,95,5
W00001081,98.6,1.4
W00001082,97.6,2.4
W00001083,97.6,2.4
W00001084,99.1,0.9
W00001088,95.3,4.7
W00001092,98,2
W00001093,97.7,2.3
W00001094,97.3,2.7
W00001095,98.7,1.3
W00001102,97,3
W00001103,96.9,3.1
W00001104,97.4,2.6
W00001105,94.4,5.6
W00001106,95.5,4.5
W00001107,93.8,6.2
W00001108,97.2,2.8
W00001109,96.1,3.9
W00001111,95.8,4.2
W00001113,89.5,10.5
W00001114,83.9,16.1
W00001117,97.6,2.4
W00001119,93.5,6.5
W00001120,95.5,4.5
W00001121,87.2,12.8
W00001122,96.7,3.3
W00001123,95.5,4.5
W00001294,96.2,3.8
W00001295,97.2,2.8
W00001296,94.9,5.1
W00001297,96.5,3.5
W00001298,95.2,4.8
W00001299,94,6
W00001300,84.7,15.3
W00001301,65.5,34.5
W00001302,94.6,5.4
W00001303,98.6,1.4
W00001304,94.7,5.3
W00001305,93.1,6.9
W00001306,94.9,5.1
W00001307,97.8,2.2
W00001308,98.6,1.4
W00001309,97.6,2.4
W00001311,95.3,4.7
W00001312,95,5
W00001919,95.6,4.4
W00001920,95.8,4.2
W00001921,97.7,2.3
W00001922,95,5
W00010458,96.7,3.3
W00010493,94.5,5.5
