geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
W00000419,98.1,1.9,0
W00000421,100,0,0
W00001014,100,0,0
W00001016,100,0,0
W00001026,97.9,2.1,0
W00001027,80.2,19.8,0
W00001028,95.8,4.2,0
W00001029,71.2,27.9,0.9
W00001030,94.3,5.7,0
W00001031,97.7,2.3,0
W00001032,98.4,1.6,0
W00001033,98.3,1.7,0
W00001074,99.2,0.8,0
W00001075,100,0,0
W00001076,100,0,0
W00001077,94,0.7,5.2
W00001078,98.3,0.8,0.8
W00001079,98,1.4,0.7
W00001080,98.8,1.3,0
W00001081,92.9,2.7,4.4
W00001082,98.2,1.8,0
W00001083,95.7,4.3,0
W00001084,99.3,0.7,0
W00001088,71.7,27.5,0.7
W00001092,97.6,2.4,0
W00001093,99.3,0.7,0
W00001094,99.3,0.7,0
W00001095,98.6,1.4,0
W00001102,99.4,0,0.6
W00001103,97.1,2.9,0
W00001104,100,0,0
W00001105,97.1,2.9,0
W00001106,100,0,0
W00001107,99.3,0.7,0
W00001108,99.4,0.6,0
W00001109,50.7,48.6,0.7
W00001111,95.5,4.5,0
W00001113,98.3,1.7,0
W00001114,30.7,69.3,0
W00001117,87.2,12.8,0
W00001119,87.4,11.3,1.3
W00001120,60.9,38.5,0.6
W00001121,65.7,33.6,0.7
W00001122,92.3,1.5,6.2
W00001123,98,0.5,1.5
W00001294,100,0,0
W00001295,100,0,0
W00001296,94.4,5.6,0
W00001297,67.3,32.7,0
W00001298,57.3,42.7,0
W00001299,67.6,32.4,0
W00001300,46.2,53.8,0
W00001301,89.5,10.5,0
W00001302,90.1,9.9,0
W00001303,74.7,25.3,0
W00001304,92.1,7.9,0
W00001305,99.1,0.9,0
W00001306,100,0,0
W00001307,100,0,0
W00001308,100,0,0
W00001309,100,0,0
W00001311,84.8,15.2,0
W00001312,97.3,2.7,0
W00001919,98,2,0
W00001920,96.2,3.8,0
W00001921,81,18.1,1
W00001922,97.5,2.5,0
W00010458,82.6,17.4,0
W00010493,87.1,12.9,0
