geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
W00000419,26.5,33.6,4.4,33.6,1.8
W00000421,18.9,38.8,5.7,31,5.7
W00001014,9,47.9,4.8,35.3,3
W00001016,15.8,39.5,2.8,37.9,4
W00001026,31.6,41.2,4.5,20.3,2.3
W00001027,37.2,39.1,10.1,9.7,3.9
W00001028,17.8,40.5,5.6,32,4.1
W00001029,19.7,47,4.4,27.3,1.6
W00001030,15.3,45.4,7.7,28.4,3.3
W00001031,21.7,43.7,3.9,28,2.8
W00001032,18.1,40.8,6.5,31.5,3.1
W00001033,17.2,41.7,5.1,33.5,2.4
W00001074,18,38.3,3.5,35.2,5.1
W00001075,9.3,39.2,2.5,47.5,1.5
W00001076,14.8,36.1,5.2,41.3,2.7
W00001077,17.6,39.6,4,35.2,3.7
W00001078,13.2,38.3,4.1,43.2,1.2
W00001079,17.7,38.5,5.2,36.8,1.7
W00001080,10.3,34.8,4.8,48.1,1.9
W00001081,13.7,32.5,6.4,44.9,2.6
W00001082,12.1,37.4,6.1,42.4,2
W00001083,12.4,42.6,4.4,39.4,1.2
W00001084,15.5,39.5,5.9,37.6,1.5
W00001088,12.1,37.1,6.3,42,2.7
W00001092,32.5,35.1,6.1,24.2,2.2
W00001093,13.7,41.8,4.9,36.1,3.4
W00001094,24.1,36.8,5.1,31.2,2.8
W00001095,14.7,37.8,6.6,37.8,3.1
W00001102,15.8,36.4,6.9,36.8,4.1
W00001103,24.4,42.5,4.1,26.4,2.6
W00001104,18,38.2,4.1,36.4,3.2
W00001105,14.3,39.5,3.1,41.5,1.7
W00001106,11.1,34.4,3.1,48.3,3.1
W00001107,15.9,42.1,5.9,32.5,3.7
W00001108,9.1,44.5,3.8,40.1,2.5
W00001109,16.6,31.9,8.1,42.1,1.3
W00001111,10.8,32.1,6.8,47.4,2.8
W00001113,14.6,37.9,7.6,37.9,2
W00001114,19.4,42.3,4.1,34.2,0
W00001117,23,36,7.5,32,1.5
W00001119,17.2,40.5,4.3,34.7,3.4
W00001120,17.7,33.6,7.5,38.9,2.3
W00001121,15,38.6,5.5,36.8,4.1
W00001122,17.3,30.7,6,43.8,2.1
W00001123,15.1,37.1,6.1,39.1,2.6
W00001294,14,35.5,5.3,44.3,0.9
W00001295,17.2,40.1,9.5,29.7,3.4
W00001296,19.8,42.4,7,26.7,4.1
W00001297,23.1,42.9,6.6,22.5,4.9
W00001298,25.5,39.4,4.6,28.7,1.9
W00001299,19.6,46.4,8.1,23.4,2.4
W00001300,17.4,43.5,5.8,30.4,2.9
W00001301,16.3,50.7,5.3,25.9,1.8
W00001302,12.3,39.6,8.5,36.2,3.4
W00001303,12.7,37.1,6.9,42,1.2
W00001304,6.4,38.6,4.7,48.9,1.3
W00001305,13.6,29.8,9.9,41.9,4.7
W00001306,12.5,33.5,6,45.2,2.8
W00001307,9.3,36.4,5.3,47.6,1.3
W00001308,9.9,41.8,6.5,41.4,0.4
W00001309,6.8,42.1,9.4,39.6,2.1
W00001311,19.4,37.1,6,33.6,3.9
W00001312,17.8,34.2,3.7,41.6,2.6
W00001919,11.8,39,3.8,43.9,1.4
W00001920,11,42.4,6.4,36.6,3.5
W00001921,35.7,36.8,6,18.7,2.7
W00001922,7.2,36.7,7.2,45.6,3.3
W00010458,12,41.9,5.1,38.5,2.6
W00010493,16.9,38.8,6.3,36.1,2
