areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00068701,87.6,2.1,1.4,9
E00068703,98.5,0,0,1.5
E00068704,92.1,2.6,0.9,4.4
E00068705,91.3,0.8,2.4,5.5
E00068706,87.5,3.1,0,9.4
E00068710,89.7,3.4,1.5,5.4
E00068711,91,3.8,0,5.3
E00068712,84.8,5.4,3.3,6.5
E00068713,87.3,4.9,2.9,4.9
E00068714,89.6,2.4,4,4
E00068717,97.3,1.8,0,0.9
E00068718,96.2,0.8,0.8,2.3
E00068719,91.2,4.4,0,4.4
E00068720,82.9,6.1,3.9,7.2
E00068721,90.1,1.8,0.9,7.2
E00068722,91.7,4.5,1.5,2.3
E00068723,83.9,2.5,0.8,12.7
E00068724,93.2,2.6,1.7,2.6
E00068725,90.2,4.2,3.5,2.1
E00068726,97.1,2.9,0,0
E00068727,82.9,13.5,3.6,0
E00068728,88.1,2.8,2.8,6.4
E00068729,88.2,4.2,1.7,5.9
E00068730,86.5,1.6,3.2,8.7
E00068731,89.7,5.2,1.7,3.4
E00068732,91.8,3.1,0.6,4.4
E00068733,86.4,4.9,0,8.7
E00068734,85.6,7.6,3.4,3.4
E00068736,93.9,3.1,0,3.1
E00068738,90.9,2.1,1.4,5.6
E00068813,59,20.1,2.2,18.7
E00068814,68.3,11.1,5.6,15.1
E00068815,79.5,6.8,4.8,8.9
E00068816,85.2,4.3,2.4,8.1
E00068817,86.3,4,0,9.7
E00068818,83.7,5.7,4.9,5.7
E00068819,86.5,6.4,2.8,4.3
E00068820,63.3,12.4,3.4,20.9
E00068821,91.4,2.2,0.7,5.8
E00068822,83.6,4.5,3.7,8.2
E00068823,61.6,5.4,8,25
E00068824,82.2,4.1,3.4,10.3
E00068825,86.5,1.6,5.6,6.3
E00068826,59.6,15.4,0,25
E00068827,85.2,3.9,0.8,10.2
E00068828,80.1,4.4,5.1,10.3
E00068829,89,2.3,2.9,5.8
E00068830,71.4,4.5,1.5,22.6
E00068831,76.9,6.7,6.7,9.7
E00068832,64.6,11.5,1.8,22.1
E00068833,84.8,3.8,4.5,6.8
E00068834,75.7,6.6,2.9,14.7
E00068835,77.4,3.6,8.3,10.7
E00068836,88.1,3.4,2.5,5.9
E00068837,79,7.3,5.6,8.1
E00068838,69.8,14.7,0.9,14.7
E00068839,56.4,17.8,5,20.8
E00068840,76.3,3.4,9.3,11
E00068841,72.2,10.4,0.9,16.5
E00068842,92.6,0.9,0.9,5.6
E00068843,62.6,16.5,4.3,16.5
E00068844,85.4,6.5,1.6,6.5
E00068845,77,13.9,0.8,8.2
E00068846,74.5,5.7,6.4,13.5
E00068847,75.8,7,5.5,11.7
E00068848,90.1,0.8,0,9.2
E00068849,83,6.3,2.7,8
E00068850,90.4,4.8,0.8,4
E00068851,92.7,0,2.1,5.2
E00068852,78.7,2.8,6.5,12
E00068853,88.9,4.3,3.4,3.4
E00068854,86.4,3.6,5.5,4.5
E00068855,76.4,4.7,3.9,15
E00068856,84.4,3.9,6.5,5.2
E00068857,77,8.1,6.7,8.1
E00068858,82.4,8,3.2,6.4
E00068859,77.7,6.2,6.2,10
E00068860,82.8,4.1,3.4,9.7
E00068861,79.1,10.1,3.1,7.8
E00068862,73.1,9.2,8.4,9.2
E00068863,60.1,14,1.4,24.5
E00068864,78.1,6.9,7.5,7.5
E00068865,79.8,8.8,0,11.4
E00069016,86.9,0.8,2.5,9.8
E00069017,83.2,5.9,3.4,7.6
E00069019,90,1.5,0,8.5
E00069020,94.6,0.8,1.5,3.1
E00069023,86.1,4.3,3.5,6.1
E00069024,89.7,3.4,2.3,4.6
E00069043,86.3,1.6,3.2,8.9
E00069044,81.3,7.5,2.8,8.4
E00069045,89.5,2.9,3.8,3.8
E00069046,90.8,3.1,1.5,4.6
E00069047,89.7,4,0.8,5.6
E00069048,84.7,5.9,0.8,8.5
E00069049,96.8,0,1.1,2.2
E00069050,91.7,1.7,1.7,5
E00069051,95.7,0,0.9,3.5
E00069052,93.3,2.2,1.5,3
E00069055,66.2,5.3,6.3,22.2
E00069056,73.4,3.9,7,15.6
E00069057,46.8,8.2,11.7,33.3
E00069058,66.9,6.8,4.2,22
E00069059,52,5.6,10.2,32.2
E00069060,59.3,4.9,4.9,30.9
E00069061,61.3,4.2,4.2,30.3
E00069078,65.2,8.9,11.6,14.3
E00069079,69.6,5.4,8.7,16.3
E00069080,70.4,5.1,1,23.5
E00069081,72.3,7.4,1.1,19.1
E00069082,74,5.5,2.4,18.1
E00069083,61.9,6.7,6.7,24.6
E00069084,70.1,3.4,4.3,22.2
E00069085,46.1,5.5,7.8,40.6
E00069086,57,8.1,8.7,26.2
E00069087,50.8,8.3,7.6,33.3
E00069088,51.1,10.1,7.2,31.7
E00069090,66.9,6.8,2,24.3
E00069094,87.4,4,2.6,6
E00069114,78.9,6.6,0.7,13.8
E00069250,84,2,0.7,13.3
E00069254,84.1,5.3,1.5,9.1
E00069255,75.8,12.5,5.8,5.8
E00069256,82.5,9.2,3.3,5
E00069257,77.7,6.1,6.1,10.1
E00069258,83.2,7.2,5.6,4
E00069259,75.7,4.5,9,10.8
E00069260,81.5,0.7,2.2,15.6
E00069261,93.3,5.9,0.8,0
E00069263,89,2.5,6.8,1.7
E00069264,82.2,2.1,3.4,12.3
E00069265,72.2,4.2,13.9,9.7
E00069266,79.5,7.1,4.5,8.9
E00069267,77.6,3.1,7.1,12.2
E00069268,86,6.3,0.7,7
E00069269,88.6,7.1,1.4,2.9
E00069270,84.6,3.8,2.3,9.2
E00069271,72.5,4.1,5.3,18.1
E00069272,82.8,2.2,5.2,9.7
E00069273,83.8,3.6,6.3,6.3
E00069274,80.2,4.8,4,11.1
E00069275,89.7,5.2,2.1,3.1
E00069276,87.3,3,0.7,9
E00069294,80.2,11.3,3.8,4.7
E00069297,80.3,9.1,5.3,5.3
E00069298,78.1,6.7,9.5,5.7
E00069299,70.3,13.6,6.8,9.3
E00069481,52.6,6.3,0.5,40.5
E00069482,56.5,13.1,1.8,28.6
E00069483,51.6,12.7,8.3,27.4
E00069484,50.4,15.6,2.8,31.2
E00069485,54.5,6.7,6,32.8
E00069486,56.6,9,4.9,29.5
E00069487,50.7,12,2.8,34.5
E00069489,63,6.7,2.5,27.7
E00069490,45.8,16.8,3.1,34.4
E00069492,38.1,10.2,1.7,50
E00069493,60.3,9.9,3.3,26.4
E00069494,50.4,11,3.9,34.6
E00069495,50,7,2.8,40.1
E00069496,50.7,4.3,14.3,30.7
E00069497,64.9,6.9,4.6,23.7
E00069498,43.4,10.5,7.2,38.8
E00069499,56.1,5.3,12.1,26.5
E00069500,59.9,4.1,6.1,29.9
E00069501,77.9,4.2,3.2,14.7
E00069502,67.2,4.9,5.7,22.1
E00069503,67.9,3.2,1.9,26.9
E00069505,54.3,8,7.2,30.4
E00069506,54.1,7.5,4.8,33.6
E00069507,60.7,5.4,7.1,26.8
E00069508,57,7,3.5,32.4
E00069509,72.2,5.3,0.8,21.8
E00069510,46.9,7.3,4.5,41.3
E00069511,58.8,14.9,0.7,25.7
E00069512,51.3,10.5,3.9,34.2
E00069513,76.5,6.8,2.3,14.4
E00069514,83,5,0,12.1
E00069515,85.9,8.1,2,4
E00069516,81.1,5,2.2,11.7
E00069517,92.2,3.5,0,4.3
