areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00068701,82.8,1.6,15.6
E00068703,95.5,0,4.5
E00068704,86.5,2.9,10.7
E00068705,88.4,3,8.7
E00068706,90.9,1.3,7.8
E00068710,88,2.8,9.1
E00068711,84.2,4.3,11.6
E00068712,87.4,1.4,11.2
E00068713,88.3,4.1,7.6
E00068714,92.2,2.1,5.7
E00068717,94.8,0.5,4.7
E00068718,90.4,0.7,8.9
E00068719,90.7,1.1,8.2
E00068720,79.2,3.2,17.6
E00068721,92.6,1.2,6.3
E00068722,91.2,2.5,6.3
E00068723,80.2,2,17.7
E00068724,95.1,2.1,2.8
E00068725,87.7,3.8,8.5
E00068726,98.3,0.6,1.2
E00068727,85.8,3.4,10.8
E00068728,88.8,0,11.2
E00068729,88,4.2,7.8
E00068730,83.3,3.1,13.6
E00068731,90,1.5,8.5
E00068732,85.3,2,12.7
E00068733,79.6,0,20.4
E00068734,82.9,2.8,14.3
E00068736,94.9,0,5.1
E00068738,88,1,11
E00068813,82.3,2.3,15.4
E00068814,73.4,2.5,24.1
E00068815,85.2,3,11.8
E00068816,84.4,1.3,14.2
E00068817,86.6,2.2,11.2
E00068818,86.5,1.1,12.4
E00068819,89.2,1.2,9.6
E00068820,68,4.7,27.3
E00068821,85.2,1.3,13.4
E00068822,84.1,2.3,13.6
E00068823,56.2,1.5,42.3
E00068824,79.9,0.9,19.2
E00068825,88.7,2.7,8.6
E00068826,56.5,4.7,38.8
E00068827,84.1,0,15.9
E00068828,79.7,0.8,19.4
E00068829,84.5,0.8,14.7
E00068830,81.5,1.3,17.2
E00068831,77.1,2.2,20.7
E00068832,68.4,3.7,27.9
E00068833,83.5,2.6,13.9
E00068834,83.6,1.5,15
E00068835,77,1.6,21.3
E00068836,89.4,0,10.6
E00068837,82.5,3.1,14.4
E00068838,83,2.6,14.4
E00068839,76.1,4,19.9
E00068840,78.7,3,18.4
E00068841,86.7,2.7,10.5
E00068842,87.7,0.5,11.8
E00068843,83.8,2.2,14
E00068844,82.8,6,11.2
E00068845,89.5,3.2,7.3
E00068846,74.9,6.5,18.6
E00068847,79.2,1.6,19.2
E00068848,83.9,1.1,15
E00068849,86.3,4.7,9
E00068850,89.3,2.3,8.5
E00068851,86.7,0.5,12.8
E00068852,79.1,4,16.9
E00068853,83.8,1.1,15
E00068854,90,0,10
E00068855,68,2.4,29.6
E00068856,87.4,1.2,11.4
E00068857,79.6,4.1,16.3
E00068858,83.4,2.5,14.1
E00068859,84.7,3.4,11.8
E00068860,77.2,0.9,21.9
E00068861,82.3,1.2,16.6
E00068862,78.5,2.2,19.4
E00068863,61.4,2.3,36.3
E00068864,79.8,1.2,19
E00068865,80,2.7,17.3
E00069016,86.7,1,12.3
E00069017,88.1,1.5,10.3
E00069019,87.2,1.3,11.5
E00069020,92.3,0.3,7.4
E00069023,90.5,0.3,9.2
E00069024,92.1,0,7.9
E00069043,82.4,3.9,13.8
E00069044,87.5,1,11.6
E00069045,89.1,0,10.9
E00069046,90.6,0.6,8.7
E00069047,89.8,0,10.2
E00069048,85.2,0.3,14.5
