areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00051173,95.8,4.2
E00051189,92.3,7.7
E00051220,93.1,6.9
E00051262,95.6,4.4
E00051263,91.7,8.3
E00051264,95,5
E00051278,96.4,3.6
E00051279,92,8
E00051280,93.9,6.1
E00051281,93.3,6.7
E00051282,94.7,5.3
E00051283,96.5,3.5
E00051291,92.4,7.6
E00051292,95.5,4.5
E00051293,95.6,4.4
E00051294,91.4,8.6
E00051296,85.7,14.3
E00051297,87,13
E00051298,96,4
E00051299,93.8,6.3
E00051300,97.4,2.6
E00051301,92.6,7.4
E00051302,93.9,6.1
E00051303,93,7
E00051304,94.2,5.8
E00051305,91,9
E00051306,88.5,11.5
E00051307,94.3,5.7
E00051308,94.8,5.2
E00051309,89.9,10.1
E00051310,89.3,10.7
E00051311,93.9,6.1
E00051312,93.4,6.6
E00051313,87.5,12.5
E00051314,96.3,3.7
E00051315,92.1,7.9
E00051316,90.3,9.7
E00051724,92.9,7.1
E00051725,88.4,11.6
E00051726,90.5,9.5
E00051727,93.7,6.3
E00051728,93.6,6.4
E00051729,95.4,4.6
E00051730,87.8,12.2
E00051731,89.5,10.5
E00051732,82.9,17.1
E00051733,93.8,6.3
E00051734,95.9,4.1
E00051735,96.9,3.1
E00051736,88.1,11.9
E00051737,97.7,2.3
E00051738,92.6,7.4
E00051739,94.2,5.8
E00051740,91.2,8.8
E00051741,95.1,4.9
E00051742,91.9,8.1
E00051743,95.9,4.1
E00051744,94,6
E00051745,93.8,6.2
E00051747,91.6,8.4
E00051749,97.7,2.3
E00051750,91.4,8.6
E00051751,96.8,3.2
E00051752,93.3,6.7
E00051753,92.7,7.3
E00051754,95.6,4.4
E00051755,96.8,3.2
E00051756,92.6,7.4
E00051757,91.2,8.8
E00051758,88.9,11.1
E00131002,95.5,4.5
E00131003,86.4,13.6
E00131004,97,3
E00131005,97.5,2.5
E00131007,94.8,5.2
E00131008,97,3
E00131009,98.6,1.4
E00131010,95.2,4.8
E00131104,96.4,3.6
E00131106,95.3,4.7
E00131108,93.3,6.7
E00131110,96.2,3.8
E00131112,97.8,2.2
E00131113,96.6,3.4
E00131114,97.5,2.5
E00131328,95.8,4.2
E00131329,96.8,3.2
E00131330,96.8,3.2
E00131331,94.7,5.3
E00131332,97.7,2.3
E00131333,96.4,3.6
E00131334,98.6,1.4
E00131335,97.4,2.6
E00131336,98,2
E00131337,98.6,1.4
E00131498,97.4,2.6
E00131499,96.6,3.4
E00131500,98.7,1.3
E00131501,94.3,5.7
E00131502,96,4
E00131504,97.8,2.2
E00131505,98.8,1.2
E00131506,95.2,4.8
E00131634,97.8,2.2
E00131635,93.6,6.4
E00131636,97.3,2.7
E00131648,97.1,2.9
E00150243,95.6,4.4
E00150244,95.6,4.4
E00150320,93,7
E00150321,96.7,3.3
E00150322,95.9,4.1
E00150323,95.6,4.4
E00150324,95.1,4.9
E00150325,96.9,3.1
E00150326,94.6,5.4
E00150327,96.5,3.5
E00150328,97.6,2.4
E00150329,94.1,5.9
E00150330,90.3,9.7
E00150331,97.2,2.8
E00150332,94.3,5.7
E00150333,97.9,2.1
E00150334,93.2,6.8
E00150335,95.9,4.1
E00150393,95,5
E00150394,95.9,4.1
E00150395,96.4,3.6
E00150398,96.4,3.6
E00150399,98.5,1.5
E00150400,98.8,1.2
E00150401,96.7,3.3
E00150402,94.6,5.4
E00150404,97.7,2.3
E00150468,95,5
E00150477,95.8,4.2
E00150478,97.4,2.6
E00151961,98,2
E00151962,95.7,4.3
E00151963,92.4,7.6
E00151964,82.5,17.5
E00151965,93.4,6.6
E00151967,89,11
E00151968,92.3,7.7
E00151971,88.5,11.5
E00151972,89.7,10.3
E00151973,99,1
E00151974,90.7,9.3
E00151975,93.1,6.9
E00151976,96.6,3.4
E00151977,97.1,2.9
E00151978,94.2,5.8
E00151979,89,11
E00151980,87.5,12.5
E00151981,99.6,0.4
E00151982,98.5,1.5
E00151983,95.1,4.9
E00151984,94.5,5.5
E00151985,94.6,5.4
E00151986,91,9
E00151987,93.3,6.7
E00151988,94,6
E00151989,93.5,6.5
E00151990,89.6,10.4
E00151991,94.2,5.8
E00151992,96.4,3.6
E00151993,85.7,14.3
E00151994,95.7,4.3
E00151995,89.6,10.4
E00151996,92.7,7.3
E00151997,91.5,8.5
E00151998,87.8,12.2
E00151999,96,4
E00152000,90,10
E00152001,94.2,5.8
E00152002,90.3,9.7
E00152003,94.3,5.7
E00152005,95.8,4.2
E00152006,94.3,5.7
E00152007,92.1,7.9
E00152008,92.4,7.6
E00152009,89.7,10.3
E00152010,96.8,3.2
E00152011,97.3,2.7
E00152012,90,10
E00152013,89.5,10.5
E00152014,94.4,5.6
E00152015,92.4,7.6
