areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00051173,47.5,9,31.6,11.9
E00051189,45.1,19.4,29.9,5.6
E00051220,49.1,21.3,17.6,12
E00051262,44.2,26.2,20.9,8.7
E00051263,36.8,29.9,21.8,11.5
E00051264,50.7,21.7,14.5,13
E00051278,45,20.7,15.7,18.6
E00051279,53.3,15.6,11.1,20
E00051280,48.8,18.9,20.5,11.8
E00051281,48.4,14.5,12.9,24.2
E00051282,56,13.4,14.2,16.4
E00051283,58.1,14.9,12.2,14.9
E00051291,56,18,14.7,11.3
E00051292,49.5,12.6,20.4,17.5
E00051293,57.1,12,17.3,13.5
E00051294,49.2,18.5,16.9,15.4
E00051296,57.4,22.6,11.3,8.7
E00051297,51,16.3,21.2,11.5
E00051298,51,14.3,15.3,19.4
E00051299,42.4,17.6,20,20
E00051300,52,12,22.7,13.3
E00051301,39.1,21.8,24.1,15
E00051302,44.8,16.8,14,24.5
E00051303,54.6,13.9,18.5,13
E00051304,50.3,19.6,17,13.1
E00051305,63.6,18.2,7.6,10.6
E00051306,50,14.9,22.8,12.3
E00051307,44.6,22.9,14,18.5
E00051308,59.1,11,14.2,15.7
E00051309,41.6,23.7,22,12.7
E00051310,50,18.4,21.1,10.5
E00051311,64.4,11.9,9.3,14.4
E00051312,41.5,21.2,19.5,17.8
E00051313,38.6,30.3,17.9,13.1
E00051314,41.3,24.8,21.5,12.4
E00051315,55.4,19.8,11.9,12.9
E00051316,64,12.4,7.9,15.7
E00051724,55.5,17.5,13.9,13.1
E00051725,46.9,30.2,15.6,7.3
E00051726,46.1,20.3,21.9,11.7
E00051727,49.7,22.4,18.8,9.1
E00051728,51.6,21.9,9.7,16.8
E00051729,42.9,22.3,12.5,22.3
E00051730,35.7,22.7,24.3,17.3
E00051731,51.6,22.6,8.1,17.7
E00051732,42.4,30.3,18.2,9.1
E00051733,51.4,21.2,12.3,15.1
E00051734,44,16.2,23,16.8
E00051735,47.4,21.8,14.1,16.7
E00051736,51.4,26.6,6.4,15.6
E00051737,43,16.8,19.6,20.6
E00051738,46,22.2,9.5,22.2
E00051739,46.2,23.9,12.8,17.1
E00051740,60.2,18.2,10.2,11.4
E00051741,53.7,23.1,6.6,16.5
E00051742,53.7,21.3,13.9,11.1
E00051743,45.8,17.8,22,14.4
E00051744,37.8,23.7,23.7,14.7
E00051745,49.2,25,13.7,12.1
E00051747,55.8,20.2,11.6,12.4
E00051749,52.2,19.1,17.4,11.3
E00051750,53.7,19.4,14.9,11.9
E00051751,59.5,16.2,12.6,11.7
E00051752,56.8,15.9,14.4,12.9
E00051753,49.1,17.5,17.5,15.8
E00051754,58.6,24.3,12.9,4.3
E00051755,38.5,18.5,24.6,18.5
E00051756,48.9,21.7,13,16.3
E00051757,60.7,13.7,11.1,14.5
E00051758,43.6,19.3,21.6,15.6
E00131002,31.7,21.3,35.4,11.6
E00131003,25.1,15.2,45.4,14.3
