geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00100629,16.9,22.5,38.8,21.9
E00100630,16.5,24.1,37.1,22.4
E00100631,28.8,29.5,11.6,30.1
E00100632,37.8,33.1,10.8,18.2
E00100633,16.7,50,11.9,21.4
E00100635,29,12.2,37.4,21.4
E00100636,11.8,25.5,39.2,23.5
E00100637,30.1,30.1,21.7,18.1
E00100638,35.9,28.2,18.8,17.1
E00100639,31.8,22.3,21,24.8
E00100640,30.3,27.9,21.3,20.5
E00100642,34.5,26.2,22.8,16.6
E00100643,21.6,37.6,20,20.8
E00100644,44,20.1,17.9,17.9
E00100645,35.9,28.8,14.7,20.7
E00100646,27.7,32.5,16.9,22.9
E00100647,28.8,32.4,20.9,18
E00100648,35.3,26.1,17,21.6
E00100649,27,22.2,34.1,16.7
E00100650,39,29.7,15.1,16.2
E00100651,11.1,33.3,40,15.6
E00100652,38.8,28.7,12.4,20.2
E00100707,15.9,25.6,43.9,14.6
E00100708,25,30.3,26.3,18.4
E00100709,27.6,21.8,36.5,14.1
E00100710,30.1,28.3,24.8,16.8
E00100711,19,18.6,40.7,21.7
E00100712,46.4,23.6,13.6,16.4
E00100717,20.4,29.6,34.3,15.7
E00100719,15.1,22.6,52.8,9.4
E00100720,18.7,22.5,41.6,17.2
E00100722,13,26.1,34.8,26.1
E00100898,13.1,27.4,41.7,17.7
E00100899,24.7,17.6,42.4,15.3
E00100900,19.3,27.7,38.7,14.3
E00100901,19.7,25.5,35,19.7
E00100902,22.8,23.5,34.6,19.1
E00100903,40.2,25.3,17.2,17.2
E00100904,16.1,24.8,36.9,22.1
E00100905,33.3,20,25.9,20.7
E00100913,23.5,20.6,40.2,15.7
E00100915,19.6,19.6,42,18.8
E00100916,9.4,23.3,53.5,13.8
E00100917,15.2,32.3,39.2,13.3
E00100918,16.2,27,48.6,8.1
E00100919,11.2,25.7,52.5,10.6
E00101044,16.7,16,42.4,25
E00101045,22.7,19.9,38.3,19.1
E00101067,17,22.4,40.1,20.4
E00101068,16.2,21.5,38.5,23.8
E00101069,14.1,28.9,40.8,16.2
E00101070,11.9,28.7,38.6,20.8
E00101071,30.7,28.9,27.2,13.2
E00101072,11.3,20.5,56.3,11.9
E00101073,12.2,26.7,41.1,20
E00101074,10.7,30.3,42.6,16.4
E00101075,8,37.3,36,18.7
E00103966,16,30,36.6,17.4
E00103967,14.9,29.2,34.4,21.4
E00103970,4.2,41.7,39.6,14.6
E00104001,27.1,20.6,33.6,18.7
E00104002,26.3,37.5,16.3,20
E00104004,29,16.8,33.6,20.6
E00104005,6.4,27.7,59.6,6.4
E00104006,13.6,21.2,41.8,23.4
E00104139,11.5,21.2,46.1,21.2
E00104140,21,30.6,31.5,16.9
E00104141,14.8,21.9,41,22.4
E00104142,17.9,21.6,49.4,11.1
E00104143,20,17.9,45,17.1
E00148494,13.1,26.2,47.7,13.1
E00148495,7.4,28.4,52,12.2
E00148496,18.8,25,28.1,28.1
E00148497,18.6,30.2,34.1,17.1
E00148498,8.3,25,48.2,18.5
E00148499,21.2,32.9,28.2,17.6
E00148500,24.8,32.4,27.6,15.2
E00148501,16.8,29.9,32.7,20.6
E00148502,16.5,23.3,41.4,18.8
E00148557,23.1,25,36.5,15.4
E00148590,50.4,23.7,8.4,17.6
E00148591,38.7,31,11.3,19
E00148592,50.4,24.4,10.9,14.3
E00148593,44.5,23.7,13.3,18.5
E00148595,36,28.6,22.2,13.2
E00148596,52.1,17.6,8.4,21.8
E00148597,41.1,22.7,18.4,17.7
E00148598,33.6,27.4,26.7,12.3
E00148599,30.4,25,26.8,17.9
E00148600,55.6,24.1,6.5,13.9
E00148601,53.1,26.3,8.1,12.5
E00148602,32.6,30.4,22.1,14.9
E00148603,50.3,18,15.5,16.1
E00148604,50.7,23.7,12.5,13.2
E00148605,40.2,22,23.2,14.6
E00148606,40.2,27.3,16.9,15.7
E00148607,44.2,24.7,13.6,17.5
E00148608,34.4,33.1,20.8,11.7
E00148609,40.1,30.2,17.3,12.3
E00148610,39.2,25.7,24.3,10.8
E00148611,32.8,27,19,21.2
E00148612,40.5,27,21.4,11.1
E00148613,41.3,24.5,16.8,17.4
E00148614,64.4,19.6,6.7,9.2
E00148615,33.2,30.2,22.9,13.7
E00148616,44.8,25,14.6,15.6
E00148617,61.7,21.1,8.6,8.6
E00148619,38,27.3,11.3,23.3
E00148620,24.7,48.1,15.6,11.7
E00148621,45.9,21.6,15.3,17.1
E00148622,42.8,28.3,10.9,18.1
E00148623,28.9,22.8,30.2,18.1
E00148624,37.7,20.3,26.6,15.5
E00148625,39.1,26.8,14.5,19.6
E00148626,51,16.7,17.7,14.6
E00148627,45.7,23.6,13.4,17.3
E00148628,48.8,22.8,14.2,14.2
E00148629,40,29,13.8,17.2
E00148630,36.1,27.8,19.4,16.7
E00148689,18.3,24.4,47.6,9.8
E00148690,7.7,23.1,47.4,21.8
E00148707,31.3,25.9,26.8,16.1
E00148708,23.6,37.7,24.5,14.2
E00148709,33.7,29.7,17.7,18.9
E00148710,21.6,34.5,27.3,16.5
E00148711,34.8,22.6,25.2,17.4
E00148712,27.1,27.1,32.1,13.6
E00148713,31.8,29.1,21.2,17.9
