geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00100629,2,0,3.2,94.8,0
E00100630,1.3,0.3,2,96.3,0
E00100631,1.5,0,1.2,97.2,0
E00100632,3.4,0.3,1.2,95,0
E00100633,0,0,0.5,99.5,0
E00100635,1.1,0,0.4,98.6,0
E00100636,0.4,0,3.5,96.1,0
E00100637,0.4,0.4,0.8,98.3,0
E00100638,9.1,0,3.1,87.8,0
E00100639,0.3,1,0.5,98,0.3
E00100640,0.4,1.4,0.4,97.5,0.4
E00100642,3.2,0,0.6,94.8,1.4
E00100643,0.7,0,0,98.5,0.7
E00100644,1.4,0,0,98.6,0
E00100645,0.3,0,2,97.7,0
E00100646,0,0,0.6,98.8,0.6
E00100647,2.3,0,1.1,96.2,0.4
E00100648,1.1,0,0.3,98.6,0
E00100649,0,0,0.3,99.7,0
E00100650,1.1,0,1.5,96.8,0.6
E00100651,0,0,0,100,0
E00100652,0,0,0.7,99.3,0
E00100707,1.2,0,0.8,96.7,1.2
E00100708,0.8,0,2.7,94.9,1.6
E00100709,1.3,0.3,0.3,98.2,0
E00100710,0,0.7,2.4,96.5,0.3
E00100711,0.2,0,1.1,98.6,0
E00100712,0,0,0,100,0
E00100717,0,0.4,0,99.6,0
E00100719,0.7,0.7,0,98.7,0
E00100720,0,0.2,0.9,98.9,0
E00100722,0.9,0,0.3,98.9,0
E00100898,0.9,0.2,0.2,98.4,0.2
E00100899,2,0,1,97,0
E00100900,0.3,0,1.3,98.4,0
E00100901,1.5,0,1.8,96.3,0.3
E00100902,0,0,0,99.7,0.3
E00100903,1.6,0,1.2,97.3,0
E00100904,0.3,1,2.4,95.1,1
E00100905,0.6,0,0.3,99.1,0
E00100913,0.5,0,0.5,98.6,0.5
E00100915,0.5,0.5,1,98,0
E00100916,0.5,0,0.5,98.9,0
E00100917,0.3,0,0,99.7,0
E00100918,1.1,0.2,1.6,95.9,1.1
E00100919,0.3,0.3,1.8,97,0.6
E00101044,0,0,1,99,0
E00101045,0.3,0,1.1,98.6,0
E00101067,0,0,1.8,97.9,0.3
E00101068,0.4,0,0,99.6,0
E00101069,0,0,0,99.4,0.6
E00101070,0.8,0,1.2,98,0
