geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00100629,79.8,14,6.2
E00100630,86.8,10.8,2.4
E00100631,76.5,17.4,6.1
E00100632,70.5,18,11.5
E00100633,55.6,22.7,21.7
E00100635,83.5,13,3.5
E00100636,86,10.1,4
E00100637,73.4,17,9.5
E00100638,76.3,17.4,6.3
E00100639,67.4,25.2,7.4
E00100640,77.1,17.1,5.7
E00100642,73.1,21.1,5.7
E00100643,79,15.8,5.1
E00100644,76.1,15.4,8.6
E00100645,83.1,13.6,3.3
E00100646,70.7,23.6,5.7
E00100647,80.5,13.9,5.6
E00100648,81.2,13,5.8
E00100649,75.9,19.8,4.3
E00100650,82,13.3,4.7
E00100651,85.5,11.8,2.7
E00100652,82.5,14,3.4
E00100707,74.7,18.7,6.6
E00100708,72.5,19,8.5
E00100709,79.4,17,3.7
E00100710,78.7,16,5.2
E00100711,87.1,10.6,2.3
E00100712,78.7,15.3,6
E00100717,77,18.3,4.7
E00100719,77.2,12.1,10.7
E00100720,86,10.3,3.7
E00100722,87,11.5,1.4
E00100898,85.4,11.7,2.9
E00100899,80.2,15.1,4.7
E00100900,78.9,12.5,8.6
E00100901,81.5,14.2,4.3
E00100902,85,11.1,3.9
E00100903,76.9,17.6,5.5
E00100904,83.6,12.2,4.2
E00100905,78.7,14.6,6.7
E00100913,83.6,13.7,2.7
E00100915,86.3,10.3,3.4
E00100916,84.9,12.2,3
E00100917,85.8,11.5,2.7
E00100918,88,8.4,3.6
E00100919,82.4,14.2,3.3
E00101044,83.1,11.8,5.1
E00101045,83.7,13,3.4
E00101067,86,12.5,1.5
E00101068,85.2,11,3.8
E00101069,85.4,12.1,2.5
E00101070,79,16.9,4
E00101071,83.3,12.5,4.2
E00101072,86.7,10,3.2
E00101073,83.3,13,3.7
E00101074,87.3,12.7,0
E00101075,87.1,10.7,2.2
E00103966,79.4,15.1,5.5
E00103967,80.8,14.5,4.7
E00103970,84.8,9.1,6.1
E00104001,81.7,13.4,5
E00104002,73.7,18.9,7.3
E00104004,77.2,18.2,4.6
E00104005,70.4,25.6,4
E00104006,84.1,12.5,3.4
E00104139,80.7,14.1,5.2
E00104140,80.4,15.8,3.8
E00104141,82.8,13.1,4.2
E00104142,84.8,11.8,3.3
E00104143,79.9,14.9,5.2
E00148494,81.7,13.6,4.7
E00148495,87.7,8.9,3.4
E00148496,77.2,17.3,5.5
E00148497,82.8,13.3,3.9
E00148498,83.1,13,3.9
E00148499,79.5,14.9,5.6
E00148500,84,13.1,2.9
E00148501,86.8,8.1,5.1
E00148502,75.8,16.5,7.7
E00148557,80.8,14.6,4.6
E00148590,80.5,13.2,6.3
E00148591,76.8,17.4,5.7
E00148592,76.4,14.7,8.9
E00148593,79.6,15.8,4.7
E00148595,84.1,11.6,4.3
E00148596,79.2,16.2,4.6
E00148597,81.6,9.2,9.2
E00148598,80.2,14.6,5.3
E00148599,75,18.1,6.9
E00148600,69.8,23.1,7.1
E00148601,84.2,10.3,5.5
E00148602,80.9,14,5.1
E00148603,67.3,25.4,7.3
E00148604,73.5,16.2,10.3
E00148605,83.9,13.5,2.6
E00148606,82.4,12.8,4.8
E00148607,81,13.7,5.2
E00148608,82.9,15.3,1.7
E00148609,83.3,13.7,3
E00148610,81.9,15.7,2.4
E00148611,84.1,13,2.9
E00148612,82.1,13.6,4.3
E00148613,83.8,13,3.2
E00148614,76.7,15.8,7.6
E00148615,82.2,14,3.7
E00148616,72,20.5,7.6
E00148617,75.7,16.8,7.5
E00148619,77.2,16.6,6.3
E00148620,70.9,19.2,9.8
E00148621,73.3,19.8,7
E00148622,77.8,17.3,4.9
E00148623,76.3,16,7.7
E00148624,86.4,10.3,3.3
E00148625,69.3,20.1,10.6
E00148626,65,25.2,9.8
E00148627,75,16,9
E00148628,75.1,15,9.9
E00148629,79.5,14.4,6.1
E00148630,76.9,15.3,7.8
E00148689,84,12.7,3.4
E00148690,81.1,15.6,3.3
E00148707,69.4,21.2,9.4
E00148708,75.6,18.4,6
E00148709,89.2,8.9,1.8
E00148710,79.4,16,4.6
E00148711,84.5,12.1,3.4
E00148712,79.5,14.5,6
E00148713,76.2,18.4,5.4
