geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00100629,16.7,37.3,5.7,36.9,3.4
E00100630,10.2,45.7,7.3,34.3,2.4
E00100631,25,50.8,6.8,15.2,2.3
E00100632,25.1,47.5,7.6,16,3.8
E00100633,37.6,36,7.4,13.2,5.8
E00100635,11.9,46.2,8.5,31.4,2.1
E00100636,12.7,43.7,5.3,36.7,1.6
E00100637,21,45.9,4.4,26.8,2
E00100638,23.4,35.7,6.5,29.6,4.8
E00100639,23.3,36.8,5,29.4,5.5
E00100640,19,45.6,6.3,25.8,3.2
E00100642,19.1,39.4,8.3,28.3,4.9
E00100643,19.7,47,5.6,25.6,2.1
E00100644,24.7,45,5.2,21.2,3.9
E00100645,20.1,45.9,9,22.5,2.4
E00100646,19,42.9,11.3,26.8,0
E00100647,20.3,42.7,6.6,28.2,2.2
E00100648,15.3,48.7,7.1,27.6,1.3
E00100649,15.9,38.4,8,33.2,4.5
E00100650,14,49.1,5.3,29.8,1.8
E00100651,16.1,40.9,5.4,35.5,2.2
E00100652,21.5,52,5.8,17.9,2.7
E00100707,21.8,30,10,35,3.2
E00100708,11,37.9,9.7,37.4,4
E00100709,15.4,39.5,5.6,35.1,4.4
E00100710,14.2,43.5,5.5,33.6,3.2
E00100711,12.8,42.6,8.5,35.4,0.8
E00100712,21.1,50.5,6.3,22.1,0
E00100717,12.3,31.3,5.2,47.4,3.8
E00100719,11.1,40.7,5.9,40.7,1.5
E00100720,18.1,38.9,5.2,35.2,2.6
E00100722,15.8,41.1,9.1,32.7,1.3
E00100898,14.9,41,5.2,36.3,2.6
E00100899,12.7,38.2,6.7,39.3,3
E00100900,12.4,42.4,3.6,36.4,5.2
E00100901,15.7,45.2,7.1,28.1,3.9
E00100902,13,39.4,6.5,37.9,3.2
E00100903,30.4,32.6,6.2,25.6,5.3
E00100904,13.2,43.4,4.7,36.8,1.9
E00100905,11.7,43.8,7.1,35.2,2.1
E00100913,13.3,48.3,3,34,1.5
E00100915,13.6,51.2,6.8,25.9,2.5
E00100916,12.2,41.1,4.1,40.4,2.2
E00100917,14.3,32.2,5.9,44.4,3.1
E00100918,13,38.5,7.8,39.1,1.7
E00100919,15.2,37.9,5.9,38.6,2.4
E00101044,10.6,32.2,5.1,50.2,1.8
E00101045,10.3,40.7,5.7,41.7,1.7
E00101067,13.2,44.9,5.3,34.7,1.9
E00101068,12.7,36.2,7.4,39.7,3.9
E00101069,12.2,44.7,6.1,35.9,1.1
E00101070,13.9,36.8,9.5,37.2,2.6
E00101071,16.9,40.6,8.4,32.5,1.6
E00101072,10.5,40.8,6.7,39.3,2.6
E00101073,17.7,37.6,3.2,37.6,3.8
E00101074,12.7,33.3,6.9,42.6,4.4
E00101075,17.2,42.3,7.5,32.6,0.4
E00103966,15.4,45.5,7.2,29.6,2.2
E00103967,12.7,40.8,9.5,34.4,2.6
E00103970,7.4,48.1,3.7,39.8,0.9
E00104001,14,44.3,7.5,34.2,0
E00104002,23,45.5,8.9,19.7,2.8
E00104004,10.8,45.2,6.2,36.9,0.8
E00104005,12.9,27.5,4.6,49.6,5.4
E00104006,10.8,45.5,6.7,34.4,2.5
E00104139,18.1,41.9,5.2,34.2,0.6
