geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00100629,7,33.3,38,21.6
E00100630,0,37.8,32.4,29.7
E00100631,20.4,43.8,27.7,8
E00100632,25.4,42,21.7,10.9
E00100633,35.2,46.7,14.8,3.3
E00100635,5.9,33.6,37,23.5
E00100636,5.1,27.4,43.6,23.9
E00100637,28.5,50,15.4,6.2
E00100638,29.1,46.2,19,5.7
E00100639,17.9,47,26.8,8.3
E00100640,18.8,47.7,30.2,3.4
E00100642,32.7,51.7,12.8,2.8
E00100643,13.2,49.6,26.4,10.7
E00100644,24,41.6,24.8,9.6
E00100645,16,41.7,29.9,12.3
E00100646,13,47.8,33.7,5.4
E00100647,13.5,44.4,35.7,6.3
E00100648,8.9,40.8,34.4,15.9
E00100649,8,43.3,31.3,17.3
E00100650,8.8,50.4,30.3,10.5
E00100651,1.9,42.6,42.6,13
E00100652,19.8,48.4,25.4,6.3
E00100707,17.1,49.6,25.6,7.8
E00100708,16.9,47.8,27.2,8.1
E00100709,12.2,43.3,33.5,11
E00100710,12.3,47.3,27.4,13
E00100711,5.6,26,36.2,32.2
E00100712,14.8,50,27.8,7.4
E00100717,13.7,52.7,29,4.6
E00100719,4.5,33.3,39.4,22.7
E00100720,5.3,32.1,31.6,31
E00100722,4.3,31.4,34.3,30
E00100898,3.3,31.5,45.7,19.6
E00100899,8.8,36.8,39.7,14.7
E00100900,9.7,43.5,31.5,15.3
E00100901,11.5,42.6,32.4,13.5
E00100902,5.4,34.1,39.5,20.9
E00100903,14.2,47.5,33.3,5
E00100904,4.6,26.9,45.4,23.1
E00100905,5,35,40.7,19.3
E00100913,0,28.7,41.5,29.8
E00100915,1.3,35.1,37.7,26
E00100916,6.2,28.8,41.1,24
E00100917,4.4,36,33.1,26.5
E00100918,2.9,31.8,39.4,25.9
E00100919,4.4,26.7,42.2,26.7
E00101044,3.6,29.7,46.4,20.3
E00101045,5.8,30.3,41.9,21.9
E00101067,0,31,41.9,27.1
E00101068,4.6,27.8,41.7,25.9
E00101069,6.9,25.4,49.2,18.5
E00101070,5.9,41.2,28.6,24.4
E00101071,7.9,47.1,33.6,11.4
E00101072,3,37.9,34.1,25
E00101073,6.5,26.9,40.9,25.8
E00101074,1,39.8,34,25.2
E00101075,0.9,27.5,39.4,32.1
E00103966,4.1,33.5,39.2,23.2
E00103967,5.1,40.9,32.4,21.6
E00103970,3.8,39.6,39.6,17
E00104001,9.9,48.8,29.8,11.6
E00104002,35.6,43.2,15.9,5.3
E00104004,13.4,47.9,24.6,14.1
E00104005,8.9,42.3,37.4,11.4
E00104006,4.3,28.3,41.3,26.1
E00104139,5.5,38,36.2,20.2
E00104140,5.4,41.9,36.5,16.2
E00104141,5,30,36.3,28.8
E00104142,4.7,37.3,40.7,17.3
E00104143,4.4,42.5,36.9,16.3
E00148494,2,35.7,40.8,21.4
E00148495,5.3,17.5,41.2,36
E00148496,12.7,49.2,30.5,7.6
E00148497,9.7,38.2,31.3,20.8
E00148498,2,25,45.4,27.6
E00148499,7,48.2,31.6,13.2
E00148500,5.2,38.3,40,16.5
E00148501,2.5,34.6,44.4,18.5
E00148502,3.6,33.6,41.6,21.2
E00148557,9.5,38.1,34.9,17.5
E00148590,28.1,51.8,13.7,6.5
E00148591,27.4,43.5,24.4,4.8
E00148592,29,46,18.5,6.5
E00148593,7.9,45.5,29.7,17
E00148595,7.3,37.2,45.1,10.4
E00148596,30.6,46.8,16.1,6.5
E00148597,8.1,48,24.4,19.5
E00148598,11.2,51.4,30.2,7.3
E00148599,19.2,37.7,30.8,12.3
E00148600,19.9,50.4,24.8,5
E00148601,14.5,43.5,31.5,10.5
E00148602,14.3,49.4,28.6,7.7
E00148603,37.4,47.3,10.4,4.9
E00148604,30.6,36.8,20.1,12.5
E00148605,8.7,42.5,37.8,11
E00148606,14,50.5,28.4,7.2
E00148607,13.7,47.9,26.7,11.6
E00148608,12.5,38.2,34.9,14.5
E00148609,6.5,51.6,22.6,19.4
E00148610,6.8,35.9,37.6,19.7
E00148611,14.4,42.4,28,15.2
E00148612,10.2,45.3,32.8,11.7
E00148613,15.7,45.7,25.7,12.9
E00148614,35.7,44.1,12.6,7.7
E00148615,10.1,48.2,34.6,7
E00148616,37.9,49,11.1,2
E00148617,36.2,49.8,11.6,2.4
E00148619,12.8,38.4,32,16.8
E00148620,21,54,16.1,8.9
E00148621,13.2,48.8,24,14
E00148622,18.5,47.1,23.5,10.9
E00148623,9.1,40.3,33.1,17.5
E00148624,5,29.6,46.9,18.4
E00148625,29.2,44.3,20.3,6.3
E00148626,46,38.7,13.1,2.2
E00148627,28.3,43.3,19.7,8.7
E00148628,20.2,53.6,18.5,7.7
E00148629,18.8,43.6,32.3,5.3
E00148630,10.4,49.6,27.2,12.8
E00148689,8.7,34.8,39.1,17.4
E00148690,4.3,52.2,33.9,9.6
E00148707,17.9,44.7,26,11.4
E00148708,28,51,16.8,4.2
E00148709,11.8,39.5,33.6,15.1
E00148710,16.2,46.7,28.7,8.4
E00148711,18.1,45.7,25.2,11
E00148712,13.5,45,33.3,8.2
E00148713,28,47.3,17.7,7
E00148714,31.2,52,11.2,5.6
E00148715,13.6,44.7,31.1,10.6
E00148716,5.2,40,37.4,17.4
E00148717,33.3,43.1,18.6,4.9
E00148718,6.8,42.4,37.1,13.6
E00148719,9.7,49.2,29,12.1
E00148723,7,44.5,35.9,12.5
E00148724,15.2,33.6,33.6,17.6
E00148725,9.2,36.8,36.8,17.2
E00148731,5.3,34.4,38.4,21.9
E00148732,7.5,35.5,35.5,21.5
E00148733,9.9,36.6,38.2,15.3
E00148734,5.9,39.2,29.4,25.5
E00148787,9.4,33.1,33.9,23.6
E00148788,5.8,34.2,39.2,20.8
