geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00047679,10.5,77,12.5
E00047680,10.6,61.7,27.7
E00047681,9.3,62.8,27.9
E00047682,7.7,73.1,19.2
E00047684,15,69.9,15
E00047685,11.2,77.6,11.2
E00047686,14.7,58.8,26.5
E00047687,11.3,67.9,20.8
E00047688,5.5,74.3,20.2
E00047689,6,78.6,15.4
E00047690,6.1,78,15.9
E00047691,8.8,69.6,21.6
E00047692,8.5,82.2,9.3
E00047693,13.1,82,4.9
E00047694,10.3,76.6,13.1
E00047695,4.8,80.8,14.4
E00047696,7.1,75.9,17
E00047697,5.1,69.4,25.5
E00047698,13.7,73.7,12.6
E00047700,17.7,65.6,16.7
E00047701,9,70.5,20.5
E00047702,9.3,78.6,12.1
E00047703,15.5,65.5,19.1
E00047704,5.6,58.9,35.5
E00047705,9.4,67.9,22.6
E00047707,5.6,80.6,13.9
E00047708,5,81,14
E00047709,6.2,73.8,20
E00047710,15.4,51.9,32.7
E00047711,18.1,61.4,20.5
E00047713,11.6,72.9,15.5
E00047763,4.2,81.7,14.1
E00047764,9.1,75.4,15.4
E00047765,8.6,76.2,15.2
E00047766,13.4,73.1,13.4
E00047767,6.9,82.8,10.3
E00047768,14,67.4,18.6
E00047769,10.8,67.6,21.6
E00047770,5.2,81.3,13.4
E00047771,8,56.8,35.2
E00047772,6.6,76,17.4
E00047773,17,67,16.1
E00047774,17.3,67.3,15.3
E00047775,14.5,71,14.5
E00047776,13.2,44.1,42.6
E00051759,6,63,31
E00051760,5.8,78.6,15.5
E00051761,8.5,70.8,20.8
E00051762,8.9,73.2,17.9
E00051765,8.5,69.1,22.3
E00051767,10.5,71.1,18.4
E00051768,13.1,71.3,15.6
E00051769,5.1,66.7,28.2
E00051771,10.6,66.7,22.7
E00051772,7.7,75.5,16.8
E00051773,7.8,76.7,15.5
E00051774,12.6,59.5,27.9
E00051775,5.5,75.6,18.9
E00051776,9.4,73.6,17
E00051777,6.3,80.2,13.5
E00051778,7.9,73.3,18.8
E00051779,9.9,76.6,13.5
E00051781,9.7,69.4,20.9
E00051782,2.6,71.4,26
E00051783,12.5,66.3,21.3
E00051784,8.7,59.6,31.7
E00051785,5.9,72.4,21.7
E00051786,5,77.7,17.4
E00051787,9.2,67.8,23
E00051788,10.8,74.5,14.7
E00051789,8.1,77.2,14.6
E00051791,5.6,74.4,20
E00051793,8.1,82.2,9.6
E00051794,0,89.2,10.8
E00051795,3.4,85.7,10.8
E00051796,13.5,58.3,28.1
E00051798,8.5,68.5,23
E00051799,5.4,71.3,23.3
E00051800,11.5,57.5,31
E00051801,4.8,73.3,21.9
E00051802,13.3,65,21.7
E00051803,8.3,74.4,17.3
E00051804,8.3,82.7,9
E00051805,14.6,65,20.4
E00051806,5.1,81.5,13.4
E00051807,10.3,71.8,17.9
E00051808,3.7,75.4,20.9
E00051809,10.4,68.9,20.8
E00051810,8.4,77.6,14
E00051811,11.7,55,33.3
E00051812,9.9,56.2,33.9
E00051813,7.2,71.2,21.6
E00051814,16.7,60.8,22.5
E00051815,15.1,55.6,29.4
E00051816,7.1,72.7,20.2
E00051819,12.5,62.5,25
E00051820,8.3,54.5,37.2
E00051821,5.4,69.8,24.8
E00051822,12.8,62.4,24.8
E00051823,8.3,50,41.7
E00051824,9.7,60.2,30.1
E00051825,12.1,54.3,33.6
E00051826,6.8,78.8,14.4
E00051827,7.4,72.2,20.4
E00051828,9.1,60.9,30
E00051829,5.9,80.2,13.9
E00051830,11.6,64.3,24.1
E00051831,9.1,65.7,25.3
E00051832,7.8,79.6,12.6
E00051833,7.6,70.6,21.8
E00051834,9.2,80.7,10.1
E00051835,7.3,77.1,15.6
E00051836,6.8,78.9,14.3
E00051837,6.6,70.2,23.1
E00051838,6.4,81.7,11.9
E00051839,4.7,62.6,32.7
E00051840,2.5,77.8,19.8
E00051841,10,73.6,16.4
E00051842,8.7,72.2,19.1
E00052054,8.3,73.6,18.2
E00052057,8,66.4,25.5
E00052068,9.8,68.8,21.4
E00052069,5.2,83.6,11.2
E00052074,12.7,57.1,30.2
E00052077,10.8,59,30.1
E00052078,8.7,76.1,15.2
E00052079,10.7,71.4,17.9
E00052080,9.3,58.1,32.6
E00052081,10.9,59.1,30
E00052082,8.2,47.3,44.5
E00052083,8,47.1,44.8
E00052084,12.9,67.3,19.8
E00052085,11.5,69.7,18.9
E00052087,9.4,52.1,38.5
E00052088,12.6,60.4,27
E00052089,14.7,42.6,42.6
E00052090,11.2,54.4,34.4
E00052091,9.1,55.7,35.2
E00052092,8.6,55.2,36.2
E00052093,7,68.2,24.8
E00052094,17,60.4,22.6
E00052095,10.9,54.3,34.9
E00052481,18.2,64.8,17
E00052483,7.1,67.9,25
E00150173,8.4,86,5.6
E00150174,6.7,75.2,18.1
E00150175,7.7,75.6,16.7
E00150176,12.6,64.1,23.3
E00150177,16.1,68.5,15.3
E00150178,11.8,70.6,17.6
E00150179,8.4,74.8,16.8
E00150180,9.3,67.6,23.1
E00150181,6.8,72.8,20.4
E00150182,9.9,71.1,19
E00150183,6.9,74.1,19
E00150216,12.1,80.9,7.1
E00150217,11.1,79.4,9.5
E00150218,7.3,82.9,9.8
E00150219,15.2,73.9,10.9
E00150220,8.5,83.9,7.6
E00150221,8.2,76.5,15.3
E00150222,13.3,79,7.6
E00150223,9.2,79.8,10.9
E00150224,10.5,77.1,12.4
E00150225,22.4,67.2,10.4
E00150226,8.4,79.4,12.1
E00150227,4.7,80.6,14.7
E00150228,23.2,69.6,7.1
E00150229,18.9,68.5,12.6
E00150230,4.3,66.7,29
E00150231,5.6,84,10.4
E00150232,6.5,67.3,26.2
E00150233,7,70.3,22.7
E00150234,6.5,85.2,8.3
E00150235,4.7,78.1,17.2
E00150236,12.2,73.2,14.6
E00150237,7.7,69.2,23.1
E00150238,15.3,72,12.7
E00150239,13.4,57.1,29.4
E00150240,6.6,70.5,23
E00150241,10.7,75.2,14
E00150242,6.1,77.6,16.3
E00150245,15.7,67.8,16.5
E00150247,10.3,75,14.7
E00150248,11.4,74,14.6
E00150249,10.9,73.3,15.8
E00150250,18.6,68,13.4
E00150251,3.6,58.9,37.5
E00150252,10,61.1,28.9
E00150253,1.5,83.2,15.3
E00150254,6.2,76.1,17.7
E00150255,9.8,81.1,9.1
E00150256,7.1,79.5,13.4
E00150257,6.5,82.7,10.8
E00150258,6.8,85,8.3
E00150259,10.9,74.6,14.5
E00150260,8.6,55.6,35.8
E00150261,16.4,58.6,25
E00150262,7.5,66.3,26.3
E00150263,11.7,59.6,28.7
E00150264,15.7,57.8,26.5
E00150265,11.5,57.3,31.3
E00150266,12.8,74.4,12.8
E00150267,13.5,54.8,31.7
E00150268,12.3,71.9,15.8
E00150269,11.4,70.5,18.2
E00150287,11.8,61.4,26.8
E00150290,5,71.4,23.5
E00150291,7.8,63.7,28.4
E00150292,11.8,64.7,23.5
E00150293,14,45.2,40.9
E00150294,7.5,72,20.6
E00150296,8.3,63.9,27.8
E00150297,3.7,67.4,28.9
E00150303,11.6,82.9,5.5
E00150305,22.5,60,17.5
E00150306,14.7,65.3,20
E00150307,11.6,57,31.4
E00150308,9.7,62.4,28
E00150309,8,78.8,13.3
E00150316,8.4,73.7,17.9
E00150317,9.7,55.8,34.5
E00150318,13,65,22
E00150319,13.2,63.2,23.7
E00150336,8.9,77.2,13.8
E00150337,10.4,72,17.6
E00150338,6.5,75.8,17.7
E00150339,7.3,74.2,18.5
E00150340,19,59,22
E00150341,16,63.2,20.8
E00150342,5.9,81.5,12.6
E00150343,2.6,78.6,18.8
E00150344,8.6,76.3,15.1
E00150345,7.3,80,12.7
E00150346,6.3,82.1,11.6
E00150347,11.1,75.2,13.7
E00150348,11.1,74.8,14.1
E00150350,8.3,78.7,13
E00150352,12.5,76.6,10.9
E00150353,7.9,77.5,14.6
E00150354,6.2,77.4,16.4
E00150355,7.6,76.4,16
E00150356,16,75.5,8.5
E00150364,11.9,78.1,9.9
E00150366,14.6,76.7,8.7
E00150367,0.5,86,13.6
E00150368,4.8,76.7,18.5
E00150369,7.3,74.5,18.2
E00150370,10.7,80.2,9.1
E00150373,14.3,67.5,18.2
E00150374,9.1,78.2,12.7
E00150375,6.8,78.8,14.4
E00150376,8.4,78.5,13.1
E00150377,6.4,77.7,15.9
E00150378,6.3,78,15.7
E00150379,11.2,69,19.8
E00150380,11.5,67.9,20.6
E00150381,14.6,66.7,18.7
E00150384,6.7,75.2,18.2
E00150385,8,80.7,11.4
E00150386,12.2,73.1,14.7
E00150405,7.5,81.7,10.8
E00150406,6.5,81.3,12.2
E00150407,4.9,77.2,17.9
E00150408,7.8,80.6,11.6
E00150409,17.9,64.1,17.9
E00150410,8,80.4,11.6
E00150412,9.5,76.6,13.9
E00150414,12.6,73,14.4
E00150415,12.9,60.3,26.7
E00150416,11.3,72,16.7
E00150417,16.7,65.4,17.9
E00150418,5.6,83.2,11.2
E00150419,5.8,64.4,29.8
E00150420,13.6,73.6,12.7
E00150421,5.4,82,12.6
E00150422,7.2,50.9,41.9
E00150423,5.4,48.1,46.5
E00150424,8.2,74.6,17.2
E00150425,10.4,84,5.6
E00150426,13.5,71.2,15.4
E00150427,13.2,78.5,8.3
E00150428,12.1,74.2,13.7
E00150429,10.5,73.4,16.1
E00150430,12.6,74.1,13.3
E00150431,7,72.6,20.4
E00150432,5.1,76.8,18.2
E00150433,15.9,77.8,6.3
E00150434,5.5,82.7,11.8
E00150435,13.8,67,19.1
E00150436,9.1,74.5,16.4
E00150437,9.2,83.9,6.9
E00150438,19,64.6,16.5
E00150439,3.4,76.4,20.2
E00150440,5.8,85.7,8.4
E00150443,6.4,70,23.6
E00150444,4.1,76.4,19.5
E00150445,7.1,77.9,15
E00150446,8.8,66.7,24.6
E00150447,6.7,81.7,11.5
E00150448,30,56.7,13.3
E00150449,7.1,67.3,25.5
E00150450,14,55.8,30.2
E00150451,12.5,77.1,10.4
E00150452,14.4,77.9,7.7
E00150453,8.8,78.2,13
E00150454,10.8,64.9,24.3
E00150455,9.7,70.8,19.5
E00150456,13.4,67.9,18.8
E00150457,5.6,79.4,15
E00150458,14.7,49.5,35.8
E00150459,17.1,60.7,22.2
E00150460,4.3,77.4,18.3
E00150461,14.3,59.3,26.4
