geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00047679,92.5,4.3,3.2
E00047680,89.5,3.8,6.7
E00047681,82.9,3.5,13.6
E00047682,93,3.5,3.5
E00047684,89.4,3.1,7.5
E00047685,95.7,1,3.3
E00047686,87.5,5.4,7.1
E00047687,88.1,3.4,8.5
E00047688,93.8,2.4,3.8
E00047689,93.3,1.7,5
E00047690,82.1,3.8,14.1
E00047691,98.6,0.6,0.8
E00047692,89.7,2.3,8
E00047693,85.8,2.5,11.7
E00047694,84.4,5.6,10.1
E00047695,90.1,4.8,5.1
E00047696,84.1,5.1,10.8
E00047697,82.2,1.2,16.7
E00047698,87.8,4.8,7.4
E00047700,90.8,0.8,8.4
E00047701,83.5,3.3,13.2
E00047702,95.1,0.9,4
E00047703,91.7,4.6,3.7
E00047704,78.2,3.8,17.9
E00047705,85.7,2.5,11.8
E00047707,81.7,7.6,10.7
E00047708,66.7,8.7,24.7
E00047709,90.6,3.6,5.7
E00047710,75.9,2,22
E00047711,88.2,4.4,7.4
E00047713,94.5,0.9,4.6
E00047763,88.1,3.7,8.2
E00047764,89.7,2.7,7.6
E00047765,88.7,6,5.3
E00047766,96.2,2.4,1.5
E00047767,86.5,3.9,9.7
E00047768,89.3,3.2,7.4
E00047769,84.6,4.7,10.6
E00047770,93.1,2.8,4.1
E00047771,79.7,4.9,15.4
E00047772,90.5,2.4,7.1
E00047773,93.3,1.9,4.8
E00047774,89.7,4.4,5.9
E00047775,84.3,5.9,9.8
E00047776,76.1,1.3,22.6
E00051759,69.1,7.2,23.7
E00051760,83.5,1.6,15
E00051761,82.2,2.4,15.4
E00051762,88.6,1.2,10.2
E00051765,87.7,0,12.3
E00051767,83.8,3.2,13
E00051768,88.6,1.2,10.2
E00051769,74.1,0.4,25.5
E00051771,93.8,0.9,5.3
E00051772,82,6,12
E00051773,90.2,0.6,9.2
E00051774,87,1.6,11.4
E00051775,82.6,3.2,14.2
E00051776,81.5,2.2,16.2
E00051777,86.9,1.9,11.2
E00051778,91.1,1.3,7.6
E00051779,90.8,0.5,8.7
E00051781,72.8,3,24.2
E00051782,71.7,2,26.3
E00051783,78.6,1.7,19.7
E00051784,57.6,2.5,39.8
E00051785,83.2,3.4,13.4
E00051786,83.3,3.1,13.5
E00051787,76.7,3.6,19.7
E00051788,77,0.8,22.2
E00051789,85.4,0.3,14.2
E00051791,85.7,0.4,14
E00051793,78.9,5.7,15.4
E00051794,73,0,27
E00051795,83.7,1.3,15
E00051796,67.4,1.6,31
E00051798,84.5,1.4,14.1
E00051799,75.9,2.5,21.6
E00051800,58.6,10.6,30.8
E00051801,70.5,0.7,28.8
E00051802,82.2,4.7,13
E00051803,86.4,1.6,12
E00051804,88.2,0.7,11
E00051805,89.6,1.3,9.1
E00051806,83.5,0.8,15.7
E00051807,91.8,2.7,5.4
E00051808,74.2,2.3,23.5
E00051809,74.5,3.9,21.6
E00051810,83.5,2.2,14.4
E00051811,80.4,1.8,17.8
E00051812,66.9,2.1,31
E00051813,76.4,3.1,20.5
E00051814,87.2,1,11.8
E00051815,70.8,2.8,26.4
E00051816,90.8,2.3,6.9
E00051819,74.8,2.5,22.8
E00051820,62.8,1.9,35.3
E00051821,69.5,3.7,26.7
E00051822,74.4,2.8,22.8
E00051823,70.9,1.4,27.7
E00051824,74.2,1.4,24.4
E00051825,66.3,4,29.7
E00051826,83.6,1,15.3
E00051827,78.7,1.1,20.1
E00051828,80.2,1.5,18.3
E00051829,87.4,3.8,8.8
E00051830,72.6,4.1,23.2
E00051831,83.9,1.8,14.2
E00051832,92.7,0.7,6.6
E00051833,78.4,2.8,18.8
E00051834,82.4,3.3,14.3
E00051835,80.7,3.1,16.2
E00051836,87.9,2.6,9.5
E00051837,82.7,0.8,16.5
E00051838,85.3,1.8,12.9
E00051839,79.9,0.8,19.3
E00051840,84.3,3.3,12.4
E00051841,79.1,0.9,19.9
E00051842,71.6,6.2,22.3
E00052054,72.7,4,23.3
E00052057,58.6,7.4,34
E00052068,83.1,1.1,15.8
E00052069,80.9,0.9,18.2
E00052074,64.2,6.2,29.6
E00052077,62.3,1.9,35.8
E00052078,78.4,1.2,20.3
E00052079,80.2,3.6,16.2
E00052080,67.1,3.1,29.8
E00052081,67.7,4.8,27.5
E00052082,64.2,2.7,33.1
E00052083,60.7,1.5,37.8
E00052084,82.5,2.2,15.2
E00052085,69.5,0.7,29.8
E00052087,66.1,1.7,32.2
E00052088,78.5,2.4,19.2
E00052089,75.2,4.4,20.4
E00052090,63.5,6.6,29.8
E00052091,65.2,4.5,30.3
E00052092,74.3,1.7,24
E00052093,70.9,2,27.1
E00052094,72.1,8.1,19.9
E00052095,66.7,3.4,29.9
E00052481,86.7,2,11.3
E00052483,84.1,5.4,10.5
E00150173,85.3,0.4,14.4
E00150174,79,1.3,19.7
E00150175,84.1,0.6,15.3
E00150176,75,0.7,24.3
E00150177,90,0,10
E00150178,83.9,0.8,15.4
E00150179,85.9,0.3,13.8
E00150180,79.2,2.2,18.5
E00150181,78.2,0.3,21.5
E00150182,85.5,0.3,14.2
E00150183,84.3,0.8,14.9
E00150216,91.2,1.1,7.6
E00150217,89.5,1.3,9.2
E00150218,92.8,1.5,5.7
E00150219,89.4,4.1,6.5
E00150220,93.1,0.4,6.5
E00150221,81.7,4.5,13.9
E00150222,84.4,2.8,12.7
E00150223,94.5,1.3,4.2
E00150224,92.2,2.6,5.2
E00150225,83.8,7.4,8.7
E00150226,91.9,3.7,4.4
E00150227,95.2,3.1,1.7
E00150228,89,3.1,7.9
E00150229,85.7,4.2,10.1
E00150230,76,4,19.9
E00150231,81.6,1.9,16.5
E00150232,73.7,2.7,23.6
E00150233,70.7,0.7,28.6
E00150234,84.6,0.7,14.7
E00150235,80.8,1.3,17.9
E00150236,72.8,2.3,24.9
E00150237,71.1,0,28.9
E00150238,85.8,1.8,12.4
E00150239,77.3,0.3,22.4
E00150240,80.2,1.3,18.6
E00150241,89.4,0.3,10.3
E00150242,63.1,0,36.9
E00150245,85.1,4,10.9
E00150247,91.6,2.2,6.2
E00150248,85.5,0.4,14.1
E00150249,81.5,2.9,15.7
E00150250,80.1,1.1,18.9
E00150251,78.3,1.2,20.5
E00150252,75.3,1.3,23.4
E00150253,83.9,1.6,14.5
E00150254,86,3.8,10.1
E00150255,85.8,1.5,12.7
E00150256,78.9,0.7,20.5
E00150257,85.6,3,11.4
E00150258,85.6,3.2,11.2
E00150259,84.4,5.2,10.4
E00150260,64.3,6.9,28.8
E00150261,61.6,4.3,34.1
E00150262,70.3,8.4,21.3
E00150263,55.9,10,34.1
E00150264,63.5,9.6,26.9
E00150265,66.1,5.9,28
E00150266,81.1,1.6,17.3
E00150267,60.9,5.4,33.7
E00150268,69.8,5.3,24.9
E00150269,78.6,8.9,12.5
E00150287,73.6,2.3,24.1
E00150290,78.9,0.7,20.5
E00150291,71.3,2.4,26.4
E00150292,63.7,2,34.3
E00150293,68.8,1,30.1
E00150294,73.6,3.1,23.4
E00150296,66.8,0,33.2
E00150297,86.6,1.2,12.2
E00150303,89.8,3.4,6.8
E00150305,71.9,8.2,19.8
E00150306,59.6,4,36.5
E00150307,66.4,5.6,28
E00150308,74.2,1.4,24.4
E00150309,83.7,5,11.3
E00150316,58.5,3.3,38.3
E00150317,67.9,2.3,29.9
E00150318,69.8,6,24.2
E00150319,63.4,4.2,32.3
E00150336,81,0.6,18.4
E00150337,89.3,1.4,9.3
E00150338,82.2,1.9,15.9
E00150339,74,0.4,25.6
E00150340,87.6,2.1,10.4
E00150341,87.8,0.6,11.6
E00150342,75.7,0.4,23.9
E00150343,82,0.9,17
E00150344,81.5,0.6,17.9
E00150345,84.2,0.7,15.1
E00150346,87.6,0,12.4
E00150347,94.1,1.1,4.8
E00150348,95.8,2.3,1.9
E00150350,86.5,0,13.5
E00150352,85.2,2.9,11.9
E00150353,87.6,1.2,11.2
E00150354,86.3,1.4,12.3
E00150355,88.9,1.2,9.9
E00150356,91.3,2.1,6.6
E00150364,89.8,1.8,8.4
E00150366,90.4,0.3,9.2
E00150367,73.1,1.6,25.2
E00150368,77.8,7.6,14.6
E00150369,82.1,8.6,9.3
E00150370,80.7,5.8,13.5
E00150373,85.1,3.1,11.8
E00150374,89.1,3.9,7
E00150375,83.3,0.7,15.9
E00150376,86,2.7,11.4
E00150377,79.7,4.4,15.8
E00150378,96.6,2,1.4
E00150379,94.4,2.6,2.9
E00150380,91.9,5.8,2.4
E00150381,91.5,3.9,4.6
E00150384,92.5,2.3,5.2
E00150385,92.4,0.7,6.9
E00150386,91.6,2.2,6.2
E00150405,93.9,0.4,5.7
