geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00047679,87.4,12.6
E00047680,91.5,8.5
E00047681,92.7,7.3
E00047682,82.1,17.9
E00047684,92.2,7.8
E00047685,89.1,10.9
E00047686,88.8,11.2
E00047687,91.2,8.8
E00047688,91.8,8.2
E00047689,96.6,3.4
E00047690,92.2,7.8
E00047691,89.7,10.3
E00047692,90.3,9.7
E00047693,95.7,4.3
E00047694,91.4,8.6
E00047695,88,12
E00047696,90.5,9.5
E00047697,94.2,5.8
E00047698,89.8,10.2
E00047700,95.5,4.5
E00047701,91.7,8.3
E00047702,95.4,4.6
E00047703,91.9,8.1
E00047704,92.7,7.3
E00047705,92.4,7.6
E00047707,91.9,8.1
E00047708,90,10
E00047709,88.2,11.8
E00047710,93.1,6.9
E00047711,90.9,9.1
E00047713,95.7,4.3
E00047763,91.8,8.2
E00047764,88.5,11.5
E00047765,87.3,12.7
E00047766,92.9,7.1
E00047767,89.6,10.4
E00047768,91.3,8.7
E00047769,92.5,7.5
E00047770,87.4,12.6
E00047771,89.6,10.4
E00047772,92.6,7.4
E00047773,93.9,6.1
E00047774,90.3,9.7
E00047775,91,9
E00047776,91.7,8.3
E00051759,88,12
E00051760,98,2
E00051761,94.4,5.6
E00051762,95.1,4.9
E00051765,97.7,2.3
E00051767,92.6,7.4
E00051768,96.9,3.1
E00051769,98.8,1.2
E00051771,95.2,4.8
E00051772,91.2,8.8
E00051773,95.6,4.4
E00051774,96.1,3.9
E00051775,93.2,6.8
E00051776,94.8,5.2
E00051777,96.6,3.4
E00051778,96.8,3.2
E00051779,95,5
E00051781,96.7,3.3
E00051782,97.4,2.6
E00051783,95.4,4.6
E00051784,96.6,3.4
E00051785,94.9,5.1
E00051786,93.1,6.9
E00051787,93.6,6.4
E00051788,98.8,1.2
E00051789,98.4,1.6
E00051791,97.8,2.2
E00051793,91.9,8.1
E00051794,96.5,3.5
E00051795,97,3
E00051796,97.4,2.6
E00051798,93.7,6.3
E00051799,93.5,6.5
E00051800,88.3,11.7
E00051801,96.4,3.6
E00051802,93.3,6.7
E00051803,91.9,8.1
E00051804,97.8,2.2
E00051805,97.8,2.2
E00051806,98.4,1.6
E00051807,91.8,8.2
E00051808,92.7,7.3
E00051809,96.9,3.1
E00051810,97.1,2.9
E00051811,97.1,2.9
E00051812,94.6,5.4
E00051813,96.2,3.8
E00051814,96.8,3.2
E00051815,96.3,3.7
E00051816,93.1,6.9
E00051819,91.7,8.3
E00051820,96.6,3.4
E00051821,94.3,5.7
E00051822,92.6,7.4
E00051823,95.8,4.2
E00051824,94,6
E00051825,96.4,3.6
E00051826,98.3,1.7
E00051827,97.4,2.6
E00051828,98.1,1.9
E00051829,91.6,8.4
E00051830,93.3,6.7
E00051831,98.2,1.8
E00051832,99,1
E00051833,96.6,3.4
E00051834,96.3,3.7
E00051835,96.9,3.1
E00051836,97.1,2.9
E00051837,97.6,2.4
E00051838,96.4,3.6
E00051839,94.6,5.4
E00051840,93.8,6.2
E00051841,98.1,1.9
E00051842,93.4,6.6
E00052054,93.7,6.3
E00052057,89.4,10.6
E00052068,97.2,2.8
E00052069,97.8,2.2
E00052074,93,7
E00052077,96.2,3.8
E00052078,95.4,4.6
E00052079,96.4,3.6
E00052080,95.8,4.2
E00052081,93.8,6.2
E00052082,95.7,4.3
E00052083,96.6,3.4
E00052084,97.3,2.7
E00052085,99,1
E00052087,97.3,2.7
E00052088,96.3,3.7
E00052089,93.1,6.9
E00052090,91.1,8.9
E00052091,94.4,5.6
E00052092,96.5,3.5
E00052093,96.3,3.7
E00052094,93.3,6.7
E00052095,95.4,4.6
E00052481,95.2,4.8
E00052483,89.5,10.5
E00150173,98.9,1.1
E00150174,97.9,2.1
E00150175,98.1,1.9
E00150176,97.8,2.2
E00150177,98.5,1.5
E00150178,97,3
E00150179,99,1
E00150180,97.5,2.5
E00150181,97.2,2.8
E00150182,98.8,1.2
E00150183,99.2,0.8
E00150216,96.3,3.7
E00150217,96.1,3.9
E00150218,97.4,2.6
E00150219,91.7,8.3
E00150220,95.6,4.4
E00150221,91.6,8.4
E00150222,95.3,4.7
E00150223,98.1,1.9
E00150224,94.4,5.6
E00150225,88.2,11.8
E00150226,91.6,8.4
E00150227,93.1,6.9
E00150228,94.3,5.7
E00150229,94.1,5.9
E00150230,91.7,8.3
E00150231,94.6,5.4
E00150232,96.1,3.9
E00150233,97.3,2.7
E00150234,99.7,0.3
E00150235,97.9,2.1
E00150236,96.6,3.4
E00150237,98.5,1.5
E00150238,96.7,3.3
E00150239,98,2
E00150240,97.2,2.8
E00150241,97.1,2.9
E00150242,99,1
E00150245,96.3,3.7
E00150247,95.6,4.4
E00150248,98.6,1.4
E00150249,94.6,5.4
E00150250,98.2,1.8
E00150251,97.9,2.1
E00150252,98.3,1.7
E00150253,99.4,0.6
E00150254,96.5,3.5
E00150255,98.1,1.9
E00150256,98.7,1.3
E00150257,95.5,4.5
E00150258,93.5,6.5
E00150259,90.5,9.5
E00150260,90.1,9.9
E00150261,92.2,7.8
E00150262,91.6,8.4
E00150263,90.7,9.3
E00150264,90.6,9.4
E00150265,93.7,6.3
E00150266,97.4,2.6
E00150267,93.3,6.7
E00150268,93.3,6.7
E00150269,88.2,11.8
E00150287,94.8,5.2
E00150290,98.7,1.3
E00150291,98.4,1.6
E00150292,95.4,4.6
E00150293,98,2
E00150294,95.9,4.1
E00150296,99.1,0.9
E00150297,95.9,4.1
E00150303,97.6,2.4
E00150305,90.2,9.8
E00150306,95.3,4.7
E00150307,93.9,6.1
E00150308,98.3,1.7
E00150309,95,5
E00150316,95.1,4.9
E00150317,95.8,4.2
E00150318,93.4,6.6
E00150319,94.9,5.1
E00150336,97.1,2.9
E00150337,97.5,2.5
E00150338,97.8,2.2
E00150339,98.4,1.6
E00150340,94.7,5.3
E00150341,98.4,1.6
E00150342,99.2,0.8
E00150343,98.1,1.9
E00150344,95.8,4.2
E00150345,96.8,3.2
E00150346,98.7,1.3
E00150347,98.3,1.7
E00150348,96.5,3.5
E00150350,96.6,3.4
E00150352,96.1,3.9
E00150353,97.9,2.1
E00150354,98.6,1.4
E00150355,96.7,3.3
E00150356,97.6,2.4
E00150364,95.3,4.7
E00150366,97.6,2.4
E00150367,95.1,4.9
E00150368,89.3,10.7
E00150369,91.2,8.8
E00150370,93.8,6.2
E00150373,96.9,3.1
E00150374,92.2,7.8
E00150375,96.7,3.3
E00150376,94.3,5.7
E00150377,92.4,7.6
E00150378,84.1,15.9
E00150379,86.9,13.1
E00150380,76.1,23.9
E00150381,81.6,18.4
E00150384,93.8,6.2
E00150385,93.8,6.2
E00150386,90.6,9.4
E00150405,96.9,3.1
E00150406,92.7,7.3
E00150407,95.6,4.4
E00150408,97.1,2.9
E00150409,93,7
E00150410,90.9,9.1
E00150412,96.2,3.8
E00150414,96,4
E00150415,92,8
E00150416,94.4,5.6
E00150417,96.7,3.3
E00150418,98.1,1.9
E00150419,91.8,8.2
E00150420,98.3,1.7
E00150421,95.8,4.2
E00150422,93.8,6.2
E00150423,92.9,7.1
E00150424,91.8,8.2
E00150425,97.9,2.1
E00150426,97.8,2.2
E00150427,95.1,4.9
E00150428,96.9,3.1
E00150429,95.5,4.5
E00150430,96.3,3.7
E00150431,96.4,3.6
E00150432,96.6,3.4
E00150433,95.1,4.9
E00150434,94.6,5.4
E00150435,99.7,0.3
E00150436,98.9,1.1
E00150437,94.1,5.9
E00150438,90.8,9.2
E00150439,87.4,12.6
E00150440,93.9,6.1
E00150443,87.8,12.2
E00150444,95.3,4.7
E00150445,93.5,6.5
E00150446,89,11
E00150447,94.2,5.8
E00150448,83.9,16.1
E00150449,92.2,7.8
E00150450,93.4,6.6
E00150451,95.2,4.8
E00150452,93.9,6.1
E00150453,94.3,5.7
E00150454,85.5,14.5
E00150455,91.5,8.5
E00150456,97.6,2.4
E00150457,96.7,3.3
E00150458,96.1,3.9
E00150459,98.2,1.8
E00150460,97.2,2.8
E00150461,95.4,4.6
E00150462,98.6,1.4
E00150463,95.2,4.8
E00150464,96.2,3.8
E00150465,95.6,4.4
E00150466,98,2
E00150467,96.6,3.4
E00150471,95.9,4.1
E00150472,99.1,0.9
E00150473,98.4,1.6
E00150474,96.3,3.7
E00150475,83.3,16.7
E00150476,98.2,1.8
E00150479,97.6,2.4
E00168248,90.7,9.3
E00168250,93.1,6.9
E00168251,93.3,6.7
E00168267,97.8,2.2
E00168268,96.9,3.1
E00168276,94.1,5.9
E00168369,96.4,3.6
E00168370,95.7,4.3
E00168376,95,5
E00168377,92.2,7.8
E00168378,94.1,5.9
E00168379,95.9,4.1
E00168380,92.4,7.6
E00168381,94.7,5.3
E00168382,91.9,8.1
E00168383,95,5
E00168384,95.7,4.3
E00168385,93.4,6.6
E00168386,97.6,2.4
E00168387,99.7,0.3
E00168388,85.8,14.2
E00168389,97.3,2.7
E00168390,98.9,1.1
E00168391,97,3
E00168394,94.5,5.5
E00175689,88.9,11.1
E00175704,96.1,3.9
E00175711,85.1,14.9
E00175712,94.8,5.2
E00175724,90.8,9.2
E00180664,96.4,3.6
E00180669,88.5,11.5
E00180673,87.5,12.5
E00180679,93.8,6.3
E00180681,92.9,7.1
E00180683,90.8,9.2
E00180710,95.4,4.6
E00180721,92.5,7.5
E00180730,95.9,4.1
E00180735,94.6,5.4
E00180751,87.2,12.8
E00180753,87.8,12.2
E00180761,93.2,6.8
E00180774,77.5,22.5
E00180775,90.8,9.2
