geography_code,in_full_time_education-001,in_full_time_education-002
E00047679,15.9,84.1
E00047680,27.2,72.8
E00047681,24.9,75.1
E00047682,11.7,88.3
E00047684,22.8,77.2
E00047685,19.3,80.7
E00047686,18.9,81.1
E00047687,25.8,74.2
E00047688,23.1,76.9
E00047689,17.7,82.3
E00047690,20.1,79.9
E00047691,20.5,79.5
E00047692,18.9,81.1
E00047693,11.9,88.1
E00047694,25.6,74.4
E00047695,17.1,82.9
E00047696,19.2,80.8
E00047697,23,77
E00047698,24.8,75.2
E00047700,20.5,79.5
E00047701,13,87
E00047702,17.3,82.7
E00047703,20.8,79.2
E00047704,21,79
E00047705,20.6,79.4
E00047707,15.7,84.3
E00047708,9.4,90.6
E00047709,18.9,81.1
E00047710,17,83
E00047711,27.4,72.6
E00047713,21.5,78.5
E00047763,17.4,82.6
E00047764,19.2,80.8
E00047765,16.3,83.7
E00047766,20.5,79.5
E00047767,16.7,83.3
E00047768,25.9,74.1
E00047769,18,82
E00047770,20.8,79.2
E00047771,24.1,75.9
E00047772,22.4,77.6
E00047773,25.7,74.3
E00047774,25.1,74.9
E00047775,21.4,78.6
E00047776,22.1,77.9
E00051759,16.4,83.6
E00051760,12.2,87.8
E00051761,13.1,86.9
E00051762,22.2,77.8
E00051765,21,79
E00051767,16.4,83.6
E00051768,16.2,83.8
E00051769,15.9,84.1
E00051771,24.4,75.6
E00051772,17.8,82.2
E00051773,18,82
E00051774,15.4,84.6
E00051775,15.4,84.6
E00051776,17.8,82.2
E00051777,15,85
E00051778,18.5,81.5
E00051779,18.4,81.6
E00051781,16.2,83.8
E00051782,16,84
E00051783,19.8,80.2
E00051784,17.7,82.3
E00051785,15.8,84.2
E00051786,14.3,85.7
E00051787,16.7,83.3
E00051788,18.1,81.9
E00051789,12.7,87.3
E00051791,17.4,82.6
E00051793,7.5,92.5
E00051794,8.9,91.1
E00051795,5.8,94.2
E00051796,24.3,75.7
E00051798,12.8,87.2
E00051799,15.6,84.4
E00051800,28.8,71.2
E00051801,20.8,79.2
E00051802,15.1,84.9
E00051803,17,83
E00051804,12,88
E00051805,18.3,81.7
E00051806,10.1,89.9
E00051807,21.3,78.7
E00051808,15.2,84.8
E00051809,17.9,82.1
E00051810,14.8,85.2
E00051811,20.2,79.8
E00051812,21.9,78.1
E00051813,18.3,81.7
E00051814,18.6,81.4
E00051815,27.1,72.9
E00051816,16.9,83.1
E00051819,21.5,78.5
E00051820,28.4,71.6
E00051821,14.9,85.1
E00051822,20.6,79.4
E00051823,24.7,75.3
E00051824,26.2,73.8
E00051825,16.4,83.6
E00051826,17.8,82.2
E00051827,11.4,88.6
E00051828,14.6,85.4
E00051829,16.8,83.2
E00051830,10.6,89.4
E00051831,14.6,85.4
E00051832,15,85
E00051833,15.6,84.4
E00051834,15.2,84.8
E00051835,9.6,90.4
E00051836,9.7,90.3
E00051837,13.1,86.9
E00051838,12.9,87.1
E00051839,7.6,92.4
E00051840,19.8,80.2
E00051841,18.7,81.3
E00051842,18.1,81.9
E00052054,14.3,85.7
E00052057,3.2,96.8
E00052068,20.4,79.6
E00052069,12.2,87.8
E00052074,19.8,80.2
E00052077,0.9,99.1
E00052078,14,86
E00052079,17.3,82.7
E00052080,21.9,78.1
E00052081,27.1,72.9
E00052082,24.5,75.5
E00052083,28.5,71.5
E00052084,17.7,82.3
E00052085,18.8,81.2
