geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00047679,3.6,23.7,72.7
E00047680,4.1,12.3,83.6
E00047681,7.5,23.1,69.4
E00047682,8,18,74
E00047684,2.9,23.5,73.5
E00047685,5,19.2,75.8
E00047686,2.5,27.9,69.7
E00047687,2.4,11.2,86.4
E00047688,4.8,14.3,81
E00047689,3.1,34.9,62
E00047690,1.5,30.8,67.7
E00047691,8.9,12.9,78.2
E00047692,0.8,17.7,81.5
E00047693,3,22.7,74.2
E00047694,2.1,23.4,74.5
E00047695,4.3,22.9,72.9
E00047696,2.7,32.2,65.1
E00047697,3.4,38.8,57.8
E00047698,6.1,19.1,74.8
E00047700,2.3,18.8,78.9
E00047701,2.8,61.5,35.7
E00047702,4.7,15.5,79.8
E00047703,4.5,23.3,72.2
E00047704,6.1,28,65.9
E00047705,4.2,23.8,72
E00047707,3.4,28.4,68.1
E00047708,0.9,77.4,21.7
E00047709,4.6,21.5,73.8
E00047710,4.6,48.9,46.6
E00047711,4.6,13,82.4
E00047713,8.3,15.9,75.8
E00047763,2.7,37.7,59.6
E00047764,3.1,26.8,70.1
E00047765,3,34.1,63
E00047766,4.5,20.1,75.4
E00047767,6.7,27.6,65.7
E00047768,6.1,31.3,62.6
E00047769,6,33.3,60.7
E00047770,6.6,15.6,77.9
E00047771,2.3,40.9,56.8
E00047772,9,17.2,73.8
E00047773,4.8,26.4,68.8
E00047774,4.3,19.3,76.4
E00047775,5.6,23.4,71
E00047776,2.6,28.7,68.7
E00051759,2.9,42.7,54.4
E00051760,1.6,33.6,64.8
E00051761,1.6,33.6,64.8
E00051762,1.6,21.9,76.6
E00051765,0,35.7,64.3
E00051767,2.4,19.5,78
E00051768,4.5,22.4,73.1
E00051769,2.4,41.1,56.5
E00051771,3.9,12.5,83.6
E00051772,3.3,28.6,68.1
E00051773,0,23.9,76.1
E00051774,4.8,21.8,73.4
E00051775,5.8,26.4,67.8
E00051776,0,31.3,68.7
E00051777,1.7,34.5,63.8
E00051778,5.6,22.2,72.2
E00051779,4.8,18.4,76.9
E00051781,7.6,27.4,65
E00051782,3.8,51.9,44.3
E00051783,2.9,38.1,59
E00051784,4.2,45.8,50
E00051785,3.6,18,78.4
E00051786,2.3,31,66.7
E00051787,0.8,38.1,61
E00051788,1.8,31.8,66.4
E00051789,3.7,28.7,67.6
E00051791,1.7,23.9,74.4
E00051793,2.5,57.4,40.1
E00051794,0,65.8,34.2
E00051795,2.2,40.3,57.5
E00051796,8.8,18.6,72.6
E00051798,3.8,49.4,46.8
E00051799,2.3,33.6,64.1
E00051800,6.1,22.6,71.3
E00051801,3.3,34.4,62.3
E00051802,6.8,28.4,64.9
E00051803,4.9,13,82.1
E00051804,4.8,27.4,67.7
E00051805,3.9,22.8,73.2
E00051806,1.6,39.4,59.1
E00051807,5.7,11.3,83
E00051808,3.1,23.8,73.1
E00051809,3.7,31.5,64.8
E00051810,3.2,26.4,70.4
E00051811,4.3,32.6,63.1
E00051812,4.4,23,72.6
E00051813,6,28.2,65.8
E00051814,2.7,17.7,79.6
E00051815,3.7,21.1,75.2
E00051816,0.7,19.9,79.5
E00051819,9.2,34,56.7
E00051820,5.9,18.6,75.4
E00051821,4.6,25.7,69.7
E00051822,4,15.9,80.2
E00051823,7.2,35.2,57.6
E00051824,6.1,27.8,66.1
E00051825,3.4,38.7,58
E00051826,1.7,21.8,76.5
E00051827,3.3,31.1,65.6
E00051828,2.7,36.7,60.7
E00051829,2.5,40.2,57.4
E00051830,4.9,44.4,50.6
E00051831,4.6,34.6,60.8
E00051832,2.5,19.2,78.3
E00051833,2.6,30.9,66.4
E00051834,2.4,30.7,66.9
E00051835,3,40.6,56.4
E00051836,1.6,21.8,76.6
E00051837,2.4,33.3,64.2
E00051838,0.8,24,75.2
E00051839,2.8,23.1,74.1
E00051840,8.5,24.5,67
E00051841,5.2,22.4,72.4
E00051842,3.6,38.8,57.6
E00052054,2.5,36.1,61.3
E00052057,1.8,73.8,24.4
E00052068,4.5,21.1,74.4
E00052069,5.2,21.6,73.1
E00052074,3,43.9,53
E00052077,1.5,50,48.5
E00052078,5.7,25.7,68.6
E00052079,2.7,26.4,70.9
E00052080,9,26,65
E00052081,2.8,24.1,73.1
E00052082,6.7,18.3,75
E00052083,4.3,25.5,70.2
E00052084,1,25,74
E00052085,2.8,25.7,71.6
E00052087,5.5,22.7,71.8
E00052088,6.9,27.7,65.4
E00052089,6.9,29.2,63.8
E00052090,6.9,36.9,56.3
E00052091,6.2,27.4,66.4
E00052092,6.6,21.5,71.9
E00052093,3.8,33.6,62.6
E00052094,7.3,21.8,70.9
E00052095,3.2,40.3,56.5
E00052481,3.2,28.6,68.3
E00052483,3.2,32.3,64.5
E00150173,3.9,29.7,66.4
E00150174,1.6,43.3,55.1
E00150175,6.2,23.1,70.8
E00150176,2.5,27.9,69.7
E00150177,2.3,19.1,78.6
E00150178,1.9,21.9,76.1
E00150179,0.7,26.8,72.5
E00150180,2.4,28,69.5
