geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00000668,78.2,15.4,6.3
E00000669,86.1,10.1,3.7
E00000670,86,8.8,5.2
E00000671,89.7,7.8,2.5
E00000672,87.6,7.6,4.8
E00000674,88.9,8.4,2.8
E00000675,85.5,11.2,3.3
E00000676,89.1,9.5,1.4
E00000677,78,12.9,9.1
E00000678,79.3,14.7,6
E00000679,78.6,17.2,4.2
E00000681,86.7,9.5,3.9
E00000682,79.6,13,7.4
E00000683,80.9,10.8,8.3
E00000684,79.9,14.9,5.3
E00000685,87.5,7,5.5
E00000686,87.1,8.2,4.7
E00000715,86.6,8.9,4.5
E00000718,82.6,10.1,7.3
E00000719,84.1,11,5
E00000721,87.4,9.3,3.3
E00000722,92.3,5.8,1.9
E00002383,89.6,9.1,1.3
E00002385,84.6,11.6,3.8
E00002386,88.2,6.7,5.1
E00002388,92.2,5.5,2.3
E00002390,81.1,10.1,8.7
E00002392,88,8,4
E00002393,85.8,8.8,5.4
E00002398,87.6,10.1,2.3
E00002406,88.2,8.4,3.4
E00002407,81.5,12,6.5
E00002408,75.5,15.5,9.1
E00002409,81.7,10.2,8.1
E00002410,72.5,18,9.5
E00002411,79.8,15.9,4.3
E00002412,88.7,7.2,4.1
E00002414,86.6,8.3,5
E00002415,66.9,24.3,8.9
E00002416,86.3,9.5,4.2
E00002420,89,7.3,3.7
E00002421,79.9,12.2,7.9
E00002639,83.1,13.8,3.1
E00002640,80.6,12.1,7.3
E00002641,88.9,7,4.1
E00002642,86.1,10.3,3.6
E00002643,88.5,5.5,5.9
E00002644,79.8,12.1,8.2
E00002645,86.8,9.9,3.3
E00002646,78.9,14.9,6.2
E00002647,90.3,5.5,4.2
E00002648,93.2,4.3,2.5
E00002649,88.9,8.1,3
E00002650,76.9,11.7,11.4
E00002651,85.2,9.5,5.3
E00002652,84.6,10.5,4.9
E00002653,74.7,18.9,6.4
E00002654,90.1,6,3.9
E00002655,89.1,8.2,2.7
E00002657,92.5,4.8,2.7
E00002658,90,7.9,2.1
E00002659,83.7,10.5,5.8
E00002683,77.9,15.3,6.8
E00002684,92.5,6.3,1.2
E00002685,88.3,8.5,3.2
E00002686,86.4,10.6,3
E00002687,86.5,9.2,4.3
E00002688,88.3,9.5,2.2
E00002689,88.2,9.4,2.4
E00002690,86.6,10,3.5
E00002691,81.9,9.8,8.4
E00002693,89.7,8.7,1.6
E00002694,85.6,10.7,3.7
E00002696,83.5,12.8,3.6
E00002698,79.4,13.1,7.4
E00002700,80.7,12.8,6.4
