geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00000668,12.3,30.7,40.4,10.5,6.1
E00000669,35.6,23.3,32.9,6.8,1.4
E00000670,44.9,21.1,26.5,4.1,3.4
E00000671,25.9,31.9,40,2.2,0
E00000672,33.6,32.9,25.9,7,0.7
E00000674,61.2,20.9,13.2,3.9,0.8
E00000675,18.5,34.7,35.5,10.5,0.8
E00000676,29.7,34.5,25.7,6.8,3.4
E00000677,4.8,22.6,58.9,10.5,3.2
E00000678,6.9,22.1,58,10.7,2.3
E00000679,9.9,14.5,51.9,20.6,3.1
E00000681,2.6,22.2,60.7,11.1,3.4
E00000682,35,26.7,33.3,3.3,1.7
E00000683,21.9,26.3,35.1,14.9,1.8
E00000684,6.3,24.6,54.9,12,2.1
E00000685,9.1,15.3,51.7,21,2.8
E00000686,16.1,19.6,52.7,8.9,2.7
E00000715,27.5,23.5,40.5,7.8,0.7
E00000718,13.6,17.8,49.2,16.1,3.4
E00000719,8.3,25.6,49.6,15.8,0.8
E00000721,6.1,27.2,56.1,9.4,1.1
E00000722,63.8,19.8,13.8,2.6,0
E00002383,5.6,27.3,51.7,15.4,0
E00002385,36.7,11.7,40,7.5,4.2
E00002386,7.5,24.1,60.9,5.3,2.3
E00002388,34.4,24.2,35.2,5.5,0.8
E00002390,1.8,12,68.3,16.8,1.2
E00002392,8.9,22.2,49.3,16.3,3.4
E00002393,6.6,33.3,56,3.7,0.4
E00002398,43.5,26.7,26.1,3.1,0.6
E00002406,36.4,23.8,29.4,9.1,1.4
E00002407,15.4,26.8,48,8.1,1.6
E00002408,1.7,13.3,65,13.3,6.7
E00002409,1.8,12.5,67,13.4,5.4
E00002410,9.2,18.3,57,12.7,2.8
E00002411,7.4,14.1,69.1,7.4,2
E00002412,19.4,20.4,50,6.1,4.1
E00002414,15.5,25,47.3,10.1,2
E00002415,7.4,27.4,54.8,8.9,1.5
E00002416,8.8,30.4,58,2.8,0
E00002420,8,33.6,46,12.4,0
E00002421,7,21.5,62,9,0.5
E00002639,12.5,35.1,42.9,8.3,1.2
E00002640,17.5,24.3,50.5,6.8,1
E00002641,9.1,35.5,48.2,7.1,0
E00002642,11.7,16,57.1,13.5,1.8
E00002643,23.1,32.4,37,7.4,0
E00002644,4.9,20.5,57.4,13.1,4.1
E00002645,31.7,30.7,32.7,5,0
E00002646,8.8,7.1,74.3,8.8,0.9
E00002647,42.9,23.5,23.5,6.7,3.4
E00002648,14.8,30.4,47,7,0.9
E00002649,3.1,26.3,64.3,5.8,0.4
E00002650,4.5,20.5,51.5,18.9,4.5
E00002651,5.7,30.1,61,2.4,0.8
E00002652,36.9,26.2,31.9,2.8,2.1
E00002653,9.4,16.2,59.8,9.4,5.1
E00002654,5.8,19.4,64,10.1,0.7
E00002655,29.9,29.9,35,5.1,0
E00002657,20,32.7,39.1,2.7,5.5
E00002658,13.7,24.8,55.6,5.1,0.9
E00002659,3.4,32.4,53.1,10.3,0.7
E00002683,7.1,23,61.9,6.2,1.8
E00002684,14.7,34.9,42.6,4.7,3.1
E00002685,23.6,26,37.8,10.2,2.4
E00002686,10,23.3,49.2,11.7,5.8
E00002687,4.7,12.3,66.1,14.4,2.5
E00002688,43.8,33.9,19.6,2.7,0
E00002689,5.6,11.9,61.5,17.5,3.5
E00002690,21.9,17.5,55.3,4.4,0.9
E00002691,8.8,11.7,56.9,19.7,2.9
E00002693,7.2,11.4,61.1,16.8,3.6
E00002694,3.8,24.2,43.3,21.7,7
E00002696,34.1,25.8,31.8,5.3,3
E00002698,14,24,51.2,5.8,5
E00002700,10.9,16.4,58.5,11.5,2.7
E00002701,8.7,10.5,67.6,12.3,0.9
E00002703,8.3,18.2,66.7,6.8,0
E00002704,10,20,55.4,11.5,3.1
E00002705,29.6,12,46.4,8.8,3.2
E00002708,1.8,23.3,58.9,12.9,3.1
E00002710,25,18,47,9,1
E00002711,28.2,16.9,41.1,12.1,1.6
E00002713,24.8,25.6,37.6,7.2,4.8
E00002714,39.1,20.7,32.2,5.7,2.3
E00002716,7.7,17.7,65.4,7.7,1.5
E00002718,30,20.8,46.2,1.5,1.5
E00002719,9.9,29.1,44.7,11.3,5
E00002720,29.2,20.8,50,0,0
E00002721,2.1,19,53.5,18.3,7
E00002722,21,24.6,46.4,8,0
E00002723,6.6,19.1,45.4,27,2
E00002724,20.5,29.1,42.5,6.3,1.6
E00002725,23.8,20.6,47.6,7.1,0.8
E00002726,2.8,27.4,52.8,14.2,2.8
E00002727,3.4,32.9,49.3,9.6,4.8
E00002731,16.6,14,51.3,10.9,7.3
E00002734,21.4,27.8,42.9,4.8,3.2
E00002736,10.4,22.3,49.2,16.1,2.1
E00002824,9.1,19.2,49.8,13.2,8.7
E00002825,19.2,31.5,44.5,4.1,0.7
E00002826,49.4,16.2,29.2,5.2,0
E00002828,34.2,20.2,39.5,5.3,0.9
E00002830,52.5,20,20,7.5,0
E00002831,28.2,41,25.6,4.5,0.6
E00002833,26.5,30.2,41.8,0.5,1.1
E00002838,39.1,27.1,30.1,3.8,0
E00004282,10.9,29.7,50,7.8,1.6
E00004283,29.1,18.9,43.3,7.9,0.8
E00004284,12.1,23.4,56.5,8.1,0
E00004285,19.1,17.6,56.5,5.3,1.5
E00004286,2,26.4,58.1,12.8,0.7
E00004287,9.3,35.2,46.3,9.3,0
E00004288,9.8,20.5,56.6,13.1,0
E00004289,9.2,23.9,57.8,7.3,1.8
E00004290,9,20,60.6,6.5,3.9
E00004291,7.7,25.4,43.8,18.5,4.6
E00004292,9.4,18.8,38.5,24.8,8.5
