geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00000668,31.1,68.9
E00000669,41.1,58.9
E00000670,44.7,55.3
E00000671,47.8,52.2
E00000672,46.3,53.7
E00000674,59.5,40.5
E00000675,32.8,67.2
E00000676,36.5,63.5
E00000677,31.7,68.3
E00000678,38.9,61.1
E00000679,46.8,53.2
E00000681,29.2,70.8
E00000682,43.1,56.9
E00000683,34.3,65.7
E00000684,23.2,76.8
E00000685,43.6,56.4
E00000686,36.4,63.6
E00000715,46.2,53.8
E00000718,37.1,62.9
E00000719,41.8,58.2
E00000721,32.1,67.9
E00000722,51.9,48.1
E00002383,34,66
E00002385,38.1,61.9
E00002386,23.3,76.7
E00002388,38.5,61.5
E00002390,26.1,73.9
E00002392,32.7,67.3
E00002393,33.6,66.4
E00002398,42.3,57.7
E00002406,44.4,55.6
E00002407,27.8,72.2
E00002408,30.1,69.9
E00002409,22.9,77.1
E00002410,22.3,77.7
E00002411,26.1,73.9
E00002412,35.8,64.2
E00002414,45.3,54.7
E00002415,26.3,73.7
E00002416,24.3,75.7
E00002420,27.5,72.5
E00002421,27.6,72.4
E00002639,28.7,71.3
E00002640,29.2,70.8
E00002641,24.4,75.6
E00002642,30,70
E00002643,36.2,63.8
E00002644,25.1,74.9
E00002645,39,61
E00002646,18.9,81.1
E00002647,42.4,57.6
E00002648,36.5,63.5
E00002649,24.6,75.4
E00002650,24.5,75.5
E00002651,21.5,78.5
E00002652,38.2,61.8
E00002653,24.6,75.4
E00002654,29,71
E00002655,37.7,62.3
E00002657,46.2,53.8
E00002658,35.3,64.7
E00002659,29.5,70.5
E00002683,29.8,70.2
E00002684,31.6,68.4
E00002685,40.5,59.5
E00002686,35.5,64.5
E00002687,25.4,74.6
E00002688,39.9,60.1
E00002689,30,70
E00002690,19.4,80.6
E00002691,28.2,71.8
E00002693,32.8,67.2
E00002694,37.8,62.2
E00002696,39.2,60.8
E00002698,24.2,75.8
E00002700,36.9,63.1
E00002701,35.6,64.4
E00002703,41.2,58.8
E00002704,27.9,72.1
E00002705,42.1,57.9
E00002708,22.5,77.5
E00002710,33.3,66.7
E00002711,37.4,62.6
E00002713,37.9,62.1
E00002714,38.5,61.5
E00002716,26.9,73.1
E00002718,30.3,69.7
E00002719,33.3,66.7
E00002720,40.5,59.5
E00002721,30.5,69.5
E00002722,34.1,65.9
E00002723,23.4,76.6
E00002724,28.7,71.3
E00002725,34.1,65.9
E00002726,27.2,72.8
E00002727,28.1,71.9
E00002731,31.7,68.3
E00002734,29.5,70.5
E00002736,43.7,56.3
E00002824,22.8,77.2
E00002825,39,61
E00002826,51.8,48.2
E00002828,38.6,61.4
E00002830,43.6,56.4
E00002831,39.5,60.5
E00002833,41.8,58.2
E00002838,46,54
E00004282,24.4,75.6
E00004283,36.7,63.3
E00004284,26.4,73.6
E00004285,31,69
E00004286,27,73
E00004287,21.8,78.2
E00004288,29,71
E00004289,29.4,70.6
E00004290,26.1,73.9
E00004291,27.6,72.4
E00004292,36.1,63.9
E00004293,29.9,70.1
E00004294,18.4,81.6
E00004295,43.3,56.7
E00004296,32.2,67.8
E00004297,25.2,74.8
E00004298,47.6,52.4
E00004299,47.4,52.6
E00004300,29.7,70.3
E00004301,32.1,67.9
E00004302,34.9,65.1
E00004303,50,50
E00004304,34,66
E00004305,49.3,50.7
E00004306,45,55
E00004307,55.1,44.9
E00004308,41.2,58.8
E00004309,57.2,42.8
E00004310,49,51
E00004311,45.9,54.1
E00004312,32.3,67.7
E00004313,46.8,53.2
E00004314,24.5,75.5
E00004315,41.3,58.7
E00004316,24.7,75.3
E00004317,30.4,69.6
E00004318,32.9,67.1
E00004319,21.9,78.1
E00004321,41.8,58.2
E00004322,60,40
E00004323,33.4,66.6
E00004324,46.6,53.4
E00004325,47.9,52.1
E00004326,36.8,63.2
E00004327,59,41
E00004328,47.8,52.2
E00004329,45.8,54.2
E00004330,40.8,59.2
E00004331,40.2,59.8
E00004332,54.3,45.7
E00004334,53.6,46.4
E00004336,27.7,72.3
E00004339,32,68
E00004340,13.7,86.3
E00004345,64.3,35.7
E00004346,43.1,56.9
E00004347,51.5,48.5
E00004348,37.7,62.3
E00004349,59.8,40.2
E00004350,51.2,48.8
E00004351,56.2,43.8
E00004352,63.8,36.2
E00004353,54.1,45.9
E00004354,53.6,46.4
E00004355,49.8,50.2
E00004356,59,41
E00004357,63.1,36.9
E00004358,48.2,51.8
E00004359,63.3,36.7
E00004360,49,51
E00004361,49.7,50.3
E00004405,52.1,47.9
E00004406,46.7,53.3
E00004407,48.6,51.4
E00004410,43,57
E00004413,55,45
E00004415,44.5,55.5
E00004419,27.7,72.3
E00004421,59.9,40.1
E00004422,37.5,62.5
E00004430,27.8,72.2
E00004604,30.9,69.1
E00004605,34,66
E00004606,32.8,67.2
E00004607,26.8,73.2
E00004608,40.3,59.7
E00004612,30.2,69.8
E00004613,37.1,62.9
E00004614,29.5,70.5
E00004615,28.7,71.3
E00004616,21,79
E00004617,25.4,74.6
E00004618,24.3,75.7
E00004619,26.8,73.2
E00004620,28.8,71.2
E00004621,18.4,81.6
E00004622,25.1,74.9
E00004623,22.8,77.2
E00004624,35.3,64.7
E00004625,33.9,66.1
E00004626,19.4,80.6
E00004627,29.4,70.6
E00004628,30.5,69.5
E00004629,38.3,61.7
E00004630,27.4,72.6
E00004631,26.4,73.6
E00004632,26.8,73.2
E00004633,22.3,77.7
E00004634,34.9,65.1
E00004635,27.5,72.5
E00004636,30.6,69.4
E00004637,28.4,71.6
E00004638,19,81
E00004639,31.8,68.2
E00004640,30.1,69.9
E00004641,28.9,71.1
E00004642,35.7,64.3
E00004643,27.8,72.2
E00004644,36.9,63.1
E00004645,23.7,76.3
E00004766,40.5,59.5
E00004767,34.9,65.1
E00004768,42.9,57.1
E00004769,31.6,68.4
E00004770,48.3,51.7
E00004774,39.2,60.8
E00004775,55.3,44.7
E00004776,20.7,79.3
E00004777,33.5,66.5
E00004781,38.9,61.1
E00004785,18.2,81.8
E00004786,35.6,64.4
E00004787,36.7,63.3
E00004788,34.6,65.4
E00004789,34.3,65.7
E00004790,35.8,64.2
E00004791,31,69
E00004792,35.5,64.5
E00004793,44.4,55.6
E00004794,42.4,57.6
E00004795,40.7,59.3
E00004796,27,73
E00004797,30.1,69.9
E00004798,43.2,56.8
E00004799,38.8,61.2
E00004801,39.4,60.6
E00004802,40.1,59.9
E00004803,26.2,73.8
E00004804,35.6,64.4
E00004805,29.9,70.1
E00004806,42.1,57.9
E00004807,34,66
E00004809,51.1,48.9
E00004810,44.2,55.8
E00004811,42.9,57.1
E00004812,25.5,74.5
E00004813,46.7,53.3
E00004814,35,65
E00004816,26,74
E00004817,45.3,54.7
E00004818,26.7,73.3
E00004819,54.5,45.5
E00004820,22.1,77.9
E00004821,24.7,75.3
E00004822,51.6,48.4
E00004823,34.2,65.8
E00004824,27.9,72.1
E00004825,25.7,74.3
E00004826,29.9,70.1
E00004827,22.8,77.2
E00004828,20.8,79.2
E00004829,17.6,82.4
E00004830,30.9,69.1
E00004831,22.1,77.9
E00004833,24,76
E00004834,32.2,67.8
E00004835,14.9,85.1
E00004836,25.7,74.3
E00004837,26.6,73.4
E00004838,14.3,85.7
E00004839,22.3,77.7
E00004840,25.2,74.8
E00004841,26.3,73.8
E00004842,40.9,59.1
E00004843,34.3,65.7
E00004844,26.7,73.3
E00004845,32.1,67.9
E00004846,31.6,68.4
E00004847,21.5,78.5
E00004848,32.1,67.9
E00004849,43.4,56.6
E00004850,31.9,68.1
E00004851,29,71
E00004852,38.4,61.6
E00004853,24.6,75.4
E00023434,32,68
E00023435,63,37
E00023438,57.5,42.5
E00023439,30.8,69.2
E00023441,53.1,46.9
E00174681,26.9,73.1
E00174686,14.6,85.4
E00174894,33.9,66.1
E00174895,51.7,48.3
E00174901,43.4,56.6
E00174902,33,67
E00178752,32.5,67.5
E00178756,23.8,76.2
E00178816,34,66
E00178907,44.2,55.8
E00178929,32.2,67.8
E00178955,28,72
E00178957,46.3,53.7
E00179019,30,70
E00190403,30,70
E00190415,26.5,73.5
E00190416,18.7,81.3
E00190422,39.5,60.5
E00190430,31.2,68.8
E00190452,34,66
E00190461,18.5,81.5
