areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00148159,92.8,6.8,0.4
E00148160,96.3,3,0.7
E00148161,96,3.1,0.9
E00148162,91.9,7.3,0.8
E00148163,77.4,19.3,3.3
E00148164,96.1,2.8,1.1
E00148165,88.7,9.5,1.8
E00148166,90.8,8.8,0.4
E00148167,98,1.6,0.4
E00148168,82.6,12.2,5.2
E00148169,91.5,7.5,1
E00148170,92.2,6,1.8
E00148171,97.1,1.3,1.6
E00148172,94.6,5,0.4
E00148173,97.1,2.9,0
E00148174,94.1,3.2,2.7
E00148175,97,1.5,1.5
E00148176,99.5,0.5,0
E00148177,90.2,8.5,1.3
E00148178,98.8,0.8,0.4
E00148179,92.4,5.4,2.2
E00148180,98.3,1.7,0
E00148182,77.3,16.8,5.9
E00148183,71.6,21.7,6.6
E00148184,76.3,17.8,5.9
E00148185,75.2,17.3,7.5
E00148186,72.9,18.4,8.7
E00148187,81.5,15.3,3.2
E00148188,80.3,17.5,2.2
E00148189,81.6,15,3.4
E00148190,85.6,12.6,1.8
E00148192,94.1,2.2,3.7
E00148193,87.5,11.6,0.9
E00148194,91.5,7.8,0.7
E00148195,87.6,7.9,4.5
E00148196,88.1,9.4,2.5
E00148197,90.8,7,2.2
E00148198,90.4,7.6,1.9
E00148199,94.5,4.7,0.8
E00148200,88.3,9.7,1.9
E00148201,93.2,4.6,2.1
E00148202,91.9,6.9,1.2
E00148203,89,7.1,3.9
E00148204,90.9,7.2,1.9
E00148205,94.5,4.5,1
E00148207,88.2,10.9,0.9
E00148208,85.6,8.3,6.1
E00148209,93.8,3.7,2.5
E00148210,95.1,3.7,1.1
E00148211,94.3,4.6,1.1
E00148212,94.7,2.8,2.5
E00148213,95.8,3.4,0.8
E00148214,94.2,4.7,1.1
E00148215,91.8,6.8,1.4
E00148216,92.4,5.6,2
E00148217,90.7,7,2.3
E00148218,93.8,5.1,1.1
E00148219,97.6,1.7,0.7
E00148220,96.1,3.2,0.7
E00148221,94.8,4,1.2
E00148222,92,7.2,0.8
E00148223,97.9,1.7,0.3
E00148224,95.2,3.6,1.2
E00148225,91.1,7.2,1.7
E00148226,99.3,0.7,0
E00148227,88.9,9.4,1.7
E00148228,78.5,19.3,2.2
E00148229,98.7,0.5,0.8
E00148230,96.9,3.1,0
E00148231,99.5,0.5,0
E00148232,98.7,1.3,0
E00148233,96.1,3.9,0
E00148234,99.6,0.4,0
E00148235,97.8,1.8,0.4
E00148236,89.1,8.2,2.7
E00148238,98.8,1.2,0
E00148239,100,0,0
E00148240,90.8,6.4,2.9
E00148241,94.6,5.4,0
E00148242,95.7,1.9,2.5
E00148243,91.1,6.6,2.3
E00148244,92.9,6.1,1
E00148245,92.7,5.5,1.8
E00148246,96.8,1.8,1.4
E00148247,95.8,3.2,1
E00148248,92.3,5.7,2.1
E00148249,94,5.3,0.7
E00148250,92,6.2,1.8
E00148251,94.1,4,1.9
E00148252,95.2,4.1,0.7
E00148253,84.4,12.8,2.8
E00148254,95.8,3.2,1
E00148255,77.4,19.4,3.2
E00148256,91.7,6.6,1.7
E00148257,95.9,3.6,0.6
E00148258,94.6,5.4,0
E00148259,97.5,1.8,0.7
E00148260,100,0,0
E00148262,93.9,5.4,0.8
E00148263,96.8,2.1,1.1
E00148265,94.4,0.7,4.8
E00148266,85.6,10.3,4.1
E00148267,92.9,7.1,0
E00148269,90.2,8.1,1.7
E00148270,95.9,3.5,0.6
E00148272,93.1,4.8,2
E00148273,96.2,3.8,0
E00148274,95.3,3.7,0.9
E00148275,94.4,4.8,0.8
E00148276,93.1,5.2,1.7
E00148277,95.4,4.3,0.3
E00148322,97.8,2.2,0
E00148323,97,2.6,0.4
E00148324,97.6,2.4,0
E00148325,100,0,0
E00148326,100,0,0
E00148327,100,0,0
E00148328,98.4,1.3,0.3
E00148329,100,0,0
E00148330,97.9,1.8,0.3
E00148331,99.6,0.4,0
E00148332,95.5,3.7,0.7
E00148333,98.5,1.5,0
E00148334,99.2,0.8,0
E00148335,99.6,0.4,0
E00148336,98.3,1.7,0
E00148337,100,0,0
E00148338,98,2,0
E00148339,100,0,0
E00148340,99.1,0.5,0.5
E00148342,100,0,0
E00148343,98.8,0.9,0.3
E00148344,98.1,1.6,0.3
E00148345,97.4,2.6,0
E00148346,99.7,0.3,0
E00148370,100,0,0
E00148373,99,1,0
E00148374,99.3,0.7,0
E00148411,99.3,0.2,0.4
E00148412,99.7,0.3,0
E00148413,100,0,0
E00148414,99.1,0.9,0
E00148415,99.7,0.3,0
E00148416,99.2,0.8,0
E00148417,99.6,0,0.4
E00148418,100,0,0
E00148419,98.5,1.2,0.3
E00148420,100,0,0
E00148421,99.5,0.5,0
E00148422,99.4,0.6,0
E00148423,98.7,0.9,0.4
E00148431,99.7,0.3,0
E00148432,99.3,0.7,0
E00148433,98.9,0.7,0.4
E00148434,98.1,1.2,0.6
E00148435,99.6,0.4,0
E00148436,98.3,1.2,0.6
E00148437,100,0,0
E00148438,98.8,0.4,0.8
E00148439,99.6,0.4,0
E00148440,100,0,0
E00148441,100,0,0
E00148442,99.7,0.3,0
E00148443,96.8,2.5,0.7
E00148444,96.7,3.3,0
E00148446,98.9,1.1,0
E00148447,98.3,1.4,0.3
E00148449,99.4,0.6,0
E00148450,97.5,2.3,0.2
E00148451,100,0,0
E00148452,97.8,2.2,0
E00148453,97.8,1.5,0.7
E00148454,97.1,2.5,0.4
E00148455,97.7,2.3,0
E00148456,99.6,0.4,0
E00148457,98.5,1.5,0
E00148458,100,0,0
E00148459,99.1,0.6,0.3
E00148461,100,0,0
E00148462,96.2,2.9,1
E00148463,98.2,0.6,1.2
E00148464,99.5,0.5,0
E00148480,99.2,0.8,0
E00148481,99.6,0.4,0
E00148482,99.1,0.6,0.3
E00148483,100,0,0
E00148484,99.2,0.8,0
E00148485,99.2,0.8,0
E00148486,97.5,1.1,1.4
E00148487,96.6,3.4,0
E00148488,98,2,0
E00148489,99.7,0.3,0
E00148490,100,0,0
E00148491,98.2,0.6,1.2
E00148492,99.6,0.4,0
E00148493,100,0,0
E00148550,98.6,1.4,0
E00148552,100,0,0
E00148554,98.7,1.3,0
E00148555,100,0,0
E00148556,100,0,0
E00148678,99.4,0.6,0
E00148679,100,0,0
E00148680,99.5,0.5,0
E00148681,99.3,0.7,0
E00148682,99.5,0.5,0
E00148683,100,0,0
E00148686,97.6,0.8,1.6
E00148687,98.2,1.5,0.4
E00148688,99.4,0.3,0.3
E00148726,99.3,0.7,0
E00148727,100,0,0
E00148728,100,0,0
E00148729,98.7,1.3,0
E00148730,100,0,0
E00148735,96.6,3.4,0
E00148736,99.4,0.6,0
E00148737,98.9,0.7,0.4
E00148738,98.8,1.2,0
E00148750,95.8,3.7,0.5
E00148751,97.6,2,0.4
E00148752,99.8,0.2,0
E00148753,94.2,5.1,0.7
