areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00148159,32.5,67.5
E00148160,31.2,68.8
E00148161,24.2,75.8
E00148162,27.7,72.3
E00148163,28.3,71.7
E00148164,28.6,71.4
E00148165,27.8,72.2
E00148166,22.1,77.9
E00148167,28.5,71.5
E00148168,18.5,81.5
E00148169,25.3,74.7
E00148170,30.5,69.5
E00148171,29.5,70.5
E00148172,24.1,75.9
E00148173,33.9,66.1
E00148174,27.3,72.7
E00148175,34.3,65.7
E00148176,24.6,75.4
E00148177,30.1,69.9
E00148178,28.4,71.6
E00148179,24.4,75.6
E00148180,37.5,62.5
E00148182,24,76
E00148183,29.1,70.9
E00148184,27.6,72.4
E00148185,23.2,76.8
E00148186,19.9,80.1
E00148187,25.6,74.4
E00148188,25.4,74.6
E00148189,23.2,76.8
E00148190,30.7,69.3
E00148192,30.7,69.3
E00148193,29.4,70.6
E00148194,22.2,77.8
E00148195,20.9,79.1
E00148196,19.9,80.1
E00148197,27.1,72.9
E00148198,33.8,66.2
E00148199,34.7,65.3
E00148200,29.1,70.9
E00148201,31.8,68.2
E00148202,23,77
E00148203,17.8,82.2
E00148204,25.8,74.2
E00148205,27.6,72.4
E00148207,26.9,73.1
E00148208,21.8,78.2
E00148209,24.2,75.8
E00148210,26.4,73.6
E00148211,28.7,71.3
E00148212,36.1,63.9
E00148213,27.7,72.3
E00148214,37.1,62.9
E00148215,25.2,74.8
E00148216,38.9,61.1
E00148217,37.2,62.8
E00148218,35.2,64.8
E00148219,29.3,70.7
E00148220,23.5,76.5
E00148221,29.6,70.4
E00148222,23,77
E00148223,25,75
E00148224,27.2,72.8
E00148225,37.5,62.5
E00148226,27.1,72.9
E00148227,36.8,63.2
E00148228,16.3,83.7
E00148229,31.7,68.3
E00148230,25.3,74.7
E00148231,28.8,71.2
E00148232,35.4,64.6
E00148233,29,71
E00148234,32.5,67.5
E00148235,33.1,66.9
E00148236,27.5,72.5
E00148238,28.7,71.3
E00148239,38.2,61.8
E00148240,21,79
E00148241,31.5,68.5
E00148242,26.8,73.2
E00148243,22.2,77.8
E00148244,33.1,66.9
E00148245,35.9,64.1
E00148246,37.8,62.2
E00148247,33.3,66.7
E00148248,38.8,61.3
E00148249,40.7,59.3
E00148250,32.4,67.6
E00148251,38.6,61.4
E00148252,32.1,67.9
E00148253,23.8,76.2
E00148254,32.2,67.8
E00148255,28.5,71.5
E00148256,23.7,76.3
E00148257,30.4,69.6
E00148258,34.4,65.6
E00148259,29.9,70.1
E00148260,33,67
