areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00093427,2.9,25.7,37.1,34.3
E00093433,5,21.7,45,28.3
E00147172,4.4,32,48,15.6
E00147173,6.8,42.9,29.9,20.3
E00147174,0.5,31.5,50.5,17.4
E00147175,5.9,23.4,48.2,22.5
E00150627,4.3,34.8,30.4,30.4
E00150666,8.6,33,36.2,22.2
E00150667,0.8,33.1,49.2,16.9
E00150668,3.8,34.6,42.3,19.2
E00150669,8.5,31,35.9,24.6
E00150671,3.3,30.7,49.7,16.3
E00150672,4.9,22.2,48.6,24.3
E00150673,4.9,41,37.7,16.4
E00150674,15.5,33.9,39.9,10.7
E00150676,10.4,31.3,39.6,18.8
E00150677,4.5,26.4,42.7,26.4
E00150678,2.5,25.2,51.3,21
E00150679,13.2,40.3,31.8,14.7
E00150680,2.4,22,47.2,28.5
E00150681,6.5,28.3,35.9,29.3
E00150682,4.5,34.3,42.8,18.4
E00150684,2.8,22,46.8,28.4
E00150685,9.6,26,37.7,26.7
E00150686,4.7,37,37.8,20.5
E00150687,11.4,44.7,29.3,14.6
E00150688,30.3,43.6,18.6,7.4
E00150689,6.8,26.3,42.4,24.6
E00150690,11.2,44.8,34.3,9.7
E00150691,7.6,46.2,31.8,14.4
E00150692,24.6,37.7,33.6,4.1
E00150693,0,23,43.7,33.3
E00150694,6.8,38.5,41,13.7
E00150695,15.6,42.2,31.3,10.9
E00150696,19.3,37.7,28.9,14
E00150697,8.8,41.2,35.1,14.9
E00150698,29.9,35.9,23.1,11.1
E00150699,16.2,41.4,27,15.3
E00150700,24.8,41.3,22,11.9
E00150701,11,35.3,46.3,7.4
E00172352,1.7,22.5,46.7,29.2
E00172353,4.1,27,45.9,23
E00172356,5.4,34.1,49.6,10.9
E00172357,23.2,46.4,21.4,8.9
