areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00093427,65.8,34.2
E00093433,63.8,36.2
E00147172,59.9,40.1
E00147173,58.7,41.3
E00147174,69.1,30.9
E00147175,56.3,43.7
E00150627,60,40
E00150666,54.4,45.6
E00150667,68,32
E00150668,58.7,41.3
E00150669,59.9,40.1
E00150671,61.7,38.3
E00150672,64.9,35.1
E00150673,46.7,53.3
E00150674,51.2,48.8
E00150676,64.5,35.5
E00150677,69,31
E00150678,58.6,41.4
E00150679,52.2,47.8
E00150680,59.4,40.6
E00150681,56.5,43.5
E00150682,53.3,46.7
E00150684,68.1,31.9
E00150685,57.6,42.4
E00150686,64.9,35.1
E00150687,45.5,54.5
E00150688,49.5,50.5
E00150689,58.1,41.9
E00150690,53.8,46.2
E00150691,55.6,44.4
E00150692,40,60
E00150693,53.7,46.3
E00150694,63.9,36.1
E00150695,43.7,56.3
E00150696,50.7,49.3
E00150697,52.8,47.2
E00150698,33.2,66.8
E00150699,44.4,55.6
E00150700,37.7,62.3
E00150701,52.3,47.7
E00172352,69.9,30.1
E00172353,64.7,35.3
E00172356,48.4,51.6
E00172357,55,45
