areacd,in_full_time_education-001,in_full_time_education-002
E00093427,18.9,81.1
E00093433,15.1,84.9
E00147172,13.4,86.6
E00147173,13.5,86.5
E00147174,18.7,81.3
E00147175,16.8,83.2
E00150627,10.4,89.6
E00150666,13.8,86.2
E00150667,12.4,87.6
E00150668,17,83
E00150669,10.4,89.6
E00150671,12.2,87.8
E00150672,14.6,85.4
E00150673,13.5,86.5
E00150674,12.7,87.3
E00150676,11.2,88.8
E00150677,12.8,87.2
E00150678,14.9,85.1
E00150679,17,83
E00150680,16.3,83.7
E00150681,9.5,90.5
E00150682,13.8,86.2
E00150684,14.5,85.5
E00150685,16.7,83.3
E00150686,20.5,79.5
E00150687,17.1,82.9
E00150688,9.3,90.7
E00150689,19.6,80.4
E00150690,16.4,83.6
E00150691,19.3,80.7
E00150692,11.4,88.6
E00150693,16.5,83.5
E00150694,13.5,86.5
E00150695,11.4,88.6
E00150696,14.1,85.9
E00150697,16,84
E00150698,14.6,85.4
E00150699,17.8,82.2
E00150700,26.6,73.4
E00150701,19.4,80.6
E00172352,12.7,87.3
E00172353,21.8,78.2
E00172356,21.5,78.5
E00172357,14.3,85.7
