areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00093427,100,0,0,0
E00093433,96.7,3.3,0,0
E00147172,99.1,0.4,0,0.4
E00147173,99.4,0.6,0,0
E00147174,99.5,0.5,0,0
E00147175,99.6,0.4,0,0
E00150627,97.1,0,0,2.9
E00150666,98.9,0,0.5,0.5
E00150667,99.2,0.8,0,0
E00150668,99.2,0.8,0,0
E00150669,99.3,0.7,0,0
E00150671,100,0,0,0
E00150672,98.6,1.4,0,0
E00150673,97.6,0,0,2.4
E00150674,98.2,1.2,0,0.6
E00150676,97.9,0.7,0,1.4
E00150677,98.2,0.9,0.9,0
E00150678,98.3,1.7,0,0
E00150679,99.2,0.8,0,0
E00150680,99.2,0,0,0.8
E00150681,100,0,0,0
E00150682,98,1,0.5,0.5
E00150684,94.5,2.7,2.7,0
E00150685,97.3,2.7,0,0
E00150686,96.1,2.4,0,1.6
E00150687,99.2,0,0,0.8
E00150688,100,0,0,0
E00150689,98.3,0.8,0,0.8
E00150690,98.5,1.5,0,0
E00150691,98.5,0.8,0.8,0
E00150692,99.2,0.8,0,0
E00150693,96.3,0.7,2.2,0.7
E00150694,95.8,3.4,0.8,0
E00150695,99.2,0.8,0,0
E00150696,99.1,0.9,0,0
E00150697,100,0,0,0
E00150698,99.1,0,0,0.9
E00150699,100,0,0,0
E00150700,97.3,1.8,0.9,0
E00150701,97.8,2.2,0,0
E00172352,98.3,1.7,0,0
E00172353,97.6,1.6,0,0.8
E00172356,92.3,3.1,2.3,2.3
E00172357,96.6,1.7,1.7,0
