geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00014980,89.4,4.6,3.5,2.5
E00014981,91.7,5.5,1.3,1.5
E00014982,88.6,4.2,2.8,4.4
E00014983,93.5,3.7,1.2,1.6
E00014984,93.7,5.1,0.3,0.9
E00014985,90.9,3.6,2.3,3.3
E00014986,90.5,5.9,0.8,2.8
E00014987,93.2,4.1,0.6,2.1
E00014988,92.7,4.2,0.7,2.4
E00014989,93.3,3.4,1.5,1.8
E00014990,92.9,3.3,1.1,2.7
E00014993,92.1,4.2,1.6,2.1
E00014994,92,4.7,2.1,1.2
E00014995,90.2,4.4,1.9,3.5
E00014996,91.7,4,2.3,2
E00014997,96.4,0.8,1.3,1.6
E00014998,93.6,3,1.5,2
E00014999,92.3,2.7,2.7,2.3
E00015000,93.6,2.9,0.6,2.9
E00015001,87.6,7.5,2.9,2
E00015002,92.8,4.6,1,1.6
E00015003,90.4,4.7,1.6,3.4
E00015004,96.7,2.4,0.3,0.6
E00015005,95.2,3.7,0.7,0.3
E00015006,89.4,4.5,2.7,3.4
E00015007,87.6,10.1,0.6,1.8
E00015008,90.4,4.1,2.1,3.4
E00015009,92.9,3.3,2.1,1.8
E00015010,93.2,4,1.9,0.9
E00015011,93.3,4.7,0.8,1.2
E00015012,94.8,3,0.3,1.9
E00015013,91,4.4,2.1,2.5
E00015014,91.9,4.2,1.1,2.8
E00015015,91.1,3.1,2.8,3.1
E00015016,88.9,7.1,1.8,2.1
E00015017,92.5,3.4,3,1.1
E00015018,92.5,4,1.2,2.2
E00015019,93.9,1.4,2.3,2.3
E00015020,96.9,0.8,0,2.2
E00015021,95.6,1.2,0.9,2.3
E00015022,89.7,6.2,1.5,2.6
E00015024,94.8,1.2,1.6,2.4
E00015026,94.6,3,1.5,0.9
E00015027,92.6,3,3,1.5
E00015029,89,7.2,1.4,2.4
E00015031,88.8,6.1,1.4,3.7
E00015032,92.1,2.2,3.8,1.9
E00015033,87.1,7.6,2.4,2.9
E00015034,86.7,9.2,1.4,2.7
E00017009,87.8,7.1,1,4.1
E00017010,92.9,3.6,0.7,2.8
E00017011,88.3,6.6,2.6,2.6
E00017012,91.4,5.3,1.7,1.7
E00017013,92.4,4.8,0.8,2
E00017014,93.1,4.7,0.3,1.9
E00017015,91.5,4.1,1.4,3
E00017033,91.6,5.1,1.1,2.2
E00017034,91.4,5.6,1.1,1.9
E00017035,90.1,2.5,2.5,5
E00017295,91.7,3.3,2.4,2.7
E00017296,93.3,2.8,1.4,2.5
E00017297,93.9,3.6,1,1.5
E00017298,89.8,4,3.1,3.1
E00017299,91,4.2,1.2,3.6
E00017300,92.3,2.8,1.7,3.1
E00017301,90.1,5,3,2
E00017302,94.8,2.6,1.1,1.5
E00017303,90.5,4.2,1.5,3.8
E00017304,94.5,2.4,0.8,2.4
E00017305,93.5,3.4,1.2,1.9
E00017306,93.2,3.6,0.6,2.7
E00017307,92.2,4.3,0.6,2.8
E00017308,90.3,5.1,2.1,2.4
E00017309,93.4,1.8,0.7,4.1
E00017310,91.5,5.3,1.3,2
E00017311,91.6,4.9,2,1.4
E00017312,93.6,2.8,2.1,1.5
E00017313,91,2.7,2.3,4
E00017314,94.8,3,0,2.2
E00017315,92.4,4.7,1.6,1.3
E00017316,94.6,3.3,0.3,1.8
E00017317,92.1,4.5,0.9,2.4
E00017318,90.9,4,0.8,4.4
E00017319,93.8,3.1,0.3,2.8
E00017320,92.2,4.2,1,2.6
E00017321,88.6,7.4,1.8,2.2
E00017340,96.4,1.6,1,1
E00017383,92.1,4.6,1.3,2
E00017384,90.9,1.6,4.1,3.4
E00017385,87.4,5.7,2.7,4.2
E00017386,96.1,1.3,1.3,1.3
E00017387,90.3,3.6,2.8,3.2
E00017388,93.3,2.5,2.5,1.8
E00017389,89.6,4.4,3.5,2.5
E00017390,93.4,2.7,1.8,2.1
E00017391,89.8,4.7,2.5,3
E00017392,90.6,4.7,2.4,2.4
E00017398,91.9,3.5,1.2,3.5
E00017399,94.5,3.8,0.7,1
E00017400,87.9,4.6,3,4.6
E00017401,91.1,5,1.8,2.1
E00017405,90.7,4.5,2.4,2.4
E00017407,93.1,3.6,1.2,2.1
E00017408,92.8,3.6,1.1,2.5
E00017409,91.3,3.9,1.6,3.2
E00017410,94.6,2,1,2.4
E00017412,92.4,2.6,2.3,2.6
E00017447,91.7,4.3,1.7,2.3
E00017448,90.6,4.1,2.5,2.8
E00017449,92.9,3,2.1,2.1
E00017450,91.7,2.5,3.7,2.2
E00017452,93.2,3.1,1.6,2.1
E00017453,94,2.2,1.6,2.2
E00017454,91.4,4.6,1.1,2.9
E00017455,90.2,6.2,2.3,1.3
E00017456,88.2,5,4,2.8
E00017457,92.8,3.6,1.8,1.8
E00017458,93.1,3.5,0.9,2.5
E00017459,91.4,3.9,2.1,2.7
E00017460,92.6,3.2,1.2,2.9
E00017461,90.4,4.3,1.4,3.9
E00017462,92.7,2.6,1.6,3.1
E00017463,93.5,3.5,1,1.9
E00017464,90,5.3,2.8,1.9
E00017465,93.2,3.8,0.9,2.1
E00017466,89.1,4.5,3.6,2.8
E00017467,92.4,3.3,2.3,2
E00017468,92.1,2.6,4.3,1
E00017469,91.5,2.8,1.5,4.1
E00017470,92.1,3.2,2,2.8
E00017471,93.3,2.8,2.8,1.2
E00017472,91,3.8,2.6,2.6
E00017473,94.7,2.7,1.9,0.8
E00017474,90.7,4,2.1,3.2
E00017475,91.8,2.4,1.5,4.2
E00017476,93.1,5.1,0.6,1.2
E00017477,93.2,4.2,1.3,1.3
E00017542,94.3,3.5,1.1,1.1
E00017549,93.5,2.4,2.1,2.1
E00017551,93,2.9,0.3,3.8
E00017552,94,2.5,0.7,2.8
E00017553,90.2,7.9,1,1
E00017554,87.9,8,2.1,2.1
E00017555,90,3.8,2.7,3.4
E00017556,91.2,5.7,0.5,2.6
E00017557,92.5,5.1,0.3,2.1
E00017558,91.9,5.5,1,1.6
E00017559,93.6,2,1.3,3.1
E00017560,92.4,5.1,0,2.4
E00017561,94.7,2.4,0.6,2.4
E00017562,93.8,3.1,1.4,1.7
E00017563,93,4.1,0.3,2.6
E00017564,95.8,3.6,0.3,0.3
E00017565,91.3,6,1,1.7
E00017566,92.7,5,1.8,0.6
E00020596,91.6,4.6,2,1.8
E00020598,92.6,5.1,2,0.3
E00020599,93.6,5,0.5,0.9
E00020600,88.8,7.6,1.2,2.4
E00020601,92.1,4,2.6,1.3
E00020602,93,4.3,1.6,1.2
E00020603,93.7,3.5,1.6,1.2
E00020604,92.2,3.3,0,4.5
E00020605,93.4,5.1,1,0.5
E00020606,94.3,3.3,2,0.3
E00020607,95.2,2.8,1.6,0.4
E00020608,96.4,1.6,0.8,1.2
E00020609,88.5,6.6,2.8,2.1
E00020610,94.7,2.4,1.2,1.6
E00020611,94.6,3,1.8,0.6
E00020612,89.6,7.3,1.8,1.3
E00020613,98.4,0,1.1,0.5
E00020614,89.4,5.6,2.8,2.1
E00020615,90.7,2.8,2.5,4
E00020616,92.8,4.3,1,2
E00020617,89.7,3.5,4.1,2.6
E00020618,96.2,1.4,1.4,1
E00020619,91,3.8,3.3,1.9
E00020620,92.8,1.5,1.9,3.8
E00020621,89.7,5.8,2.2,2.2
E00020622,89.2,6,2.5,2.2
E00020623,93.4,5,0.4,1.2
E00020625,92.5,5.6,0.7,1.1
E00020630,92.6,3.6,1.5,2.3
E00020634,93.6,2.9,0.9,2.6
