geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00014980,8,45.5,33.9,12.5
E00014981,22.3,41.4,26.5,9.8
E00014982,27,50,17.1,5.9
E00014983,6.3,46.1,35.9,11.7
E00014984,6.8,39.8,45.8,7.6
E00014985,7.3,56.1,29.3,7.3
E00014986,20.7,47.9,24.8,6.6
E00014987,4.8,45.6,35.2,14.4
E00014988,14.2,54.3,26,5.5
E00014989,11.8,44.9,31.5,11.8
E00014990,6,46.6,31,16.4
E00014993,8.7,46,31.7,13.5
E00014994,18,42.2,26.6,13.3
E00014995,12.4,43.4,30.1,14.2
E00014996,23.3,45.7,22.4,8.6
E00014997,25,44.9,25.7,4.4
E00014998,37.5,55,6.7,0.8
E00014999,38.9,47.3,13,0.8
E00015000,19.4,59.7,14.4,6.5
E00015001,9.8,50.4,27.6,12.2
E00015002,17.1,48,26,8.9
E00015003,8.1,49.6,30.1,12.2
E00015004,13.7,48.1,31.3,6.9
E00015005,16.3,52.6,23,8.1
E00015006,8.9,50.9,34.8,5.4
E00015007,11.3,33.9,35.5,19.4
E00015008,11.7,40.6,32.8,14.8
E00015009,13.4,41.7,34.6,10.2
E00015010,15.7,57.4,24.3,2.6
E00015011,29,49.2,18.5,3.2
E00015012,7.9,46,35.3,10.8
E00015013,7.6,39.6,38.9,13.9
E00015014,8.8,45.6,30.4,15.2
E00015015,3.3,51.6,32.8,12.3
E00015016,14,32.6,38.8,14.7
E00015017,7,49,34,10
E00015018,9.1,44.6,32.2,14
E00015019,39.3,49.5,9.3,1.9
E00015020,28.5,51.1,17.5,2.9
E00015021,25.8,50,20.8,3.3
E00015022,28.1,41.2,26.3,4.4
E00015024,31.7,52.9,14.4,1
E00015026,18.9,50.8,23,7.4
E00015027,22.3,38,33.9,5.8
E00015029,21.2,39,28.8,11
E00015031,13.9,43.4,33.6,9
E00015032,30.2,41.1,19.4,9.3
E00015033,10.7,38.9,35.1,15.3
E00015034,5.8,41.7,41.7,10.8
E00017009,11.5,54.9,29.2,4.4
E00017010,15.2,48.2,28.6,8
E00017011,9.7,50,29,11.3
E00017012,11.7,50.8,27.3,10.2
E00017013,14.6,48.5,28.5,8.5
E00017014,22.7,49.2,18.9,9.1
E00017015,15.5,50.7,23.9,9.9
E00017033,16.9,47.5,25.4,10.2
E00017034,8.5,56.6,27.9,7
E00017035,33.6,44.3,14.5,7.6
E00017295,15.5,47.3,27.1,10.1
E00017296,18.3,35.9,32.1,13.7
E00017297,20.1,45.1,26.2,8.5
E00017298,14.6,39.8,34.1,11.4
E00017299,14.2,50.7,27.6,7.5
E00017300,29.1,48.8,17.3,4.7
E00017301,14.3,55.5,19.3,10.9
E00017302,16,45,32,7
E00017303,28.9,42.1,25.4,3.5
E00017304,19.3,47.7,26.4,6.6
E00017305,11.5,49.2,32.3,6.9
E00017306,12.3,46.7,27,13.9
E00017307,16.7,37.3,29.4,16.7
E00017308,11.4,43.6,30,15
E00017309,19.7,48.4,27.9,4.1
E00017310,9,43.3,34.3,13.4
E00017311,11.8,42.5,35.4,10.2
E00017312,9.4,49.6,33.3,7.7
E00017313,19,44,24.1,12.9
E00017314,17.8,58.4,22.8,1
E00017315,5.8,52.5,29.2,12.5
E00017316,35.7,47.9,15.7,0.7
E00017317,22.1,49.2,22.1,6.6
E00017318,38,47.4,13.9,0.7
E00017319,10.6,48.7,31,9.7
E00017320,12.6,49.6,28.3,9.4
E00017321,19.1,42.6,26.1,12.2
E00017340,45,50.4,4.6,0
E00017383,23.7,55.9,16.1,4.2
E00017384,33.9,46.5,15,4.7
E00017385,23,50,22.4,4.6
E00017386,39.1,38.3,17.2,5.5
E00017387,32,39.2,24.7,4.1
E00017388,23.2,52.9,21,2.9
E00017389,27.3,46.9,18.8,7
E00017390,38.8,40.3,17.1,3.9
E00017391,37,44.2,13.8,5.1
E00017392,36.1,43.5,16.7,3.7
E00017398,26.1,52.2,17.9,3.7
E00017399,28.2,49.2,16.1,6.5
E00017400,21.2,46,25.7,7.1
E00017401,40.2,35.5,18.7,5.6
E00017405,21.5,46.7,21.5,10.4
E00017407,19.4,45.3,26.6,8.6
E00017408,29.3,43.6,18.8,8.3
E00017409,16.5,39.1,33.9,10.4
E00017410,37.7,43.8,13.8,4.6
E00017412,31.3,37.5,23.2,8
E00017447,28.8,41.5,22,7.6
E00017448,32.8,51.1,12.4,3.8
E00017449,32.3,45.7,16.5,5.5
E00017450,44.6,36.7,16.5,2.2
E00017452,30.2,40.3,24.5,5
E00017453,39.2,48,8,4.8
E00017454,31.5,37.9,24.2,6.5
E00017455,25.2,44.3,20.6,9.9
E00017456,34.9,44.4,16.7,4
E00017457,34.6,39.1,19.5,6.8
