geography_code,in_full_time_education-001,in_full_time_education-002
E00014980,19.1,80.9
E00014981,21.1,78.9
E00014982,21.6,78.4
E00014983,15,85
E00014984,18,82
E00014985,15.6,84.4
E00014986,14.7,85.3
E00014987,19.7,80.3
E00014988,17.4,82.6
E00014989,18.2,81.8
E00014990,20.4,79.6
E00014993,20,80
E00014994,20.8,79.2
E00014995,18.5,81.5
E00014996,20.4,79.6
E00014997,32,68
E00014998,19.8,80.2
E00014999,26.9,73.1
E00015000,21.1,78.9
E00015001,16.8,83.2
E00015002,25.6,74.4
E00015003,18.9,81.1
E00015004,18.2,81.8
E00015005,18.9,81.1
E00015006,20.1,79.9
E00015007,19.3,80.7
E00015008,18.5,81.5
E00015009,18.6,81.4
E00015010,19.6,80.4
E00015011,16.5,83.5
E00015012,20.9,79.1
E00015013,21.1,78.9
E00015014,23,77
E00015015,19,81
E00015016,20.5,79.5
E00015017,16.6,83.4
E00015018,20.1,79.9
E00015019,23,77
E00015020,22.7,77.3
E00015021,30.4,69.6
E00015022,26.7,73.3
E00015024,21.4,78.6
E00015026,21.5,78.5
E00015027,23.8,76.2
E00015029,17.8,82.2
E00015031,17.3,82.7
E00015032,19.5,80.5
E00015033,20.7,79.3
E00015034,14.7,85.3
E00017009,24.8,75.2
E00017010,18.1,81.9
E00017011,21.4,78.6
E00017012,21.7,78.3
E00017013,25.4,74.6
E00017014,20.2,79.8
E00017015,16.9,83.1
E00017033,23,77
E00017034,27.3,72.7
E00017035,18.6,81.4
E00017295,20.8,79.2
E00017296,19.9,80.1
E00017297,20.8,79.2
E00017298,21.2,78.8
E00017299,20.8,79.2
E00017300,17.2,82.8
E00017301,18.5,81.5
E00017302,23,77
E00017303,17.5,82.5
E00017304,20.7,79.3
E00017305,23.7,76.3
E00017306,19.8,80.2
E00017307,15.5,84.5
E00017308,17.8,82.2
E00017309,19.8,80.2
E00017310,22.6,77.4
E00017311,19.9,80.1
E00017312,23.9,76.1
E00017313,14,86
E00017314,17.5,82.5
E00017315,23.2,76.8
E00017316,23.4,76.6
E00017317,14.2,85.8
E00017318,10.7,89.3
E00017319,17.8,82.2
E00017320,20.1,79.9
E00017321,15.6,84.4
E00017340,18.8,81.2
E00017383,24.6,75.4
E00017384,18.2,81.8
E00017385,23.2,76.8
E00017386,23.3,76.7
E00017387,19,81
E00017388,28,72
E00017389,22.2,77.8
