geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00014980,50.4,32.7,1.8,15
E00014981,33.8,36.1,4.6,25.5
E00014982,15.8,21.1,40.8,22.4
E00014983,57,35.9,0,7
E00014984,52.5,40.8,1.7,5
E00014985,43.5,29,14.5,12.9
E00014986,46.3,22.3,2.5,28.9
E00014987,45.2,48.4,0.8,5.6
E00014988,42.1,48.4,0.8,8.7
E00014989,56,32,1.6,10.4
E00014990,47,40.9,0,12.2
E00014993,35.7,43.7,0,20.6
E00014994,35.9,43,2.3,18.8
E00014995,37.7,46.5,1.8,14
E00014996,32.8,31,22.4,13.8
E00014997,24.1,22.6,20.4,32.8
E00014998,10.7,23,10.7,55.7
E00014999,8.3,11.3,63.9,16.5
E00015000,34.3,42.1,7.1,16.4
E00015001,41.3,43.8,6.6,8.3
E00015002,36.6,24.4,14.6,24.4
E00015003,44.8,44,0,11.2
E00015004,42.9,47.4,0,9.8
E00015005,27.4,35.6,0.7,36.3
E00015006,44,32.8,15.5,7.8
E00015007,52.8,36.6,0.8,9.8
E00015008,46.5,33.3,0.8,19.4
E00015009,46,40.5,0,13.5
E00015010,33,37.4,5.2,24.3
E00015011,21.4,25.4,21.4,31.7
E00015012,42.4,47.5,0.7,9.4
E00015013,45.5,41.3,0,13.3
E00015014,37.6,48,0,14.4
E00015015,53.3,36.1,0.8,9.8
E00015016,43.3,40.9,0.8,15
E00015017,45.6,41.7,1,11.7
E00015018,45.8,49.2,0,5
E00015019,16.7,14.8,40.7,27.8
E00015020,29.4,39.7,5.1,25.7
E00015021,23.5,26.9,6.7,42.9
E00015022,37.7,20.2,14.9,27.2
E00015024,16,34,12.3,37.7
E00015026,40.5,32.5,2.4,24.6
E00015027,31.7,29.3,4.1,35
E00015029,41.9,27.4,14.5,16.2
E00015031,45.1,30.3,2.5,22.1
E00015032,21.1,25.8,32,21.1
E00015033,38.5,41.5,0,20
E00015034,52.9,37.8,1.7,7.6
E00017009,36.5,53.9,2.6,7
E00017010,43.1,36.7,0.9,19.3
E00017011,41.6,44.8,2.4,11.2
E00017012,37.5,49.2,0.8,12.5
E00017013,48.5,40.8,0,10.8
E00017014,44.6,40.8,1.5,13.1
E00017015,42,46.2,0.7,11.2
E00017033,50.4,32.8,1.7,15.1
E00017034,45.7,41.1,0,13.2
E00017035,26.9,29.2,35.4,8.5
E00017295,40.3,41.9,2.3,15.5
E00017296,44.6,43.8,3.8,7.7
E00017297,30.3,40.6,8.5,20.6
E00017298,41.8,49.2,0,9
E00017299,45.2,43.7,0,11.1
E00017300,30.7,40.2,5.5,23.6
E00017301,37.2,46.3,5.8,10.7
E00017302,34.7,42.9,9.2,13.3
E00017303,26.3,43.9,4.4,25.4
E00017304,24.4,39.6,4.6,31.5
E00017305,33.1,53.1,0,13.8
E00017306,34.4,54.1,1.6,9.8
E00017307,50,49.2,0.8,0
E00017308,41.7,50.4,0,7.9
E00017309,47.9,35.5,0,16.5
E00017310,32.8,50.7,0.7,15.7
E00017311,38.9,42.1,0,19
E00017312,30.8,52.1,2.6,14.5
E00017313,55.2,31.9,0,12.9
E00017314,28,38,2,32
E00017315,45.5,38,0.8,15.7
E00017316,12.8,33.3,24.8,29.1
E00017317,36.1,43.4,2.5,18
E00017318,27.4,33.3,15.6,23.7
E00017319,40.7,50.4,0,8.8
E00017320,42.1,40.5,3.2,14.3
E00017321,56.5,36.5,0,7
E00017340,8.3,15.9,3.8,72
E00017383,8.3,28.9,43,19.8
E00017384,21.3,31.5,29.9,17.3
E00017385,20.8,44.8,24,10.4
E00017386,16.7,37.3,27.8,18.3
E00017387,26.6,29.8,26.6,17
E00017388,14.7,37.5,30.9,16.9
E00017389,24,28.7,31.8,15.5
E00017390,17.7,32.3,32.3,17.7
E00017391,21.3,32.4,30.1,16.2
E00017392,22.9,31.4,33.3,12.4
E00017398,42.4,25.8,14.4,17.4
E00017399,25,23.4,16.9,34.7
E00017400,37.2,33.6,9.7,19.5
E00017401,16.7,15.7,52.8,14.8
E00017405,37.8,26.7,18.5,17
E00017407,42.2,38.5,0,19.3
E00017408,31.1,36.4,18.9,13.6
E00017409,48.3,32.8,4.3,14.7
E00017410,20.8,26.9,10.8,41.5
E00017412,14.5,32.5,29.9,23.1
E00017447,42.1,32.2,2.5,23.1
E00017448,17.5,31.1,24,27.3
E00017449,21.6,32.8,27.2,18.4
E00017450,15.8,24.5,34.5,25.2
E00017452,23.7,30.2,16.5,29.5
E00017453,20.3,20.3,2.4,56.9
E00017454,26.6,33.9,21.8,17.7
E00017455,26.6,32,16.4,25
E00017456,24,24,28.7,23.3
E00017457,8.3,15.9,56.1,19.7
E00017458,16.9,34.7,32.3,16.1
E00017459,28.2,27.4,31.5,12.9
E00017460,15.6,23.7,43.7,17
E00017461,1.8,1.2,84.9,12
E00017462,10.6,14.7,57.6,17.1
E00017463,16.1,22.9,39,22
E00017464,55.7,37.9,0,6.4
E00017465,26.1,32.8,18.5,22.7
E00017466,15.7,39.7,33.9,10.7
E00017467,41.5,39,9.3,10.2
E00017468,14.3,27.6,38.1,20
E00017469,12.1,21.8,41.8,24.2
E00017470,29.6,36.1,21.3,13
E00017471,47.8,39.1,0,13
E00017472,9.6,20.6,55.9,14
E00017473,14,18.4,14,53.5
E00017474,25.7,25.7,26.4,22.2
E00017475,18.8,23.4,29.7,28.1
E00017476,23.7,33,14.4,28.9
E00017477,13.1,40.7,18.6,27.6
E00017542,26.4,49.4,0,24.1
E00017549,27.8,32.2,16.5,23.5
E00017551,42.1,45.6,1.8,10.5
E00017552,14.4,32.8,1.6,51.2
E00017553,27,48.4,14.3,10.3
E00017554,44.3,39.6,1.9,14.2
E00017555,24.2,39.4,7.1,29.3
E00017556,38.3,36.9,1.3,23.5
E00017557,39.5,31.5,10.5,18.5
E00017558,34.9,48.4,5.6,11.1
E00017559,24.6,28.1,23.6,23.6
E00017560,42.6,43.4,0,14
E00017561,32.2,48.3,0.8,18.6
E00017562,33.9,44.9,0.8,20.5
E00017563,35.8,46.3,0.8,17.1
E00017564,20.7,42.8,3.4,33.1
E00017565,17.1,33.3,18.8,30.8
E00017566,43.7,46.8,0,9.5
E00020596,46.3,34.3,6,13.4
E00020598,37.2,31.8,0,31.1
E00020599,23.1,35.5,0,41.3
E00020600,55.3,35.6,1.5,7.6
