areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00065661,96.1,3.9
E00065665,98.4,1.6
E00065677,96,4
E00065678,98.6,1.4
E00065679,94.9,5.1
E00065680,97.1,2.9
E00065681,98.3,1.7
E00065682,97.1,2.9
E00065683,97.5,2.5
E00065684,95.8,4.2
E00065685,96.7,3.3
E00065686,96.5,3.5
E00065687,98.2,1.8
E00065688,96.6,3.4
E00065690,95.6,4.4
E00065691,98.7,1.3
E00065692,96.9,3.1
E00065693,96.9,3.1
E00065694,98.4,1.6
E00065695,97.3,2.7
E00065696,94.9,5.1
E00065697,97.5,2.5
E00065698,94.9,5.1
E00065699,96.5,3.5
E00065700,96.7,3.3
E00065701,96.5,3.5
E00065702,96.9,3.1
E00065703,98.7,1.3
E00065704,97.5,2.5
E00065710,97.2,2.8
E00065712,95.1,4.9
E00065718,98.8,1.2
E00065719,97.8,2.2
E00065857,96.9,3.1
E00065858,97.8,2.2
E00065859,95,5
E00065860,94.3,5.7
E00065862,95.3,4.7
E00065863,94.1,5.9
E00065864,93.2,6.8
E00065865,96.2,3.8
E00065866,92.4,7.6
E00065867,95.7,4.3
E00065868,92.4,7.6
E00065869,96.1,3.9
E00065870,96.1,3.9
E00065871,95.6,4.4
E00065872,92.9,7.1
E00065873,93.9,6.1
E00065874,95,5
E00065875,94.3,5.7
E00065876,97.9,2.1
E00065877,93.7,6.3
E00065878,93.1,6.9
E00065879,98.2,1.8
E00065880,85.6,14.4
E00065881,92.8,7.2
E00065882,86.9,13.1
E00065883,96.6,3.4
E00065884,95.6,4.4
E00065885,93.6,6.4
E00065886,95.1,4.9
E00065888,92.2,7.8
E00065900,98.1,1.9
E00065901,97.5,2.5
E00065902,90.3,9.8
E00065903,97.2,2.8
E00065904,97.1,2.9
E00065905,94.5,5.5
E00065906,96.5,3.5
E00065907,95.5,4.5
E00066196,90.9,9.1
E00066197,95.3,4.7
E00066201,96.6,3.4
E00066202,98.6,1.4
E00066208,96,4
E00066209,97.1,2.9
E00066231,95,5
E00066232,96.3,3.7
E00066233,98.6,1.4
E00066235,94.9,5.1
E00066238,97,3
E00066239,97.3,2.7
E00066240,95.3,4.7
E00066242,96.5,3.5
E00067384,95.3,4.7
E00067393,94.4,5.6
E00067637,83.7,16.3
E00067639,94.8,5.2
E00067640,82,18
E00067641,86.3,13.7
E00067643,80.8,19.2
E00067645,85.8,14.2
E00067646,88.8,11.2
E00067649,84.9,15.1
E00067650,86.7,13.3
E00067651,89,11
E00067652,87.3,12.7
E00067654,84.6,15.4
E00067655,82.9,17.1
E00067750,88.8,11.2
E00067758,90.7,9.3
E00067759,90.6,9.4
E00067904,95.8,4.2
E00067905,94.3,5.7
E00067906,94.8,5.2
E00067907,95.1,4.9
E00067908,93.6,6.4
E00067911,97.5,2.5
E00067912,97.8,2.2
E00067913,96.2,3.8
E00067914,95.9,4.1
E00067915,95.7,4.3
E00067916,94.9,5.1
E00067917,97.7,2.3
E00142020,97.4,2.6
E00142021,93.6,6.4
E00142022,95.9,4.1
E00142023,95.3,4.8
E00142025,95.3,4.7
E00142026,98.4,1.6
E00142027,92.4,7.6
E00142028,93,7
E00142030,92.4,7.6
E00142033,96.9,3.1
E00142034,97.6,2.4
E00142122,94.9,5.1
E00142123,97.3,2.7
E00142124,94.9,5.1
E00142125,94.6,5.4
E00142126,97.5,2.5
E00142127,95.8,4.2
E00142128,98.6,1.4
E00142129,96.4,3.6
E00142130,96.5,3.5
E00142131,96,4
E00142132,96.9,3.1
E00142133,93.4,6.6
E00142145,95.9,4.1
E00142146,97.1,2.9
E00142147,97.8,2.2
E00142148,95.2,4.8
E00142149,96.1,3.9
E00142150,95.6,4.4
E00142151,91,9
E00142152,94.1,5.9
E00142153,85.2,14.8
E00142154,94,6
E00142159,96.3,3.7
E00142205,85.8,14.2
E00170119,94.7,5.3
E00170122,91.7,8.3
E00170123,76.1,23.9
E00170124,84.8,15.2
E00185467,83.1,16.9
E00185476,94.1,5.9
E00185489,94.7,5.3
E00185499,94.6,5.4
E00185505,98.5,1.5
E00185520,73.4,26.6
E00185521,96.4,3.6
E00185524,93.2,6.8
E00185545,77.9,22.1
E00185549,95.4,4.6
E00185559,94.7,5.3
E00189816,93.3,6.7
E00189857,95.8,4.2
E00189891,95.5,4.5
