areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00065661,3.5,24.3,46.8,25.4
E00065665,21.6,48,22.4,8
E00065677,11.6,39.5,39.5,9.3
E00065678,0.9,17.9,39.3,42
E00065679,3.1,31.9,48.1,16.9
E00065680,9.3,34.3,38.6,17.9
E00065681,4.8,29.8,39.3,26.2
E00065682,8.3,30.3,47.6,13.8
E00065683,3.1,28.1,44.4,24.4
E00065684,1.2,32.1,45.1,21.6
E00065685,2.8,31.2,37.6,28.4
E00065686,5.8,32.5,43.5,18.2
E00065687,6.9,37.9,42.2,12.9
E00065688,14.4,49.1,28.7,7.8
E00065690,15.9,51.4,23.2,9.4
E00065691,24.1,40.6,26.3,9
E00065692,12.5,49.2,31.7,6.7
E00065693,22.4,41.6,28,8
E00065694,6.1,49.6,37.4,7
E00065695,5.8,23.1,42.3,28.8
E00065696,16.3,45.6,29.4,8.8
E00065697,14.4,40.2,29.4,16
E00065698,8.2,32.1,44,15.7
E00065699,7.6,45.5,36.4,10.6
E00065700,9.5,37.2,42.3,10.9
E00065701,5.4,24.8,46.5,23.3
E00065702,7.7,38.5,33.5,20.3
E00065703,3.2,22.6,44.4,29.8
E00065704,8.5,34.9,41.3,15.3
E00065710,18,44.7,24.2,13
E00065712,7.4,33.1,41.9,17.6
E00065718,0,36.2,42,21.7
E00065719,3.4,28.2,39.3,29.1
E00065857,7.6,39.4,41.7,11.4
E00065858,10.1,40.3,37.4,12.2
E00065859,5.7,37.9,40.7,15.7
E00065860,20.3,42.2,29.7,7.8
E00065862,4.8,17.6,47.2,30.4
E00065863,18.2,42.1,32.2,7.4
E00065864,36,41.6,14.4,8
E00065865,9.6,37.8,40.4,12.2
E00065866,6.8,41,42.4,9.8
E00065867,13.9,45.1,33.3,7.6
E00065868,5.4,49.5,39.6,5.4
E00065869,8.5,44.8,39.5,7.2
E00065870,7.2,43.1,38.6,11.1
E00065871,21.9,34.8,31.6,11.6
E00065872,4.7,35.7,42.6,17.1
E00065873,13.9,55.7,21.3,9
E00065874,17.4,47.2,28.5,6.9
E00065875,10.8,47.6,36.1,5.4
E00065876,16.5,42.7,35,5.8
E00065877,16.2,51.9,23.4,8.4
E00065878,24.5,48.5,24.5,2.5
E00065879,30.9,43.1,23.6,2.4
