areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00056977,94.9,2.1,3
E00057126,75.2,2.8,22
E00057128,90.9,2.4,6.7
E00057129,94.3,0.8,4.9
E00057130,58.3,1.9,39.8
E00057131,78.8,1,20.2
E00057132,90.1,1,8.9
E00057135,88.4,2.4,9.2
E00057136,90.8,0.6,8.6
E00057142,91,0,9
E00057144,90.4,0.6,9
E00057146,95,1.5,3.5
E00057147,90.8,0.8,8.4
E00057152,75.7,2.9,21.4
E00057153,91.8,0,8.2
E00057159,84.9,1.2,13.9
E00057160,94.4,0.3,5.3
E00057162,84.1,2.9,13
E00057167,86.5,0.4,13.1
E00057170,71.3,3,25.7
E00057180,73,4.4,22.6
E00057181,95.8,1,3.1
E00057183,81.4,0.6,18
E00057184,93.4,0.5,6
E00057185,79.6,0.6,19.7
E00057187,91.4,0.8,7.8
E00057488,96.9,3.1,0
E00057489,97.2,0.8,2
E00057490,96.9,0,3.1
E00057491,98.3,0.3,1.4
E00057492,93.3,3.7,3
E00057493,96.8,0.6,2.6
E00057494,94.5,1,4.5
E00057495,95.5,0.9,3.6
E00057503,96.7,0.3,3.1
E00057505,96.1,1.2,2.7
E00057506,95.2,2,2.8
E00057507,96.7,1.1,2.2
E00057508,97.2,0,2.8
E00057509,97.4,0.7,1.9
E00057510,98.2,0,1.8
E00057511,96.9,0.4,2.7
E00057512,98.6,0.7,0.7
E00057513,98.3,0,1.7
E00057514,94,3.4,2.6
E00057515,89,3.7,7.3
E00057516,98.7,0.9,0.4
E00057517,93.9,2.6,3.5
E00057518,97,0.7,2.3
E00057519,95.3,0.5,4.3
E00057520,94.1,3.3,2.6
E00057521,97,0.8,2.3
E00057522,92,1.4,6.6
E00057523,96.3,0,3.7
E00057524,98.5,0,1.5
E00057525,99.2,0,0.8
E00057561,97.2,0,2.8
E00057562,92,4,4
E00057563,98.5,0.5,1
E00057566,86.6,1.6,11.8
E00057578,90.9,0.7,8.5
E00057582,80.3,0.3,19.4
E00057619,90.9,1.2,7.9
E00057620,89.9,3.3,6.8
E00057621,83.7,0.8,15.6
E00057622,84.9,3.2,11.9
E00057623,84.4,1.3,14.3
E00057624,90.4,4.3,5.2
E00057625,87.9,2.3,9.8
E00057627,84.9,1.1,14
E00058589,92.4,1.5,6.2
E00058674,92,1.7,6.3
E00058699,92.7,4.7,2.6
E00058702,87,1.3,11.7
E00058706,92.3,3.5,4.2
E00058707,90,1.1,8.9
E00058712,92.1,2,5.8
E00058737,92.9,0.8,6.3
E00058741,88.6,0.6,10.8
E00058742,96.5,0.6,2.9
E00058743,89.1,1.3,9.6
E00058744,92.6,1.1,6.3
E00058745,87.9,0.3,11.8
E00058746,92.5,1.9,5.6
E00058747,96.6,1,2.4
E00058748,91.5,0.4,8.2
E00058749,88.3,1.8,9.9
E00058750,97.1,0,2.9
E00058751,94.6,1.2,4.2
E00058752,84.5,1.8,13.8
E00058753,91.2,1.9,6.9
E00058754,91.2,0.3,8.5
E00058755,78.6,2.7,18.7
E00058756,82.9,1.9,15.2
E00058757,93.5,0.3,6.2
E00058759,86.8,0.7,12.5
E00058760,82.8,1.4,15.8
E00058761,80,2.9,17.2
E00058762,88,2,10
E00058764,92.3,1.7,6
E00058765,97.1,1.1,1.8
E00058766,90,0.2,9.7
E00058767,98.3,0,1.7
E00058768,94.2,1.8,4
E00058769,92.5,0,7.5
E00058770,89.4,0.4,10.2
E00058771,94.9,1.2,3.9
E00058772,96.2,0.8,3
E00058773,90.9,1.2,7.9
E00058774,91.8,0.5,7.7
E00058775,94.9,1.5,3.6
E00058776,91.6,1.4,7
E00058777,87.1,1.1,11.8
E00058778,95.4,0.4,4.3
E00058779,96,0,4
E00058780,95.4,0.6,4.1
E00058781,70.6,2.5,26.9
E00058782,94.8,0,5.2
E00058783,93.7,2.1,4.2
E00058784,96.1,0.3,3.6
E00058785,94.6,0,5.4
E00058786,89.7,3,7.3
E00058787,83.4,0.6,16
E00058788,99,0,1
E00058789,92.8,1.3,5.9
E00058790,94.8,1.2,4
E00058791,95.6,0,4.4
E00058792,98.8,0.3,0.9
E00058793,90.4,0.4,9.2
E00058794,94.3,0.5,5.1
E00058795,99.3,0,0.7
E00058796,92.8,2.7,4.4
E00058797,91.4,0.4,8.2
E00058798,89.1,1.3,9.6
E00058799,86.6,2.1,11.3
E00059048,96.7,0,3.3
E00059049,98.9,0,1.1
E00059050,94.8,0,5.2
E00059051,94.2,0.9,4.9
E00059052,94.1,1.5,4.4
E00059053,96.2,0,3.8
E00059054,92.3,3.5,4.2
E00059055,93.8,3.4,2.8
E00059056,93.4,1.1,5.5
E00059057,90.3,2.3,7.4
E00059058,90.9,2.8,6.3
E00059059,91.7,1.7,6.6
E00059060,92.7,2.6,4.6
E00059061,97.6,1,1.5
E00059062,90.8,3.1,6.1
E00059063,94.4,0.3,5.3
E00059064,95.2,1.3,3.5
E00059065,95.8,0,4.2
E00059066,93.9,0.4,5.7
E00059067,97,0.4,2.6
E00059068,93,1.3,5.7
E00059069,96.8,0.4,2.9
E00059071,96.9,0,3.1
E00059073,98.6,0,1.4
E00059074,91.9,1.9,6.3
E00059075,97.6,1.2,1.2
E00059076,95.7,2,2.3
E00059077,95.5,1.1,3.4
E00059078,95,0.8,4.2
E00059079,100,0,0
E00059080,96.9,0,3.1
E00059081,95.5,0.8,3.6
E00059082,93.4,1.4,5.3
E00059083,95.6,1.2,3.2
E00059084,97.7,0,2.3
E00059085,97.3,0,2.7
E00059086,84.8,1.5,13.7
E00059087,94.5,0.3,5.2
E00059088,97.2,0.6,2.3
E00059089,95.3,0.3,4.4
E00059090,94.7,0.5,4.8
E00059091,97.5,0.9,1.6
E00059092,94.5,0.5,5
E00059093,96.4,0.4,3.1
E00059094,94.6,0.3,5.1
E00059095,93.4,1.5,5.1
E00059096,92.4,0.6,7
E00059097,97.2,0,2.8
E00059098,98.4,0,1.6
E00059099,100,0,0
E00059100,96.7,0.4,2.8
E00059101,95.9,0.4,3.7
E00059102,95.3,0.9,3.8
E00059103,99,0,1
E00059104,95.1,2.1,2.7
E00059105,95.5,0.4,4.2
E00165681,94.9,0.3,4.8
E00165682,90.1,1.3,8.5
E00170270,85.4,0.7,13.8
E00170586,86.4,1.4,12.2
E00170606,85.4,3.7,11
E00187044,90.2,2.6,7.2
E00187056,97,0,3
E00187059,91.6,3.4,5
E00187064,78.2,4.7,17.1
E00187066,75.6,3.9,20.4
E00187068,95.6,0.6,3.9
E00187076,95.8,0.3,3.9
E00187078,96.2,0.7,3.1
E00187082,96,0.3,3.6
E00187091,90.4,3.5,6.1
E00187092,92.6,3.7,3.7
E00187101,97.1,0.8,2.1
E00187105,97.4,0.3,2.3
E00187106,98.3,0,1.7
E00187129,82,6.4,11.6
