areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00062000,91.3,0.3,8.4
E00062001,74.9,2.6,22.6
E00062002,76.3,1.4,22.3
E00062003,64.2,1.1,34.7
E00062202,90.7,1.2,8.1
E00062203,84.2,2,13.8
E00062204,90.3,1.1,8.6
E00062205,84.9,1.8,13.3
E00062206,85.9,0.4,13.8
E00062379,90.2,0.3,9.5
E00062380,80.4,1.4,18.2
E00062381,76.1,1.7,22.2
E00062383,84.1,2.9,13
E00104958,87.8,3.3,8.9
E00104959,81.6,7.8,10.5
E00104960,88.6,6.7,4.8
E00104961,66.9,12,21.1
E00104962,89.3,2.7,8
E00104963,76.7,6,17.4
E00104965,89.7,2.2,8.1
E00104966,77.5,6.3,16.2
E00104967,89,4.3,6.7
E00104968,81.2,1,17.8
E00104969,73.3,2,24.7
E00104970,59.5,3.8,36.7
E00104971,85.7,2.2,12.1
E00104972,82.2,0.8,17.1
E00104973,69.5,4.8,25.7
E00104974,79.4,1.3,19.4
E00104975,66.9,3.9,29.2
E00104976,68.3,7.3,24.4
E00104977,76.9,2.4,20.7
E00104978,84.8,1.5,13.6
E00104979,74.5,0.3,25.2
E00104980,65.7,0.7,33.6
E00104981,75.8,2,22.2
E00104982,74.2,1.7,24.2
E00104983,50.8,7,42.1
E00104984,83.9,1.3,14.8
E00104985,84,1.3,14.7
E00104986,72.9,1.4,25.8
E00104987,74.7,1.7,23.7
E00104988,76,0.9,23.1
E00104989,88.2,1.6,10.2
E00104990,62.8,0.7,36.6
E00105010,79.9,4.6,15.4
E00105011,91.8,1.1,7.1
E00105012,83.2,1,15.8
E00105013,67.2,5.1,27.7
E00105014,81.4,9,9.7
E00105015,73.2,10.8,16
E00105016,71.4,4.4,24.1
E00105017,55,18.6,26.4
E00105018,69.1,2.2,28.7
E00105020,77.9,2.3,19.8
E00105021,79.8,3,17.1
E00105022,61.9,1.7,36.4
E00105023,69.9,7.7,22.4
E00105024,88.6,2.1,9.3
E00105025,74.6,0.7,24.7
E00105026,78.2,2.9,18.9
E00105027,71.5,2.2,26.3
E00105028,90.3,0.6,9.1
E00105029,89.4,2.3,8.3
E00105030,92.1,1.1,6.9
E00105031,68.1,0.3,31.7
E00105032,90.8,0,9.2
E00105033,67.1,0.3,32.5
E00105034,82.9,1.9,15.2
E00105035,89.1,1,9.9
E00105037,77.8,2.8,19.4
E00105038,89.7,0.4,9.9
E00105039,81.3,3.3,15.4
E00105040,75.7,0.8,23.5
E00105041,65.1,0.5,34.4
E00105042,88.1,1.9,10
E00105043,76.6,3,20.4
E00105044,71.1,0.9,28
E00105045,74.8,1.4,23.7
E00105046,72.2,2.3,25.6
E00105047,79.5,3.9,16.6
E00105048,87.5,7.6,4.9
E00105053,88.8,6.6,4.6
E00105055,84.3,12.5,3.2
E00105056,90.6,4.7,4.7
E00105062,65.8,1.2,33
E00105063,88,1.1,10.9
E00105064,66.2,1.4,32.4
E00105065,77.8,2.9,19.3
E00105066,65.3,2.4,32.3
E00105067,80,0,20
E00105068,85.3,0.5,14.1
E00105069,75.7,0.4,23.9
