areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00039623,0,2.7,62.2,35.1
E00039653,2.5,9.8,54.9,32.8
E00039654,1.5,24.4,57.8,16.3
E00039655,0,6.9,71,22.1
E00039656,0,11.5,56.9,31.5
E00039657,37.2,52.7,8.5,1.6
E00039658,0.8,10.6,60.2,28.5
E00039659,0.7,16.9,58.8,23.5
E00039660,2.7,8,61.3,28
E00039661,2.9,30.7,51.1,15.3
E00039662,0.8,10.8,57.5,30.8
E00039663,7.4,34.1,47.4,11.1
E00039664,0,3.2,52.1,44.7
E00039665,43.1,27.6,27.6,1.6
E00040086,15.3,6.3,77.5,0.9
E00040087,0.9,1.8,67.6,29.7
E00040088,11.5,11.5,62.6,14.4
E00040089,13.7,16.8,53.4,16
E00040090,0.9,17.2,49.1,32.8
E00040091,1.6,4,55.2,39.2
E00040092,0.6,1.2,57.3,40.9
E00040093,3.3,24.4,23.9,48.3
E00040094,0,8.8,64.9,26.4
E00040096,0,9.2,17,73.9
E00040097,0.7,19,34.3,46
E00040098,4.1,22.6,28.8,44.5
E00040099,5.6,12.9,37.1,44.4
E00040100,3.4,5.2,22.4,69
E00040101,25,28.3,46.7,0
E00040102,24.8,23.9,51.3,0
E00040103,0.8,4.7,39.1,55.5
E00040104,4.7,12.9,17,65.5
E00040105,2.8,29,37.4,30.8
E00040107,1.6,14.4,29.6,54.4
E00040108,7.2,56.7,34,2.1
E00040109,8.8,55.3,34.2,1.8
E00040110,1.6,11.6,21.7,65.1
E00040111,4.3,11.7,33.7,50.3
E00040112,0,4.3,33.6,62.1
E00040113,0.6,4.5,28.4,66.5
E00040114,7.8,36.5,38.3,17.4
E00040115,4.2,19.3,67.2,9.2
E00040116,1.9,59.3,36.1,2.8
E00040117,64.5,35.5,0,0
E00040118,0,6.7,44.5,48.7
E00040119,24.8,21.3,52.5,1.4
E00040120,18.3,15,35,31.7
E00040121,2.5,11.5,33.6,52.5
E00040122,1.7,75.7,22.6,0
E00040123,9.6,14,47.4,28.9
E00040124,1,1.9,54.4,42.7
E00040125,0,7.3,31.8,60.9
E00040126,9.3,24.1,38,28.7
E00040127,4.2,60.4,31.3,4.2
E00040128,7.9,16.7,72.8,2.6
E00040129,17.2,32.3,46.5,4
E00040130,37.1,18.2,39.4,5.3
E00040131,21.1,15.8,59.6,3.5
E00040132,10.2,20.4,36.1,33.3
E00040133,0,2.8,69.8,27.4
E00040134,13.5,50,34.6,1.9
E00040135,1.9,15.6,53.9,28.6
E00040136,7.1,16.1,44.5,32.3
E00040137,0.7,12.5,39.7,47.1
E00040138,0,0.8,53.2,46
E00040139,17.1,49.5,19,14.3
E00040140,0.8,10.2,46.1,43
E00040141,2.3,6.8,74.2,16.7
E00040142,0.8,22.9,66.1,10.2
E00040143,1.4,25.2,44.1,29.4
E00040144,19.1,21.7,32.5,26.8
E00040145,46.2,41.9,11.1,0.9
E00040146,37.3,19,41.1,2.5
E00040147,3.8,27.4,45.2,23.6
E00040148,0,2.8,36.1,61.1
E00040149,4.7,40.9,15.4,38.9
E00040150,5.1,19.1,42.6,33.1
E00040151,0.7,19.1,28.4,51.8
E00040152,15.2,8.8,45.6,30.4
E00040913,3,15.7,65.7,15.7
E00040914,13.3,24.4,55.6,6.7
E00040915,16.3,23.3,54.7,5.8
E00040916,17.9,36.4,32.6,13
E00040917,30.5,34.1,33.5,1.8
E00040918,13.3,53.3,32.7,0.7
E00040919,14.2,57.4,27.7,0.7
E00040920,19.5,26.6,51.9,1.9
E00040921,18.2,11.2,68.8,1.8
E00040922,16,30.9,49.7,3.4
E00040923,8.7,77.8,11.9,1.6
E00040924,4.3,56.1,39.6,0
E00040925,18.4,21.1,57.9,2.6
E00040928,22.9,22,52.5,2.5
E00040929,66,33,1,0
E00040930,16.9,29.7,50.8,2.5
E00040931,50.4,29.9,19.7,0
E00040932,29,29,42,0
E00040933,17.1,26.8,55.3,0.8
E00040956,24.4,26.7,45.3,3.5
E00040957,0,0.9,65.8,33.3
E00040958,5,12.9,67.3,14.9
E00040959,1.3,27.5,58.8,12.5
E00040960,7.3,40.4,46.8,5.5
E00040961,12.4,22.5,48.8,16.3
E00040962,13.1,13.1,68.7,5.1
E00040963,26.2,13.9,57.4,2.5
E00040964,50.7,25.7,22.9,0.7
E00040965,31,41.5,26.8,0.7
E00040966,26.1,16.2,55,2.7
E00098756,0,56.3,39.3,4.5
E00098758,12.6,27,30.6,29.7
E00098759,2.1,37.1,51.4,9.3
E00098761,4.6,32.6,38.3,24.6
E00098763,6.1,14.9,68.9,10.1
E00098764,0,38.2,57.3,4.6
E00098765,0,43.1,50.4,6.5
E00098786,4.6,27.5,64.1,3.8
E00098787,1.6,20.2,67.4,10.9
E00098788,0,10.9,65.5,23.5
E00098789,0.8,40,36.2,23.1
E00098790,0.9,21.7,61.7,15.7
E00098791,0.8,18.2,33.2,47.8
E00098793,52.8,27.4,17.9,1.9
E00098797,25.2,30.2,41.7,2.9
E00098806,3.8,39.1,47.4,9.8
E00098807,7.9,4.8,65.1,22.2
E00098808,0,12.4,75.2,12.4
E00098809,0.4,20.1,33,46.4
E00098810,0,14.3,76.5,9.2
E00098811,0,17.4,69.6,13
E00098812,0,44.3,48.7,7
E00098813,0,28.8,66.7,4.5
E00098814,19.5,9.7,47.8,23
E00098815,14.2,9.2,18.4,58.2
E00098816,0,41.9,48.5,9.6
E00098817,22.9,20.4,32.5,24.2
E00098818,2.5,38.1,49.2,10.2
E00098819,1.7,77.6,18.1,2.6
E00098820,6.2,10.1,51.9,31.8
E00098821,3.1,9.3,78.3,9.3
E00098822,27,26.4,34.6,11.9
E00098824,8.2,12.7,50.7,28.4
E00098825,9.7,44.1,34.5,11.7
E00098826,15.3,35.1,25.2,24.4
E00098827,0.9,20.5,49.6,29.1
E00098828,46.6,24.8,18,10.6
E00098829,24.2,41.9,28.2,5.6
E00098830,20.1,54.5,20.9,4.5
E00098832,3.4,54.6,37.8,4.2
E00098833,1.4,40.7,42.8,15.2
E00098834,5.3,39.5,36.8,18.4
E00098835,41.8,38.4,17.8,2.1
E00098836,74.5,24.2,1.3,0
E00098837,15.7,42.1,38,4.1
E00098838,36.1,20.2,39.5,4.2
E00098839,3.3,75.2,15.7,5.8
E00098840,37,42.9,16.8,3.4
E00098841,22.6,30.1,29.5,17.8
E00098842,33.3,43.4,21.7,1.6
E00098843,9.6,36.5,41.7,12.2
E00098844,9.2,34.5,44.4,12
E00098845,15.6,21.9,49.2,13.3
E00098846,9.5,37.3,48.4,4.8
E00098847,0,34.1,59.3,6.5
E00098848,0,41.5,50,8.5
E00098849,3.3,37.7,50.8,8.2
E00098850,14.7,42.9,28.2,14.1
E00098852,3,21.2,57,18.8
E00098854,8.3,40.9,45.5,5.3
E00098858,1.4,37.3,48.4,12.9
E00098862,0.8,35.2,53.1,10.9
E00098864,0.9,10.3,15,73.8
E00098865,37.4,31.6,20,11
E00098866,4.3,65.8,28.6,1.2
E00098867,6.5,41.9,44.4,7.3
E00098868,2.3,46.9,43,7.8
E00098869,0.7,35.3,57.4,6.6
E00098894,10.7,57.7,26.2,5.4
E00098895,5.5,63.4,26.9,4.1
E00098896,0.9,3.7,76.6,18.7
E00098897,16.7,71.9,10.8,0.5
E00098898,10.7,22.3,62,5
E00098899,7.6,6.9,71,14.5
E00098900,1.5,51.1,41.4,6
E00098901,4,75.3,18,2.7
E00098902,4.6,33.6,47.3,14.5
E00098903,27.3,43,25,4.7
E00098904,2.6,74.8,20.5,2
E00098905,6.4,50,36.4,7.1
E00098906,49,42.3,7.4,1.3
E00098907,8.2,36.4,46.4,9.1
E00098908,13.2,68.4,16.9,1.5
E00098909,69,23,5.7,2.3
E00098910,0,0.8,9.2,90
E00098911,0,27.8,55.7,16.5
E00098912,0,3.5,46,50.4
E00098913,0.9,27.8,45.2,26.1
E00098914,0,17.5,45.6,36.8
E00098915,2.5,23.3,41.7,32.5
E00098916,2.1,15.8,8.2,74
E00098917,0,31,53,16
E00098918,0.8,1.6,7.8,89.9
E00098919,0,2.8,31.6,65.6
E00098920,2.2,49.7,31.3,16.8
E00098921,54,33.8,11.5,0.7
E00098922,2.7,21.4,46.4,29.5
E00098923,3.5,25.2,58.3,13
E00098924,36.7,29.5,29.5,4.3
E00098925,14.6,33.7,47.2,4.5
E00098926,25,44.5,29.7,0.8
E00098927,64.7,32.8,2.5,0
E00098928,52.2,31.9,15.9,0
E00098929,63.2,30.1,3.8,3
E00098930,25.2,31.3,37.4,6.1
E00098931,27.5,20.2,49.5,2.8
E00098932,26.6,33.6,36.7,3.1
E00098933,10.8,23.3,53.3,12.5
E00098934,31.5,30.9,29.5,8.1
E00098935,45.4,50.4,4.2,0
E00098936,17.3,23.6,48,11
E00098937,9.4,21.1,57,12.5
E00098938,0.7,24.5,57.6,17.3
E00098968,2.8,23.4,68.2,5.6
E00098969,15.5,37.1,43.1,4.3
E00098970,4.9,70.4,23.9,0.7
E00098971,0.8,28.1,68.6,2.5
E00098972,2,79.9,17.2,1
E00098973,3.4,10.1,66.4,20.2
E00098974,20.7,28.1,43.8,7.4
E00098975,0,22.7,64.7,12.6
E00098976,26.6,55.6,17.7,0
E00098977,9.5,27.6,61.2,1.7
E00098978,1.3,20.1,56.5,22.1
E00098979,20.1,59.1,18.1,2.7
E00098980,28.6,40.5,26.2,4.8
E00098981,11.5,52.7,31.3,4.6
