areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00039623,90.1,4.8,5.1
E00039653,84,1.7,14.3
E00039654,87.2,4.2,8.6
E00039655,87.8,1.9,10.3
E00039656,89.9,2.7,7.4
E00039657,60.9,12.5,26.6
E00039658,93.8,1,5.2
E00039659,91.1,1.6,7.3
E00039660,91.2,0.3,8.5
E00039661,83.1,2.6,14.2
E00039662,90.5,2.5,7
E00039663,78,6.5,15.5
E00039664,94.6,0,5.4
E00039665,68.3,2.9,28.8
E00040086,63.1,5.4,31.5
E00040087,90,1.8,8.2
E00040088,84.7,6.1,9.2
E00040089,80.7,4.7,14.5
E00040090,93.5,1.1,5.3
E00040091,92.3,3.4,4.4
E00040092,91.6,1.6,6.8
E00040093,89.1,5.3,5.6
E00040094,89.7,1.4,8.9
E00040096,93.4,3.2,3.5
E00040097,88.8,3.9,7.3
E00040098,94.6,0.4,5.1
E00040099,90.7,4.1,5.2
E00040100,93.8,1.1,5.1
E00040101,71.1,1.7,27.3
E00040102,60.9,10.3,28.8
E00040103,91,1.3,7.7
E00040104,93.2,1.5,5.3
E00040105,86.4,2,11.6
E00040107,88.9,0.7,10.4
E00040108,57.1,9.3,33.6
E00040109,64.6,11.9,23.5
E00040110,91,3.9,5.1
E00040111,92.2,2.4,5.4
E00040112,92.8,1,6.2
E00040113,92.8,3,4.2
E00040114,83.5,7.3,9.2
E00040115,68.9,7.3,23.9
E00040116,59.4,9,31.6
E00040117,70.3,5.5,24.1
E00040118,91.6,4.7,3.7
E00040119,62.9,8.5,28.6
E00040120,91.2,1.6,7.2
E00040121,93.8,2.1,4.1
E00040122,61.9,5.1,33.1
E00040123,87,4,9
E00040124,88.9,2,9.1
E00040125,91.1,3.5,5.3
E00040126,91.2,1.4,7.4
E00040127,65,5.6,29.4
E00040128,63.9,3.9,32.2
E00040129,62.7,8,29.3
E00040130,62,14.5,23.6
E00040131,47.5,15.2,37.3
E00040132,89.2,2.2,8.7
E00040133,93.1,2.7,4.2
E00040134,63.3,6.9,29.8
E00040135,90.2,1.1,8.7
E00040136,88.5,4.6,6.9
E00040137,92.5,1.5,6
E00040138,93.6,0.7,5.7
E00040139,85,3.9,11.1
E00040140,95.5,1,3.5
E00040141,85.6,6.9,7.5
E00040142,80.9,1.8,17.4
E00040143,88.2,3.6,8.2
E00040144,77.3,4.3,18.4
E00040145,67.9,8.2,23.9
E00040146,70.7,3.8,25.5
E00040147,81.9,6.8,11.3
E00040148,93.4,1.5,5
E00040149,85.2,3.8,11
E00040150,92,1,7
E00040151,90.2,2.2,7.7
E00040152,87.6,0.8,11.7
E00040913,87.1,4,8.9
E00040914,65.9,6.1,28
E00040915,70.7,4.3,25
E00040916,74.3,5.5,20.2
E00040917,71.7,2.1,26.1
E00040918,62.4,7.3,30.3
E00040919,70.3,4.1,25.6
E00040920,61.1,6.3,32.5
E00040921,69,2.4,28.6
E00040922,70.5,5.2,24.3
E00040923,55.1,12.2,32.8
E00040924,61,7.9,31
E00040925,60.5,9.9,29.6
E00040928,48.8,13.2,38.1
E00040929,67.4,5.6,27.1
E00040930,57.4,11.2,31.3
E00040931,55.6,7.4,37
E00040932,48.5,12.9,38.6
E00040933,61.8,5.3,32.8
E00040956,71,3.4,25.6
E00040957,93,1.1,6
E00040958,79.1,6.4,14.5
E00040959,81.9,4.4,13.7
E00040960,73.2,4.7,22.1
E00040961,86.9,1.5,11.6
