areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00039623,5.4,40.5,49.5,4.5
E00039653,18.2,33.1,43.8,5
E00039654,13.2,41.2,35.3,10.3
E00039655,11.5,42,37.4,9.2
E00039656,11.4,40.9,40.2,7.6
E00039657,65.1,30.2,3.9,0.8
E00039658,11.4,38.2,36.6,13.8
E00039659,10.6,47.5,31.2,10.6
E00039660,9.9,33.8,43.7,12.6
E00039661,15.3,48.9,27.7,8
E00039662,7.7,35.9,41,15.4
E00039663,22.2,52.6,20,5.2
E00039664,6.5,31.5,44.6,17.4
E00039665,52,30.1,13.8,4.1
E00040086,39.6,41.4,15.3,3.6
E00040087,8.1,46.8,32.4,12.6
E00040088,20.9,54.7,23,1.4
E00040089,30.3,47,17.4,5.3
E00040090,10.3,43.1,37.1,9.5
E00040091,11.3,35.5,40.3,12.9
E00040092,10.7,37.3,41.4,10.7
E00040093,3.4,41.3,39.7,15.6
E00040094,8.8,48.6,37.2,5.4
E00040096,3.9,32,43.8,20.3
E00040097,8,43.8,36.5,11.7
E00040098,15.1,37.7,38.4,8.9
E00040099,11.3,38.7,37.9,12.1
E00040100,7,33.9,43.5,15.7
E00040101,42,37,20.2,0.8
E00040102,51.3,34.2,11.1,3.4
E00040103,7.1,34.6,46.5,11.8
E00040104,3.6,29.6,46.7,20.1
E00040105,17,46.4,27.7,8.9
E00040107,4.1,38.2,41.5,16.3
E00040108,60.2,29,9.7,1.1
E00040109,48.7,40,9.6,1.7
E00040110,8.6,34.4,46.1,10.9
E00040111,10.6,37.3,39.1,13
E00040112,3.5,30.4,57.4,8.7
E00040113,3.8,34.6,55.8,5.8
E00040114,18.6,52.7,22.8,6
E00040115,26.9,42.9,21.8,8.4
E00040116,51.9,34.3,12,1.9
E00040117,55.2,44.8,0,0
E00040118,10,30,45.8,14.2
E00040119,39.7,39,19.1,2.1
E00040120,9.2,46.7,34.2,10
E00040121,5,40.8,42.5,11.7
E00040122,46.1,45.2,5.2,3.5
E00040123,17.7,43.4,32.7,6.2
E00040124,7.8,32,50.5,9.7
E00040125,6.4,40,42.7,10.9
E00040126,10.4,50.9,28.3,10.4
E00040127,51.1,34.8,12,2.2
E00040128,46.5,36,15.8,1.8
E00040129,55.6,36.4,7.1,1
E00040130,48.1,37.6,8.3,6
E00040131,49.1,35.1,9.6,6.1
E00040132,21.1,41.5,34,3.4
E00040133,9.3,39.3,43.9,7.5
E00040134,48.1,37.5,12.5,1.9
E00040135,10.5,46.7,30.9,11.8
E00040136,11.7,50,31.2,7.1
E00040137,7.9,35.3,42.4,14.4
E00040138,7.8,37.5,42.2,12.5
E00040139,23.3,46.6,21.4,8.7
E00040140,9.4,41.4,34.4,14.8
E00040141,10.7,55.7,28.2,5.3
E00040142,24.6,44.1,19.5,11.9
E00040143,12,44.4,31.7,12
E00040144,19.1,38.9,34.4,7.6
E00040145,45.8,49.2,4.2,0.8
E00040146,39.2,46.8,12,1.9
E00040147,15,49.4,28.8,6.9
E00040148,6.5,35.2,45.4,13
E00040149,12.1,45,30.9,12.1
E00040150,11,46.3,30.1,12.5
E00040151,15.1,36,36.7,12.2
E00040152,20,43.2,25.6,11.2
E00040913,12.8,49.6,30.1,7.5
E00040914,37,45.2,13.3,4.4
E00040915,36,47.7,13.4,2.9
E00040916,36.2,41.1,20,2.7
E00040917,51.5,35.6,11,1.8
E00040918,46.2,38.6,13.1,2.1
E00040919,56.8,33.1,8.1,2
E00040920,46.4,34,16.3,3.3
E00040921,36.5,44.1,12.9,6.5
E00040922,39.8,49.1,10.5,0.6
E00040923,56.8,33.6,9.6,0
E00040924,47,41,10.2,1.8
E00040925,47.3,35.7,13.4,3.6
E00040928,46.2,47.1,4.2,2.5
E00040929,59.8,38.2,2,0
E00040930,52.1,37,10.1,0.8
E00040931,59.1,33.9,3.5,3.5
E00040932,62.6,29.8,4.6,3.1
E00040933,43.8,47.1,7.4,1.7
E00040956,44.7,35.3,18.8,1.2
E00040957,9.9,31.5,46.8,11.7
E00040958,13.7,52,22.5,11.8
E00040959,15.4,48.7,26.9,9
E00040960,27.7,43.8,24.1,4.5
E00040961,21.1,48.4,25,5.5
E00040962,29.2,55.2,14.6,1
E00040963,39.7,44.6,11.6,4.1
E00040964,50.7,35,12.1,2.1
E00040965,41.5,47.9,7,3.5
E00040966,39.6,45,10.8,4.5
E00098756,20.4,45.1,26.5,8
E00098758,15.3,33.3,39.6,11.7
E00098759,15,36.4,34.3,14.3
E00098761,9.8,46.6,29.3,14.4
E00098763,12.8,36.2,39.6,11.4
E00098764,21.1,47.7,23.4,7.8
E00098765,29.3,38.2,24.4,8.1
E00098786,20.5,37.9,28,13.6
E00098787,4.7,44.2,34.9,16.3
E00098788,9.2,28.3,46.7,15.8
E00098789,5.4,44.6,40,10
E00098790,14,36,38.6,11.4
E00098791,7.7,37.8,41.5,13
E00098793,48.1,37.7,7.5,6.6
E00098797,38.8,46,11.5,3.6
E00098806,24.8,40.6,27.1,7.5
E00098807,13.6,43.2,31.2,12
E00098808,13.9,37.7,37.7,10.7
E00098809,11.2,35.4,41.3,12.1
E00098810,15.4,47.9,27.4,9.4
E00098811,16.5,45.2,25.2,13
E00098812,10.6,50.4,31.9,7.1
E00098813,15.5,40,30,14.5
E00098814,23.9,34.5,33.6,8
E00098815,19.1,40.4,36.2,4.3
E00098816,16.5,46.6,30.1,6.8
E00098817,34.4,39.5,19.7,6.4
E00098818,23.3,49.2,22.5,5
E00098819,14.7,46.6,31,7.8
E00098820,12.3,36.9,36.2,14.6
E00098821,19.4,37.2,35.7,7.8
E00098822,32.1,44.7,18.9,4.4
E00098824,8.2,41.8,41,9
E00098825,35,43.4,18.9,2.8
E00098826,29,44.3,23.7,3.1
E00098827,10.1,35.3,40.3,14.3
E00098828,52.5,35,10.6,1.9
E00098829,40,42.4,12.8,4.8
E00098830,26.9,51.5,17.2,4.5
E00098832,17.2,57.8,20.7,4.3
E00098833,19.4,42.4,28.5,9.7
E00098834,19.8,46.6,27.6,6
E00098835,34.9,41.8,20.5,2.7
E00098836,67.5,30.6,1.9,0
E00098837,35.2,40.2,16.4,8.2
E00098838,43.4,35.2,13.1,8.2
E00098839,30,43.3,24.2,2.5
E00098840,33.6,44.5,17.6,4.2
E00098841,32.2,34.9,26,6.8
E00098842,38.8,43.4,16.3,1.6
E00098843,15.7,48.7,26.1,9.6
E00098844,24.8,45.5,25.5,4.1
E00098845,17.7,43.5,26.6,12.1
E00098846,21,45.2,28.2,5.6
E00098847,24.4,43.1,25.2,7.3
E00098848,14.4,47.7,25.8,12.1
E00098849,32.8,37.8,19.3,10.1
E00098850,40.8,31.2,19.1,8.9
E00098852,17.6,40.6,32.1,9.7
