areacd,heating_type_3a-001,heating_type_3a-002
E00039623,0,100
E00039653,0,100
E00039654,0.7,99.3
E00039655,0.8,99.2
E00039656,1.5,98.5
E00039657,0,100
E00039658,0,100
E00039659,2.1,97.9
E00039660,0.7,99.3
E00039661,0.7,99.3
E00039662,0,100
E00039663,0,100
E00039664,0,100
E00039665,0.8,99.2
E00040086,4.5,95.5
E00040087,0,100
E00040088,0.7,99.3
E00040089,0,100
E00040090,0,100
E00040091,0,100
E00040092,2.3,97.7
E00040093,0.5,99.5
E00040094,0,100
E00040096,0,100
E00040097,0,100
E00040098,0.7,99.3
E00040099,0.8,99.2
E00040100,0,100
E00040101,0.9,99.1
E00040102,0.9,99.1
E00040103,0,100
E00040104,0,100
E00040105,1.9,98.1
E00040107,0,100
E00040108,0,100
E00040109,1.8,98.2
E00040110,0.8,99.2
E00040111,1.3,98.7
E00040112,0,100
E00040113,0,100
E00040114,0.6,99.4
E00040115,0,100
E00040116,2.8,97.2
E00040117,0.9,99.1
E00040118,0.8,99.2
E00040119,0.7,99.3
E00040120,0,100
E00040121,0,100
E00040122,0.9,99.1
E00040123,0,100
E00040124,1,99
E00040125,0,100
E00040126,1.8,98.2
E00040127,2.1,97.9
E00040128,0,100
E00040129,1,99
E00040130,0.8,99.2
E00040131,0.9,99.1
E00040132,0.7,99.3
E00040133,0,100
E00040134,1,99
E00040135,0,100
E00040136,0,100
E00040137,0,100
E00040138,0,100
E00040139,1,99
E00040140,0,100
E00040141,0,100
E00040142,2.5,97.5
E00040143,0,100
E00040144,1.3,98.7
E00040145,1.7,98.3
E00040146,0,100
E00040147,0.6,99.4
E00040148,0,100
E00040149,2,98
E00040150,0,100
E00040151,0,100
E00040152,0,100
E00040913,0,100
E00040914,0.7,99.3
E00040915,2.3,97.7
E00040916,1.6,98.4
E00040917,2.5,97.5
E00040918,1.4,98.6
E00040919,0,100
E00040920,0.6,99.4
E00040921,1.2,98.8
E00040922,1.2,98.8
E00040923,2.4,97.6
E00040924,1.2,98.8
E00040925,0,100
E00040928,0.8,99.2
E00040929,3.9,96.1
E00040930,0.8,99.2
E00040931,0,100
E00040932,0,100
E00040933,1.7,98.3
E00040956,6.8,93.2
E00040957,0,100
E00040958,0,100
E00040959,1.3,98.8
E00040960,0.9,99.1
E00040961,1.6,98.4
E00040962,0,100
E00040963,3.3,96.7
E00040964,1.4,98.6
E00040965,0.7,99.3
E00040966,0,100
E00098756,0.9,99.1
E00098758,0,100
E00098759,0,100
E00098761,1.1,98.9
E00098763,2,98
E00098764,0,100
E00098765,0,100
E00098786,0.8,99.2
E00098787,0.8,99.2
E00098788,1.6,98.4
E00098789,0.8,99.2
E00098790,0,100
E00098791,0.4,99.6
E00098793,0,100
E00098797,0.7,99.3
E00098806,0.7,99.3
E00098807,0.8,99.2
E00098808,0,100
E00098809,0.5,99.5
E00098810,1.7,98.3
E00098811,0.9,99.1
E00098812,0,100
E00098813,1.8,98.2
